,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_day,synthetic
18694,U-f5acac,S-2aadef,2024-07-14,feature_23,17,9197,0,False,2024-07-14,False
18695,U-5c84c4,S-38ac0c,2023-10-02,feature_21,10,3450,0,False,2023-10-02,False
18696,U-d60460,S-6bf7d7,2023-07-12,feature_7,11,4906,1,False,2023-07-12,False
18697,U-ccb36f,S-a24aa1,2023-02-15,feature_31,12,2964,0,False,2023-02-15,False
18698,U-d83d41,S-fc86d6,2023-12-21,feature_39,12,6684,3,False,2023-12-21,False
18699,U-e7e9c3,S-b11cdb,2024-04-10,feature_23,10,790,0,False,2024-04-10,False
18700,U-bceb4a,S-a2aa70,2023-06-30,feature_23,6,1272,0,False,2023-06-30,False
18701,U-95bcfe,S-9842bb,2024-03-05,feature_38,8,4264,0,True,2024-03-05,False
18702,U-d70b3c,S-875645,2024-06-18,feature_10,13,7384,0,True,2024-06-18,False
18703,U-74c442,S-104053,2024-11-19,feature_17,12,1164,0,False,2024-11-19,False
18704,U-73cc7d,S-96fb48,2024-12-13,feature_18,11,1529,0,True,2024-12-13,False
18705,U-59fe7a,S-017e33,2024-11-06,feature_29,12,1188,0,False,2024-11-06,False
18706,U-7d8cb8,S-3311b1,2023-03-31,feature_23,8,3464,0,False,2023-03-31,False
18707,U-11d5d8,S-9e2819,2023-08-16,feature_38,17,1802,0,False,2023-08-16,False
18708,U-76531d,S-1f5841,2023-02-12,feature_31,8,2888,3,False,2023-02-12,False
18709,U-b25250,S-7ccc38,2024-01-26,feature_18,7,2093,3,False,2024-01-26,False
18710,U-f6b266,S-f2710b,2024-11-09,feature_12,4,616,0,False,2024-11-09,False
18711,U-157917,S-522a6f,2023-07-20,feature_13,5,190,0,False,2023-07-20,False
18712,U-ddde09,S-58b22d,2023-11-13,feature_11,6,1200,0,False,2023-11-13,False
18713,U-d5c364,S-b35b20,2024-07-16,feature_39,9,2295,0,False,2024-07-16,False
18714,U-7bff00,S-fffeb8,2024-12-15,feature_3,6,1938,0,False,2024-12-15,False
18715,U-c8f0ea,S-d8f67e,2024-07-28,feature_35,9,531,0,False,2024-07-28,False
18716,U-d45af4,S-b204c4,2024-08-01,feature_20,10,2820,0,False,2024-08-01,False
18717,U-e70662,S-ff2761,2024-02-22,feature_13,11,5247,0,False,2024-02-22,False
18718,U-5e6bb8,S-430691,2023-03-21,feature_14,10,4470,2,False,2023-03-21,False
18719,U-1c257e,S-0639f1,2024-12-29,feature_8,11,4235,0,False,2024-12-29,False
18720,U-718d76,S-e09e04,2023-06-27,feature_36,7,1197,0,True,2023-06-27,False
18721,U-108630,S-33472f,2023-10-05,feature_38,6,2688,0,False,2023-10-05,False
18722,U-9249b6,S-461334,2024-06-18,feature_11,12,4560,1,False,2024-06-18,False
18723,U-81e7ac,S-ae6295,2024-09-06,feature_29,7,714,0,False,2024-09-06,False
18724,U-ac0355,S-0c47cb,2024-09-07,feature_39,15,1275,0,False,2024-09-07,False
18725,U-1f7d9f,S-b991d2,2023-11-22,feature_24,8,2424,0,False,2023-11-22,False
18726,U-3b4b05,S-36ad61,2023-09-06,feature_14,9,333,0,False,2023-09-06,False
18727,U-34c918,S-499ea3,2023-04-21,feature_24,12,888,0,False,2023-04-21,False
18728,U-5ab8de,S-9740c1,2024-10-26,feature_15,10,360,0,False,2024-10-26,False
18729,U-746181,S-1109d6,2023-03-24,feature_3,12,4140,0,True,2023-03-24,False
18730,U-31997d,S-23281c,2024-10-06,feature_38,15,1800,1,False,2024-10-06,False
18731,U-c87061,S-95c467,2023-09-17,feature_17,8,1840,0,False,2023-09-17,False
18732,U-206273,S-c069ab,2024-10-17,feature_9,11,2882,0,False,2024-10-17,False
18733,U-75f64a,S-6630bc,2024-11-09,feature_18,11,814,0,False,2024-11-09,False
18734,U-9cacc5,S-4e4ab7,2024-02-01,feature_8,16,3232,0,False,2024-02-01,False
18735,U-accb94,S-ac8fd3,2023-11-12,feature_25,7,2730,1,True,2023-11-12,False
18736,U-d1b9ac,S-cea51e,2024-07-30,feature_2,4,1824,0,False,2024-07-30,False
18737,U-90971b,S-3dc46b,2024-06-04,feature_30,4,1396,1,False,2024-06-04,False
18738,U-620adb,S-e66964,2023-11-18,feature_27,9,1152,1,False,2023-11-18,False
18739,U-1628ee,S-208e33,2023-03-16,feature_6,13,2353,2,False,2023-03-16,False
18740,U-83a206,S-155934,2023-10-29,feature_37,7,70,3,False,2023-10-29,False
18741,U-ab347e,S-9c67ab,2023-02-13,feature_5,7,1064,0,True,2023-02-13,False
18742,U-b98773,S-410fd5,2023-05-21,feature_20,12,1428,1,False,2023-05-21,False
18743,U-acaedf,S-21bd9b,2023-12-28,feature_2,12,1920,0,False,2023-12-28,False
18744,U-972177,S-3a3be9,2024-07-23,feature_30,12,2484,0,False,2024-07-23,False
18745,U-ffbeba,S-89c6dc,2024-07-20,feature_5,8,3680,0,False,2024-07-20,False
18746,U-cf561c,S-05ad41,2023-12-24,feature_20,7,3878,0,True,2023-12-24,False
18747,U-a2dcb8,S-0b46b0,2024-02-28,feature_12,16,7744,0,False,2024-02-28,False
18748,U-709fe9,S-0e12c9,2024-03-27,feature_31,10,4660,1,False,2024-03-27,False
18749,U-32402e,S-c855b0,2024-07-20,feature_13,11,1947,0,False,2024-07-20,False
18750,U-d134fb,S-bf3403,2024-10-15,feature_34,6,2400,0,False,2024-10-15,False
18751,U-d15aeb,S-593787,2023-07-28,feature_14,14,6426,0,False,2023-07-28,False
18752,U-cfce23,S-e002a1,2024-01-24,feature_21,12,5364,0,False,2024-01-24,False
18753,U-8b4886,S-07e821,2023-07-25,feature_29,11,1958,0,False,2023-07-25,False
18754,U-99c9ee,S-a8f236,2023-03-04,feature_19,8,2616,0,False,2023-03-04,False
18755,U-ccddec,S-add03a,2024-02-08,feature_24,10,3700,1,False,2024-02-08,False
18756,U-9ae9ab,S-d5a07a,2023-12-02,feature_5,8,3880,0,False,2023-12-02,False
18757,U-96122f,S-9925b9,2023-05-30,feature_29,6,1452,0,True,2023-05-30,False
18758,U-7516e7,S-d9f26e,2024-12-08,feature_22,10,590,0,False,2024-12-08,False
18759,U-e88f39,S-03a5b0,2023-04-27,feature_20,12,2064,0,False,2023-04-27,False
18760,U-fa3a77,S-8ff318,2024-05-11,feature_9,10,940,0,False,2024-05-11,False
18761,U-90b99f,S-ac2157,2024-06-18,feature_39,13,7007,1,False,2024-06-18,False
18762,U-87f4be,S-44c5dd,2023-08-14,feature_29,9,1305,0,False,2023-08-14,False
18763,U-110ac2,S-1bbdf0,2023-09-20,feature_9,10,5280,0,False,2023-09-20,False
18764,U-b19621,S-1e15d1,2023-07-21,feature_19,10,2680,1,False,2023-07-21,False
18765,U-94e3e5,S-eff018,2024-09-28,feature_4,6,2724,0,False,2024-09-28,False
18766,U-b42f94,S-a0f3f7,2023-06-28,feature_10,13,3237,1,False,2023-06-28,False
18767,U-e7181d,S-1b8300,2023-06-10,feature_22,11,2464,0,False,2023-06-10,False
18768,U-fa7fc3,S-57cd05,2023-01-04,feature_31,10,1610,0,False,2023-01-04,False
18769,U-83c79c,S-e4ce2c,2023-05-31,feature_19,10,5640,0,False,2023-05-31,False
18770,U-39f804,S-a63da6,2023-10-03,feature_17,9,2601,0,True,2023-10-03,False
18771,U-df6d85,S-a2b83d,2023-12-14,feature_7,16,3312,0,False,2023-12-14,False
18772,U-cf595f,S-a1901c,2023-10-16,feature_35,8,4448,0,False,2023-10-16,False
18773,U-9c0302,S-c96d86,2023-02-27,feature_23,5,1750,0,False,2023-02-27,False
18774,U-662173,S-883efd,2024-06-25,feature_1,11,561,0,False,2024-06-25,False
18775,U-fe3c59,S-3c9178,2024-04-24,feature_12,11,3751,1,False,2024-04-24,False
18776,U-ec4aa7,S-5bc277,2024-08-11,feature_17,8,2544,0,False,2024-08-11,False
18777,U-361321,S-21ebb6,2023-02-23,feature_37,10,5880,1,False,2023-02-23,False
18778,U-6f7e81,S-3da8ee,2024-12-20,feature_11,16,3328,3,False,2024-12-20,False
18779,U-7a62e4,S-cea51e,2023-05-24,feature_6,8,2896,1,False,2023-05-24,False
18780,U-ac4310,S-34f8ad,2024-11-12,feature_11,10,5350,0,False,2024-11-12,False
18781,U-bc00c9,S-68b261,2023-08-10,feature_16,8,1280,0,False,2023-08-10,False
18782,U-29ef4f,S-5698bd,2023-03-28,feature_33,9,3870,1,False,2023-03-28,False
18783,U-6e2707,S-15a058,2024-01-20,feature_11,13,5330,0,False,2024-01-20,False
18784,U-395a69,S-b94bce,2023-12-26,feature_25,7,420,0,False,2023-12-26,False
18785,U-847979,S-b04b73,2024-06-10,feature_3,9,4257,0,False,2024-06-10,False
18786,U-93bf02,S-2d21b9,2024-03-27,feature_9,6,570,0,False,2024-03-27,False
18787,U-c4554d,S-13c8b6,2023-08-17,feature_36,10,3140,0,False,2023-08-17,False
18788,U-b7a718,S-c37ee1,2024-10-11,feature_4,7,2233,4,False,2024-10-11,False
18789,U-02d128,S-a8f236,2023-07-06,feature_11,9,4536,2,False,2023-07-06,False
18790,U-d1d51b,S-8fd62c,2024-09-26,feature_13,8,112,3,False,2024-09-26,False
18791,U-acec14,S-f80ef5,2024-12-05,feature_15,14,7420,0,False,2024-12-05,False
18792,U-ba448e,S-61efc1,2024-09-23,feature_24,9,3429,0,False,2024-09-23,False
18793,U-5746f3,S-3af70e,2024-01-26,feature_15,11,946,0,False,2024-01-26,False
18794,U-84065a,S-28a4b7,2024-04-18,feature_16,11,5181,3,False,2024-04-18,False
18795,U-0ff63b,S-2e017b,2023-08-16,feature_36,12,6636,0,False,2023-08-16,False
18796,U-68778c,S-bf9e6d,2024-04-06,feature_29,5,680,0,False,2024-04-06,False
18797,U-502a87,S-5a3412,2023-01-04,feature_14,6,1344,2,False,2023-01-04,False
18798,U-c36ec5,S-a70baa,2024-01-21,feature_2,9,3942,0,False,2024-01-21,False
18799,U-af3824,S-3ff7bb,2023-12-20,feature_37,8,4656,1,False,2023-12-20,False
18800,U-a386f1,S-c419d6,2024-09-11,feature_2,12,4764,0,True,2024-09-11,False
18801,U-ccacda,S-ab476e,2024-10-16,feature_1,5,720,0,False,2024-10-16,False
18802,U-f56a0e,S-8a46fe,2023-04-14,feature_30,4,1372,0,False,2023-04-14,False
18803,U-103b87,S-42aaf0,2024-06-23,feature_7,12,252,0,False,2024-06-23,False
18804,U-e821dd,S-a9b904,2023-09-08,feature_22,13,1859,0,False,2023-09-08,False
18805,U-e071e9,S-5eb846,2024-03-20,feature_12,13,1768,2,False,2024-03-20,False
18806,U-a31841,S-69a7ce,2024-02-22,feature_23,8,1120,0,False,2024-02-22,False
18807,U-0614be,S-aa5f00,2023-04-17,feature_8,11,6512,0,False,2023-04-17,False
18808,U-cd3216,S-576519,2024-03-04,feature_20,11,3102,1,False,2024-03-04,False
18809,U-751f42,S-d5605e,2023-03-27,feature_13,8,1904,0,False,2023-03-27,False
18810,U-6e85de,S-2e2d6c,2023-03-28,feature_34,12,1392,0,False,2023-03-28,False
18811,U-56537f,S-a66766,2024-09-06,feature_7,6,2340,0,False,2024-09-06,False
18812,U-728b9f,S-f5df4a,2024-02-16,feature_4,12,4704,0,False,2024-02-16,False
18813,U-046e84,S-8b349c,2023-11-29,feature_14,17,7344,0,False,2023-11-29,False
18814,U-69f25a,S-34f2f9,2023-07-31,feature_34,15,1545,0,False,2023-07-31,False
18815,U-ab8bf9,S-1f15a2,2023-10-04,feature_33,10,4680,2,False,2023-10-04,False
18816,U-ab0b25,S-4f9730,2024-01-24,feature_32,10,4860,1,False,2024-01-24,False
18817,U-7a5ffa,S-196c1e,2023-03-17,feature_5,20,700,0,False,2023-03-17,False
18818,U-56c79e,S-599207,2023-02-15,feature_38,9,2277,0,False,2023-02-15,False
18819,U-21d51c,S-fc155b,2024-10-30,feature_11,7,105,0,False,2024-10-30,False
18820,U-9aa452,S-0bdbb3,2024-10-04,feature_26,9,1701,0,False,2024-10-04,False
18821,U-d0c546,S-683e1e,2024-05-08,feature_14,13,1209,0,False,2024-05-08,False
18822,U-e8c1e2,S-b859e7,2024-09-10,feature_24,6,2670,0,False,2024-09-10,False
18823,U-182bff,S-390955,2024-07-21,feature_21,11,6391,0,False,2024-07-21,False
18824,U-76037a,S-7679b6,2024-02-20,feature_40,8,600,5,False,2024-02-20,False
18825,U-7c70ad,S-0e7e70,2024-07-10,feature_10,5,160,0,False,2024-07-10,False
18826,U-ba7ea9,S-214edb,2023-01-18,feature_1,7,1722,0,True,2023-01-18,False
18827,U-706120,S-e05ab8,2024-03-18,feature_30,5,1700,2,False,2024-03-18,False
18828,U-a60784,S-82348a,2023-02-11,feature_35,13,2470,0,True,2023-02-11,False
18829,U-7ba456,S-8b0950,2023-08-24,feature_15,14,7084,0,False,2023-08-24,False
18830,U-0930d4,S-39f1b0,2024-09-01,feature_40,15,6990,0,False,2024-09-01,False
18831,U-bb18ed,S-709f67,2023-03-14,feature_23,11,5918,0,False,2023-03-14,False
18832,U-1a3f48,S-7c24f6,2024-02-20,feature_21,9,4392,0,True,2024-02-20,False
18833,U-a7c4e3,S-c1d6cf,2024-10-19,feature_34,9,3141,0,False,2024-10-19,False
18834,U-b74960,S-916cca,2024-02-19,feature_34,9,3168,0,False,2024-02-19,False
18835,U-eb599f,S-3df6ee,2024-04-27,feature_15,15,2910,0,False,2024-04-27,False
18836,U-b1e602,S-c284ce,2024-05-02,feature_19,10,3220,0,False,2024-05-02,False
18837,U-2e42cb,S-89c7ff,2023-08-16,feature_35,9,4356,0,False,2023-08-16,False
18838,U-1e00b0,S-dc1cf4,2023-07-14,feature_17,7,770,2,False,2023-07-14,False
18839,U-9ed7d9,S-0f3df6,2023-05-31,feature_38,10,2250,1,False,2023-05-31,False
18840,U-970573,S-718116,2024-09-20,feature_7,10,860,0,False,2024-09-20,False
18841,U-77e38f,S-1f2b1a,2024-03-07,feature_33,13,5629,3,False,2024-03-07,False
18842,U-6b70e4,S-226cf3,2023-04-26,feature_7,9,2232,0,False,2023-04-26,False
18843,U-00d08a,S-4ac0bb,2024-01-08,feature_39,14,6202,2,False,2024-01-08,False
18844,U-ce56fb,S-772ef0,2024-05-27,feature_35,13,6071,3,True,2024-05-27,False
18845,U-1dc111,S-c2b710,2023-02-04,feature_25,10,5130,1,False,2023-02-04,False
18846,U-d90a26,S-155934,2024-04-21,feature_11,9,1881,0,False,2024-04-21,False
18847,U-1f466c,S-efeb9b,2023-10-16,feature_10,11,5819,0,False,2023-10-16,False
18848,U-594c43,S-799da2,2024-06-09,feature_12,15,6165,3,False,2024-06-09,False
18849,U-1ebd54,S-b1e72a,2024-10-24,feature_24,8,2400,1,False,2024-10-24,False
18850,U-33e77f,S-c1f8e1,2023-01-20,feature_4,12,972,0,False,2023-01-20,False
18851,U-03896f,S-fe6311,2023-08-19,feature_34,9,171,0,False,2023-08-19,False
18852,U-596fca,S-95cf94,2023-07-03,feature_7,8,4648,0,False,2023-07-03,False
18853,U-2d1a88,S-19b415,2023-09-21,feature_19,8,3344,1,False,2023-09-21,False
18854,U-a5832d,S-149409,2023-07-24,feature_4,10,1780,0,False,2023-07-24,False
18855,U-21413d,S-99af79,2024-04-01,feature_15,12,7080,0,False,2024-04-01,False
18856,U-796619,S-08c8e1,2023-12-16,feature_38,15,8910,2,False,2023-12-16,False
18857,U-7a91a5,S-f586ed,2024-05-16,feature_20,15,780,0,False,2024-05-16,False
18858,U-4e27cb,S-9af385,2023-08-21,feature_39,7,1169,0,False,2023-08-21,False
18859,U-7b6090,S-0a83cc,2023-08-27,feature_10,14,7616,0,False,2023-08-27,False
18860,U-f288cd,S-4eef1a,2024-09-14,feature_3,6,2550,1,True,2024-09-14,False
18861,U-c59663,S-3d6648,2023-09-25,feature_3,11,693,0,False,2023-09-25,False
18862,U-282ee5,S-36480d,2023-04-04,feature_21,8,3192,0,True,2023-04-04,False
18863,U-0d352a,S-f5bef8,2024-08-07,feature_15,5,1895,0,False,2024-08-07,False
18864,U-aae3a6,S-ee53e8,2023-08-31,feature_1,10,2430,0,False,2023-08-31,False
18865,U-99c120,S-f9469c,2024-09-09,feature_20,10,5880,0,False,2024-09-09,False
18866,U-cfd03d,S-223221,2023-02-13,feature_5,9,1791,1,False,2023-02-13,False
18867,U-6422e1,S-2664e1,2024-10-31,feature_4,12,2568,1,False,2024-10-31,False
18868,U-404b7f,S-fee7b2,2023-06-03,feature_11,16,8960,0,False,2023-06-03,False
18869,U-afd57e,S-c04755,2024-08-11,feature_22,10,1010,0,False,2024-08-11,False
18870,U-b5e4d8,S-26bc22,2024-11-08,feature_11,9,2709,0,False,2024-11-08,False
18871,U-a1b140,S-f78a1a,2023-05-09,feature_24,8,3184,1,False,2023-05-09,False
18872,U-564667,S-4757c8,2023-01-16,feature_37,15,4455,0,False,2023-01-16,False
18873,U-679cfd,S-395a98,2023-10-29,feature_27,9,2745,0,False,2023-10-29,False
18874,U-5b69db,S-b32a70,2024-01-05,feature_27,11,132,0,False,2024-01-05,False
18875,U-4e5d93,S-6aa72f,2023-07-19,feature_26,13,4732,0,False,2023-07-19,False
18876,U-68727f,S-d660d6,2023-11-22,feature_16,15,1980,0,False,2023-11-22,False
18877,U-ee9027,S-2c9cea,2024-05-04,feature_20,5,1280,0,False,2024-05-04,False
18878,U-5bde30,S-cbfd83,2024-04-24,feature_38,12,5952,0,False,2024-04-24,False
18879,U-741019,S-9a0b2f,2024-03-05,feature_19,5,1280,1,False,2024-03-05,False
18880,U-a24ed0,S-925f82,2024-05-01,feature_14,10,2060,2,False,2024-05-01,False
18881,U-3c77e8,S-8ed77f,2024-08-20,feature_40,14,5502,0,False,2024-08-20,False
18882,U-9576d9,S-43c489,2023-10-12,feature_16,15,2715,0,False,2023-10-12,False
18883,U-1ae9dd,S-b6793d,2024-10-25,feature_28,13,1625,2,True,2024-10-25,False
18884,U-674be1,S-7f5316,2023-06-07,feature_8,7,3290,0,False,2023-06-07,False
18885,U-094809,S-b5b9a5,2023-10-05,feature_14,7,3430,0,False,2023-10-05,False
18886,U-0f79c2,S-d8f67e,2024-03-07,feature_23,7,217,0,False,2024-03-07,False
18887,U-fa0234,S-d43ad9,2023-10-16,feature_13,13,2574,0,False,2023-10-16,False
18888,U-0a1896,S-e3255c,2023-05-15,feature_17,4,456,0,False,2023-05-15,False
18889,U-d77111,S-9fa49b,2023-11-11,feature_38,11,539,0,False,2023-11-11,False
18890,U-6cd7f7,S-9464f8,2024-07-17,feature_11,10,5000,0,False,2024-07-17,False
18891,U-16200b,S-0c5771,2024-09-14,feature_35,13,1378,0,False,2024-09-14,False
18892,U-8008ab,S-8ebe58,2024-12-04,feature_8,10,4330,0,False,2024-12-04,False
18893,U-8ce2e7,S-cdfe99,2023-05-29,feature_4,13,6526,0,False,2023-05-29,False
18894,U-255c2e,S-305a67,2023-08-20,feature_30,6,1968,0,True,2023-08-20,False
18895,U-24380e,S-93f835,2024-11-18,feature_30,13,6383,0,False,2024-11-18,False
18896,U-2bf731,S-e0f238,2024-06-05,feature_20,13,1820,0,False,2024-06-05,False
18897,U-5342de,S-dd8371,2023-05-01,feature_3,8,4616,0,False,2023-05-01,False
18898,U-1a4f3a,S-1131ff,2024-03-19,feature_22,7,3640,2,False,2024-03-19,False
18899,U-2bdf5c,S-17c51e,2024-05-09,feature_36,6,2760,0,False,2024-05-09,False
18900,U-863239,S-3fb291,2023-03-10,feature_37,8,3264,0,False,2023-03-10,False
18901,U-7faf4c,S-0fb7bb,2023-09-24,feature_32,12,5628,2,False,2023-09-24,False
18902,U-8d8b02,S-a29ba3,2023-08-10,feature_6,12,4764,0,True,2023-08-10,False
18903,U-2f1399,S-36f26c,2024-11-10,feature_30,6,2976,0,False,2024-11-10,False
18904,U-2b251d,S-2480b0,2024-03-17,feature_25,9,5292,0,False,2024-03-17,False
18905,U-ca3e99,S-5450af,2024-01-14,feature_23,8,728,0,False,2024-01-14,False
18906,U-7f581d,S-856627,2023-10-20,feature_4,12,3096,1,False,2023-10-20,False
18907,U-a4ab98,S-4691f1,2024-07-18,feature_40,18,2826,2,False,2024-07-18,False
18908,U-d61e6c,S-846d41,2023-06-03,feature_19,11,5159,0,True,2023-06-03,False
18909,U-53de64,S-2beaee,2023-09-04,feature_27,13,5525,0,False,2023-09-04,False
18910,U-3898b2,S-9ce22d,2024-07-27,feature_1,12,2052,0,False,2024-07-27,False
18911,U-5a486c,S-6b6cd7,2024-09-28,feature_20,10,4240,0,False,2024-09-28,False
18912,U-dea5a1,S-24a63d,2024-12-10,feature_19,12,4560,0,False,2024-12-10,False
18913,U-3139e6,S-6015db,2023-10-07,feature_24,9,720,0,False,2023-10-07,False
18914,U-f1e6e4,S-a24db6,2024-05-13,feature_22,12,3960,2,False,2024-05-13,False
18915,U-7608c7,S-d914d8,2024-01-12,feature_33,8,1808,3,False,2024-01-12,False
18916,U-ba7d7c,S-1f2b1a,2024-11-12,feature_34,12,1920,0,False,2024-11-12,False
18917,U-424f50,S-07f282,2023-12-24,feature_29,11,231,0,False,2023-12-24,False
18918,U-cd23c6,S-14b7f3,2024-01-05,feature_27,13,4134,0,False,2024-01-05,False
18919,U-c8e0cc,S-5d434f,2023-05-22,feature_39,10,3680,0,False,2023-05-22,False
18920,U-f37fff,S-4b75c6,2024-03-25,feature_12,10,2240,0,False,2024-03-25,False
18921,U-89d823,S-b3bd43,2024-06-02,feature_21,6,2004,0,False,2024-06-02,False
18922,U-ca84ef,S-ee4c5c,2024-10-23,feature_19,7,1610,0,False,2024-10-23,False
18923,U-a358b4,S-12e3ff,2023-11-03,feature_18,7,1652,0,False,2023-11-03,False
18924,U-e717a4,S-cdc644,2023-11-10,feature_31,9,5373,0,False,2023-11-10,False
18925,U-82eb89,S-72b4f2,2024-12-10,feature_36,12,6264,4,True,2024-12-10,False
18926,U-00861e,S-d3efa2,2024-12-30,feature_28,8,4464,0,False,2024-12-30,False
18927,U-63f29c,S-22083e,2023-07-28,feature_33,8,2248,0,True,2023-07-28,False
18928,U-a80e14,S-b7ef4c,2023-04-11,feature_28,15,8985,1,False,2023-04-11,False
18929,U-97b673,S-0d8cfd,2023-05-04,feature_24,9,4077,3,False,2023-05-04,False
18930,U-d2fb29,S-3c4cae,2024-12-18,feature_10,8,4632,1,False,2024-12-18,False
18931,U-3953d8,S-59d90a,2023-11-06,feature_36,8,280,3,False,2023-11-06,False
18932,U-95f8e2,S-39b5ce,2023-09-13,feature_14,11,3839,0,False,2023-09-13,False
18933,U-2e10ef,S-389426,2024-06-21,feature_27,11,1639,0,False,2024-06-21,False
18934,U-2476ee,S-a02981,2023-09-22,feature_30,11,5566,0,False,2023-09-22,False
18935,U-cd8429,S-c348d2,2024-07-16,feature_4,13,7709,0,False,2024-07-16,False
18936,U-d0ae96,S-79af01,2024-12-28,feature_28,13,6123,1,False,2024-12-28,False
18937,U-175a5f,S-9ea111,2024-03-03,feature_7,15,7095,1,False,2024-03-03,False
18938,U-9c1bda,S-c53808,2023-06-28,feature_4,10,290,1,False,2023-06-28,False
18939,U-5c3f6c,S-31e347,2023-08-21,feature_8,6,1476,2,False,2023-08-21,False
18940,U-488508,S-e781ba,2023-02-16,feature_11,8,440,0,False,2023-02-16,False
18941,U-a202e0,S-1feff8,2023-04-04,feature_18,7,2296,1,False,2023-04-04,False
18942,U-cce8ba,S-61e53d,2023-03-21,feature_28,7,1001,0,False,2023-03-21,False
18943,U-c2eabe,S-063586,2023-11-01,feature_20,9,45,0,True,2023-11-01,False
18944,U-86470d,S-4d664d,2024-09-24,feature_3,8,1904,2,False,2024-09-24,False
18945,U-141c8a,S-84e658,2023-05-11,feature_9,19,5985,0,False,2023-05-11,False
18946,U-f24e56,S-b8caad,2023-06-15,feature_20,11,1738,3,False,2023-06-15,False
18947,U-e85658,S-26deeb,2023-08-18,feature_4,10,3650,0,False,2023-08-18,False
18948,U-60c4da,S-2c8143,2024-08-23,feature_27,7,175,2,False,2024-08-23,False
18949,U-891367,S-6cd38d,2024-10-23,feature_35,10,680,2,False,2024-10-23,False
18950,U-cb26aa,S-e6ad38,2023-05-26,feature_13,10,640,0,False,2023-05-26,False
18951,U-3a888f,S-2410c6,2024-02-13,feature_30,9,5274,0,False,2024-02-13,False
18952,U-89bc2c,S-66bae1,2023-06-26,feature_33,8,2376,0,False,2023-06-26,False
18953,U-8b6195,S-41a4cb,2023-07-25,feature_38,10,3430,0,False,2023-07-25,False
18954,U-c40e7a,S-877508,2023-12-16,feature_25,12,3168,2,False,2023-12-16,False
18955,U-289667,S-86e226,2023-05-29,feature_26,10,60,0,True,2023-05-29,False
18956,U-765910,S-e6678a,2023-04-28,feature_29,10,3840,0,False,2023-04-28,False
18957,U-1ba686,S-726749,2024-04-17,feature_1,8,992,0,False,2024-04-17,False
18958,U-dabdc4,S-565c4b,2024-08-09,feature_1,9,4698,0,False,2024-08-09,False
18959,U-4c6a81,S-64bd69,2023-10-14,feature_30,8,2488,0,False,2023-10-14,False
18960,U-0b6e2c,S-3b5eb3,2024-10-19,feature_3,10,3680,0,True,2024-10-19,False
18961,U-5f9e06,S-33db08,2024-01-17,feature_34,4,1176,2,False,2024-01-17,False
18962,U-0e607f,S-6b9696,2024-06-19,feature_33,8,1104,0,False,2024-06-19,False
18963,U-ea5eff,S-5d5699,2024-06-02,feature_5,6,1164,2,False,2024-06-02,False
18964,U-489666,S-863c87,2024-10-28,feature_12,8,3864,1,False,2024-10-28,False
18965,U-f438ba,S-61efc1,2023-12-01,feature_33,15,1950,1,False,2023-12-01,False
18966,U-e40f62,S-93f835,2023-10-11,feature_7,8,3560,0,False,2023-10-11,False
18967,U-8cb96a,S-183460,2024-08-02,feature_22,7,301,0,False,2024-08-02,False
18968,U-b5aa94,S-7277c8,2023-12-25,feature_29,8,1592,0,False,2023-12-25,False
18969,U-4deb30,S-95c467,2023-08-24,feature_12,4,2220,0,False,2023-08-24,False
18970,U-937a35,S-6522e4,2023-04-01,feature_22,14,5432,0,True,2023-04-01,False
18971,U-5322be,S-430691,2024-07-31,feature_30,20,5520,1,True,2024-07-31,False
18972,U-d92ed9,S-e9e03c,2024-06-16,feature_26,8,3408,0,False,2024-06-16,False
18973,U-055b35,S-e7de53,2024-04-24,feature_8,10,500,0,False,2024-04-24,False
18974,U-582dec,S-639d60,2023-07-18,feature_13,5,1960,3,False,2023-07-18,False
18975,U-5d1c03,S-26da35,2023-06-02,feature_36,11,5082,0,False,2023-06-02,False
18976,U-60f351,S-c9d475,2023-03-05,feature_36,10,5860,2,False,2023-03-05,False
18977,U-f73297,S-1df679,2023-01-26,feature_32,5,1605,0,False,2023-01-26,False
18978,U-6e96df,S-a45a12,2023-06-11,feature_4,6,2136,0,False,2023-06-11,False
18979,U-d494bf,S-e715bb,2024-08-30,feature_6,13,6643,1,False,2024-08-30,False
18980,U-7d94fa,S-8def89,2023-12-27,feature_3,11,6127,0,False,2023-12-27,False
18981,U-76f13e,S-b859e7,2023-08-24,feature_40,11,1672,0,False,2023-08-24,False
18982,U-5223fe,S-2aaca3,2024-04-13,feature_26,18,10440,0,False,2024-04-13,False
18983,U-9de9f9,S-e7c172,2023-07-12,feature_8,15,1740,1,False,2023-07-12,False
18984,U-32266e,S-73688c,2023-10-21,feature_3,11,6160,0,False,2023-10-21,False
18985,U-75dbb0,S-f30a79,2024-11-18,feature_1,13,3406,3,True,2024-11-18,False
18986,U-ceec91,S-461334,2024-02-13,feature_27,6,3282,0,False,2024-02-13,False
18987,U-1b675a,S-7077ab,2024-07-31,feature_21,6,3060,0,False,2024-07-31,False
18988,U-c03e0d,S-327e7c,2023-10-18,feature_8,12,1344,2,False,2023-10-18,False
18989,U-6b5678,S-28eeec,2024-01-12,feature_15,9,3051,0,False,2024-01-12,False
