...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
26234,us^age_26234,$S-17b.b)dd,1970-01-20,feature_32,10,669,0,TRUE,FALSE,id-QQBpNO
26235,NA,S-2DE283,1970-01-20,FEATURE_19,9,2598,0,FALSE,FALSE,ID-!MUDARV
26236,usage_-26236,S-.9220@c9,1970-01-20,feature_39 ,9,340,0 ,FALSE,FALSE,id-zDMngO
26237,usage_2-6237,S(-9&1_8151,1970-01-20,f!eature_1 ,10,3839,0,TRUE,FALSE ,id-pGQXIr
26238,usage_26238,S-041624 ,NA,feature!_21,11,NA,2,FALSE,FALSE,id-^wAkpRh
26239,usage_26-2-39,!S-7f$9ce5 ,1970-01-20,feature_31,19,2746 ,NA,FALSE,FALSE,NA
26240 ,usag!e_2624%0,S-b37d03,1970-01-20,f%eature_13,13,3273,1,FALSE,FALSE,id-brGkEw
26241,u.sa)ge_26241,S--96454*2,1970-01-20,feat!ure_40,7,5025,0,FALSE,FALSE,id-_pWqtNP 
NA,NA,S^--d76f8b ,1970-01-20,f(e$ature_15,10 ,NA,0 ,FALSE,FALSE,id-F*MNzoT
26243,)usage_26243,s-456d47,1970-01-21,@featur#e_20,14,2136,0,false,false,id-fddl&vl
26244,usage_26244,NA,1970-01-20,feature_36,7,1003,0,NA,FALSE,i)d^-J!KZpnU
26245 ,usage!_26245,NA,1970-01-20,feature_22,5,14,0,false,false,i+d-ae@lzcn
26246,us!age_26246,_S-!7f!ca0e,1970-01-21,NA,9,2422 ,0,FALSE,FALSE,id--#TsbWRa
26247,u&sage__26247,S-b0ed51,1970-01-21,feature_15 ,13,4438 ,1,FALSE,FALSE,id-nmTwVR
NA,us@age_26248,S-79c82e,1970-01-20,NA,6,581,0,FALSE,FALSE,id-DZJpok
26249,usage_26249,S-8cb02e,1970-01-21,feature_9,9,801,1,FALSE,FALSE,)id-uMAe@AP
26250,usage_26250,NA,NA,feature_)28,6,1943,0,FALSE,FALSE,id-nuO!zEi
26251,usag&e$_2_6251,S-2ec76.3,1970-01-20,feature_31,13,2822,1,FALSE,FALSE ,id-!FfRXsi
NA,usage_26252,S-ef2a21,1970-01-20,feature_17,5,244 ,0,FALSE,FALSE,id(-EOHkEy
26253,usage%_2625^3,S-0a5c!d^7,1970-01-20,)f.eature_36,NA,NA,1,FALSE,FALSE,id+-l#ulqCJ
NA,usage_26254,S-a610f6,NA,fe*ature_5,10,912,3,FALSE,NA,NA
26255,&usage_262&55,S-ca953(2,1970-01-20,feature_23,9,1838 ,0,TRUE,FALSE,id.-BceZOH
26256,NA,S-4893CD,1970-01-21,FEATURE_22,9,1520 ,0,FALSE,FALSE,I#D-JMJQYK
26257,usage(_26257,S-bd3e2_4,NA,feature_21,8,4219,0,FALSE,FALSE,id-RwdUhv
26258,^usage_26258,S-d0c339,1970-01-20,feature_8,7,4614,2,FALSE,FALSE,i(d-cKSeA+V
26259,usag$e_2)6^259,S-fecc+d8,1970-01-20,feature-_8,8,2060,0,NA,FALSE,NA
26260,usage_26260,S-de059a,NA,featur!e_26,13,NA,0 ,FALSE,FALSE,id-vVLL_Od 
NA,usage_26*261,S-891ad9,1970-01-20,feature*_11 ,12,3638,1,FALSE,FALSE,id-FHKUZA
26262,NA,S!-5e558a,1970-01-20,feature_*8,12,53,0,FALSE,FALSE,id-rUaP*HT 
26263,usage_26263,S-1f)2b1a,1970-01-20,feature_(1,10,5142,1,FALSE,FALSE,id-zZfrwQ
26264,usa+ge_26264,S-9af385,1970-01-21,fea^ture_39,7,103,0,FALSE ,FALSE,id-kPt+jWj
26265 ,usage_26265,S-a6955%9,1970-01-20,NA,9,2940,0,FALSE,FALSE,i)d-lvo#QrN
26266,u!sage_26266,%S-)da198f,1970-01-20,feature_13,9,4505,0,NA,FALSE,id-hnGrRa
26267,USAGE_26267,S-38-1917,NA,NA,13,5496,2,FALSE,FALSE,ID-OWZ.TNQ
26268,NA,NA,1970-01-20,featur^e_36,6 ,269 ,0,FALSE,FALSE,id+-GD.XHAj
NA,usage!_26269,S-a2b83d,1970-01-20,feature_17,NA,3328,0,FALSE,FALSE,id-sgvpnP
26270,usage_26_270,S-ab7022,1970-01-20,fe^ature_21,8,175,0,FALSE,FALSE,id-mHTiqq
26271,usage_2^6.271,S-722103,1970-01-20,feat$ure_33 ,11,3126,0,NA,NA,id%-BHtEFs
26272,usag.e_2-6-272,S-!13dfe7,1970-01-20 ,fe*ature_(11,5,352,1,NA,FALSE,)id--HOfD@us
26273,usa)ge_26273,S-@4291f^7,1970-01-21,feat^ure_3,12,3139,0,FALSE,NA,id%-cwZsGy 
26274,usage_26274,S-3*74d5f,1970-01-20,f$eature_22,8 ,790,1,FALSE,FALSE,id-TmsBSy
26275,usage_26275,S$-691bff,1970-01-20,NA,7,5260,2 ,FALSE ,FALSE,id-XjHmSC
26276,usag^e_26276,S-8(1%06d9,1970-01-20,feature_*6 ,9 ,5867,0,TRUE,FALSE,id%-Ecuszi
26277,@us$age_26277,)S-c1d6cf ,1970-01-20,fea-ture_26,10,1617,0,FALSE,FALSE,id-ssHwLc
26278 ,usage_26278,S-8(cec$59,1970-01-20,feature_^28 ,6,566,NA,FALSE,FALSE,id-YPsRCy
26279,u!sage_2*6&279,NA,1970-01-21,NA,9,4182,0 ,FALSE,FALSE ,id-HduzSN
NA,)u.sage-_26(280,S-3e5(d57,1970-01-20,feature_)17,8,1353,1,FALSE,FALSE,id-x@tTijY
26281,usage_26281,&S-92afb8,1970-01-21,feature_22,8,3097 ,0,FALSE,NA,id-ZLrFVl
26282,usage_26282,NA,1970-01-20,NA,NA,1104,0,FALSE,FALSE,NA
26283,usage_26$28#3,S-c6%d_8ce,1970-01-20,feature_2@7,9,771,0,FALSE,FALSE,NA
26284,usage_26284,s-e62fc&9,1970-01-20,feature_15,6,2947,0,false,false,id-gavaji
26285,usage_26285,S-2de283,1970-01-21,f(eature_17,8,2502,0,FALSE ,FALSE,id-HVhcI&D
NA,NA,S_-D97FA8,1970-01-20,FEATURE_3*6 ,6,2680,NA,TRUE,FALSE,I.D-!GX+PXKG
26287,#us@age_2@6287,S-2a73^e2,1970-01-20,fea&ture_35,11,NA,0,TRUE,FALSE,id-X-CBExF
26288,usage_262#8^8,S-6eb56d,1970-01-20,fe@ature_17,10,3992,2,TRUE,FALSE,i+d-XjJvdr
26289,u*sage_26289,S-78da0b,1970-01-20,fea$ture!_.3,12,2288 ,NA,FALSE,FALSE,id-zuhSca
26290,$usage_2629^0,S-f00f7e,NA,fea!ture_6,11,NA,0,FALSE,FALSE,id)-uqvYGa
26291,usag_e_26291,S-3_b54^5+8,1970-01-20,featu#r+e_3(8,8,748,3,TRUE,FALSE,NA
26292,usage_2.62.92,NA,1970-01-20,feature_11,15,5752,0 ,FALSE,FALSE,id-WAA#iS$L
26293,usage_26)293 ,S-78#f738,1970-01-20,fea@tu$re_-15 ,11,5918,3,FALSE,FALSE,i+d-UMEuB&N 
26294,NA,S-d5bf88,1970-01-20,f*e#a%t&ure_1@6,6,1448,0,FALSE,FALSE,id-os$rlAo
26295 ,usage_2@629-5,*S-$db37e1,1970-01-20,feature_39,6,1512,0,FALSE,FALSE,i*d!-RKBXyh
26296,usage_26296 ,S-3#199^cf,1970-01-21,NA,8,NA,0,FALSE,FALSE,@id-wlOpLV
26297,USAGE_2629!7 ,S-2F)07F6,1970-01-20,FEATURE_36,12,3359,0,NA,FALSE,ID-I$BLQUI
26298 ,usa%ge_26298,S-936a83,1970-01-20,featur*e_32,14,NA,0,FALSE,FALSE,id-JCJMGo
26299 ,usag#e_26299,S-+5d8b88,1970-01-20,fea)ture_15,10,1026,1,FALSE,FALSE,NA
26300,NA,S-33e40e,NA,fe*ature_9 ,15,4281 ,0 ,FALSE,FALSE,id-JoDIWr 
NA,usa*ge*_26301,S-f8d74d,1970-01-21,fea@ture_5,12,1182,0 ,TRUE,FALSE,id-TKEnql
26302,us!age_26302,S-a142(6b,1970-01-20,feature_10,7,1342,1,NA,FALSE ,id-gy&cDJi
NA,usag$e_26303,S-c7a771,1970-01-20,feature_22,10,NA,1,FALSE,FALSE,id-OvVWnw 
26304 ,usage_26304 ,S@-0921a1,1970-01-20,f#eature_@40,20,8078,0,FALSE,FALSE,id-xOTMBY
26305,NA,S-a72188,NA,feature_24,18,8199,0,FALSE,FALSE,id-p&uq@RtT
26306,usage_26306,S-c4&649_9,NA,NA,12 ,1514,0 ,FALSE,FALSE,id-yGU-Rqw
26307 ,us(age_26307,S-4f21c1,1970-01-21 ,featur*e_39,13,7497,0,TRUE,FALSE,(id-mqiCDk
26308,usage_26308,S-bc4)da7,1970-01-20,fe_ature_24,14,NA,0,FALSE,FALSE,*id-vkjkPI
26309 ,usa%ge_26309,S-d81959,1970-01-20,feature_18,9,NA,1,FALSE,FALSE,id-wD)lscC
NA,usag+e_26310,S-c23126,1970-01-20,fe^ature_2!7,4,1195,1,FALSE,FALSE,id-j^LuxgH
26311,u*sag#e_26311,S-2daa17,NA,feature_29,8,739,0,TRUE,NA,i)d-mzI&HiZ
26312,NA,S-c23126,1970-01-20,feature_+4,9,1226,NA,FALSE,FALSE,.id-fAIygr
26313,NA,S-aef_80b,NA,feature_27,9,1795,0,FALSE,NA,id-XAxWIG
26314,usage_2&6314,S-42af3d,1970-01-20,fe-atu&re_^24,12,4425,0 ,FALSE,FALSE,id-!BorXUi
26315,usage_26315,S-5cb*8a6,1970-01-20,feature_13,4,432,0 ,FALSE,FALSE ,id-zHUe.HV
26316,usage_(2(6316,NA,1970-01-20,feature_33,7,901,0,FALSE,FALSE,id-wTl(ZfB
26317,usage_26317,S-c624)28,1970-01-20,#feature_21,12,5980,1,FALSE,FALSE,!id-c%rVVQI
NA,@USAGE_26*318,S-79A&B7_E ,NA,NA,9,612,0,FALSE,FALSE,ID-)DC(FNJP
NA,us)ag$e_26319,S!-+bb3c63,NA,feature_2.3,10,1570,0 ,FALSE,FALSE,id-&oScLYa
26320,(usage_26320,S-dc7143,1970-01-20,feature_2*0,10 ,2660,0,FALSE,FALSE,id-jQsNVL
26321,us)age_26321,S-04ab7e,1970-01-21,fe)ature)_6,4,923 ,1 ,FALSE,FALSE,i#d--iIkDx$A
26322,usage_2@6322,@S-8bab7f ,1970-01-21,fe@a^ture_15,11,543,3,FALSE ,FALSE,id-wuibSN
26323,us*age_26323 ,S-ef(f0!18,1970-01-20,feature_15,6,5059,0,FALSE,NA,id-qqFuhm
26324 ,usage_26324,S-7e8bd.4,1970-01-20,fea!tu%re_38 ,7,1335,0,FALSE,FALSE,NA
26325 ,usage_26325,S-7&e8699,1970-01-20,feat(ure_13,11,5413,0,FALSE,FALSE,id-xIFFib
NA,NA,S-bc2ca5,1970-01-20,NA,4,344,NA,NA,FALSE,(id-TOREwB
26327,us$age_2@6327,S-44a7c3,1970-01-20,NA,13,2418 ,0,FALSE,FALSE,id-ruoRbo
26328,$usage_26328 ,s-d5ce9f,1970-01-20,f^e-ature%__15,8,5388,0,false,false,id-nzwjgs
NA,usag+e_263!29,s-50e9f3,1970-01-20,featu@re_7,12,4977,2,false,false ,id-nrcumx
26330,usage_26$3)30,S-51590f,1970-01-20,featu*re_29,16 ,8956,0,FALSE,NA,id-wtBQ_NN
26331,*usage_2)6331,s-d1b062,1970-01-20,feature_15,11,666,0,false,false ,id-sflwna
26332,usage_26332,NA,1970-01-20,NA,13,2427,0,FALSE,FALSE,id--Lf)iXe)X 
26333,usag)e_26333,S-(6102fe,1970-01-20,NA,11,6853,0,FALSE,FALSE,NA
26334,usage_263-34,S-de705a,1970-01-20,f^eature_7,10,2193,1,FALSE,NA,id--xFovOd
26335,us*a*ge_#2633(5,S-cb38be,1970-01-20,featur&e!_8 ,11,5712,NA,FALSE,FALSE,id-XvaZfe
NA,usage_26336,s-15e705,1970-01-21,feature_4,13,2702,0,false,false ,id-dijry_x
26337,usage_26337,S(-7d8dde,1970-01-21,feature_28,9 ,1033,0 ,FALSE,FALSE,id-l#GwXXK
26338,usage_263(38 ,S-f405+9b,1970-01-20,feature_30,8,3441,0 ,FALSE,FALSE,id-(JeyemR 
NA,usage!_2.63#39,S-bbd8b5,1970-01-20,featur%e_2,13,2916,0,NA,FALSE,id-Gs#FcLy
26340 ,-usage_@26340,NA,1970-01-20,fe%ature_2,15,NA,0,FALSE,FALSE,id-dRWDNw
26341,usage_26341,NA,1970-01-20,NA,7 ,1747,1,FALSE,NA,id-sJRIDQ
26342,usage*__263^42,S-c84c8_d,1970-01-20,feature_21,14,2040,0,FALSE,FALSE,id-EVM^Ggv
26343,usag)e_26343,S-28489e,1970-01-20,feature_21,12,3376,0,FALSE,FALSE,id-lOkD+d_m
26344 ,%usag@e_26344,S-+e09e04,1970-01-20,feature_13,13,2910,0,NA,FALSE,id-e^vMiq+X
26345,usag+e_2_634+5,S-6aa20b,1970-01-20 ,feature_*22,8,1804,1,FALSE,FALSE ,id-OmJzuT
26346,usage(_2.6346,S-da3b68,1970-01-20,feature_4,10,4424 ,0,FALSE,FALSE ,id+-JpeoHv
26347,usage_26347,S-e768f5,1970-01-20,featu%re_37,9,974,0,FALSE,FALSE,id-CTEoqb
NA,NA,S-95cf94,1970-01-20,f+eatur*e_20,8,2670,0,TRUE,FALSE,id-mwFlhG
26349,us(age_263)49,S-b6aefa,1970-01-20,feature_6,11,2408,0,FALSE,NA,id-uSAmTQ
NA,usag-e_$26350,s--d6dc7a,1970-01-20,feature_3,10,4250,1,false,NA,id-oeupbp 
26351,usag*e_26351,S-&012ab9 ,1970-01-21,fe#ature_37,10,4652,0,FALSE,FALSE,!id-GXP.mwt
26352,-usage!_2635_2,S-f3e5f9,1970-01-20,featur&e_11,6,2582,0 ,FALSE,FALSE ,id-ohf%Pjt
26353,USAGE_2-635+3,NA,1970-01-20,FE*ATURE_38,11,6504,0,FALSE,FALSE,ID-KRGLJ*L
26354,%us@a&ge_26354,S-a2afb0,1970-01-20,NA,8,1114,0,FALSE ,FALSE,i%d-qQc_PLx
26355,usage_263$55,S-084f4a,1970-01-20,feature_7,6,1135,0,FALSE,FALSE,^id_-RZyqte
26356 ,usage_26356,NA,1970-01-20 ,feature_3@0,12,3077,0,FALSE,FALSE,id-C!oUK!AV
26357,usage#_2&6357,S-bf806d,1970-01-20,feature_@17,NA,2517,NA,NA,FALSE,NA
26358,usage_26358,S-76!b43f,1970-01-20,f(eature_3,11,5357,0,FALSE,FALSE ,id!-VtI#bec
26359,usage_26359,S#-44c2%c1,1970-01-20,featur@e_3,13,5672,0,FALSE,FALSE,id)-HYq.qTm
26360,usage_26360,#s-5f3359,1970-01-20,feature_29,NA,1353,1,NA,NA,id-ajixvm
26361,usage_26361 ,S-1-93d88,1970-01-21,.fe&ature_18,8,2704,0,TRUE,FALSE,id-A!vSG&mi
26362,us#ag%e_2636_2,%S-3$872fd,1970-01-20 ,feat*ure$_36,8,2673,1,FALSE,FALSE,!id-PIF_T-Yv
26363,usage_%263&63,S-16)4594,1970-01-20,fea)t!ure_5 ,10,1761,0,TRUE,FALSE,id-RXzIBg 
26364,usage_26364,S-e6b450,1970-01-20,feature_!28,7,5695,0,FALSE,FALSE,id-mLM)dtZ
26365,USAGE_26365,S-191@550,1970-01-20,FEATURE_27,11,1684 ,2,FALSE,FALSE,ID-P!QI&J!SK
26366,usage_26366,#S-431c03,1970-01-20,feature_14,6,2357,0 ,TRUE,FALSE,id-UVguTa
26367,NA,NA,1970-01-20 ,feature_5,12,3898,0,FALSE,FALSE,id-u$uFZvm
26368,usage_26368,NA,1970-01-20,featu!r*e_5,6,252,1,FALSE,FALSE,i&d-P#fJxeB
26369,usage_26369,S_-2_55846,NA,feature_40,7 ,1255,NA,FALSE,FALSE,id-zJGSKB
26370,NA,S-bfc0f8 ,NA,^feature_38,13,1873,0,FALSE,NA,i(d-FQPFjg
26371,u+sage_26371,S-71&8f1(8,1970-01-20 ,feature_6,12,786,3,FALSE,FALSE,id-zo$Dt)PD
NA,usage_26372,S-10ab_8d,1970-01-20,feature_new_a-i,NA,2712,0,FALSE,FALSE,id-(rmOqHU
26373,USAGE+_26373,S-#52385A,1970-01-20,FEATUR.E-_31,NA,2617,1,FALSE,FALSE,ID-Q&IXQKQ
26374,usage_26374 ,S-.46526e,NA,NA,8 ,5326,0,FALSE,FALSE,id-bpwqDs 
26375,usage_26375,S@-fe25ff,NA,f#eatu+re_34,14,2292,NA,FALSE,FALSE,id-W$JglWN
NA,usage_26376 ,S-fa53!01,1970-01-20,feature_9,8,1454,NA,TRUE,FALSE,NA
26377,usage_26377,S&-62fb8_e,1970-01-20,*feature_1(6,15,NA,0,FALSE,NA,id-QweiPt
26378,usage_263^78,S-&7e7a7!3,1970-01-20,#feature_21,6 ,NA,0,FALSE,FALSE,id-(f$KSbpN
26379 ,NA,%S-ab06f4,1970-01-20,fea#ture_9,16 ,5850,NA,FALSE,FALSE,NA
26380,u)sage_26380,_S-1ad9cb,1970-01-20,fe_atur)e_3@8,10,3667 ,0,FALSE,NA,id-LACJcg
NA,NA,S-&2a$adef,1970-01-21,fe(ature_(1.4,12 ,6326,0,TRUE,FALSE,id-asho(Qy
26382,usag@e_26382,S-2a57b3,1970-01-20,feature_32,2,2511,0,FALSE,FALSE,id-NQvXky
26383,usage_26383,S-5156#9a,1970-01-20,feature_1,4,2055,0,FALSE,FALSE,id-wPIu#ai 
NA,#usage_26384,S-e-440@44,1970-01-20,f_eatu^re_4,10,1150,0,TRUE,FALSE,NA
26385,US!AG%E_26385 ,^S-23587D,1970-01-20,*F)EATURE_16,13,5676,0,FALSE,TRUE,I(D-+D$XP$SZC 
26386,NA,s-14f39f,1970-01-20 ,feature_1,11,3490,0,false,false,*id-nbhacj
26387,usage_26387,S-2d&db46,1970-01-20,.feat(ure_38,NA,148,0,FALSE,FALSE,id-QPNPBx
26388,usage_2)6388,S-af@e3b8,1970-01-20,feature_17,6,2884,0,FALSE,FALSE,id-OPObgf
26389 ,)usa^ge_26389,S-e6a17a,1970-01-20,feature_39,11 ,1632,0,FALSE,FALSE ,id-pPRxPt
26390,_USAGE_26390,S-71CEFE,1970-01-20,FEATURE_%22 ,18,10803,3,FALSE,FALSE,ID-WIFEFL
26391,usage_26391,S-8b721c,NA,f.eature*_16,12,962,2,TRUE,FALSE,id-$CbiyYk
26392,+usage_26-3#92 ,S-f!ae334,1970-01-20,feature_10,11,4655,1,FALSE,FALSE,id-tjkOdH
26393,NA,.S-d88b25 ,1970-01-20,feature_36,15,5568,0,NA,FALSE,id-_auGjir 
NA,usage_2639^4,S-012ab9,1970-01-20,f%eatu$re__9,12,5737,3,FALSE,FALSE ,id-PemdQi
26395,usage*_26395,S-3b7f8e,1970-01-20,featur@e_21,6,692,NA,FALSE ,FALSE,NA
NA,us_ag)e_26396,s-7501c9 ,NA,feature_20,NA,3331,0,false,false ,id-zvszp-u
26397,u^sa#ge_26397 ,S-1fac@f*c,1970-01-21,fe$ature_15,12 ,3438,0,FALSE,FALSE,i&d-zlvzug
26398,usage_26398 ,S-c75159,1970-01-20,f-eatur^e_36,10 ,2236,0,FALSE,FALSE,i+d-HjAqgH
26399,NA,S-4ef4fd,1970-01-20 ,NA,NA,NA,1,TRUE,FALSE,id-U&CqJps
26400,usage(_26400,S-00fcc5,1970-01-20,*feature#_4,12,3845,0,FALSE,FALSE,id-tItcF$W
26401,NA,S-0ed7be,1970-01-20,feature_7,8,340,1 ,NA,FALSE,id-tKFuKm
26402,usage_2&6402,S-#1+2#bfc!8,1970-01-20 ,NA,16,3496,1,NA,FALSE,id-VOfE$Ll
26403,usage_2+6403,NA,1970-01-20 ,NA,10,4285,0,FALSE,FALSE,id-qzY)kQn
26404,usage_26404,S-c_2526!3,1970-01-21,feature_12 ,13,4163,0,FALSE,FALSE,&id-JE%cu+nV
26405,usa-ge@_26405,S-82df6c,1970-01-20,feature_1,7,2216,0,FALSE ,FALSE,id-LiMhpW 
26406,usage_2640#6,S&-1b%6221,1970-01-20,f+eat+ure_7,7,369,1 ,FALSE,FALSE,id-ynpfXQ
26407,usage%_26407,S-#765a5f ,1970-01-20,feature_20,7,1341,0,FALSE,FALSE,NA
26408,usag#e_26408,NA,1970-01-20,_featur_e__6,11,1810 ,0,FALSE,FALSE,NA
26409 ,usage_26409,S-eabdce,1970-01-20,feature_23,7 ,80,0,FALSE,FALSE,id-*ZktPFg
26410,usage_26410,S-2aaa&9c,1970-01-20,featu(re_23 ,8,2873,0,FALSE,FALSE,id-vKbpLi
26411,usage_26411,S-78ba$09,1970-01-20,fe$ature_15,7,2486,NA,NA,FALSE,id--ou&vf(Dr
26412,NA,S-ddad9*1,1970-01-20,NA,6,2740,2,FALSE,FALSE,@id-TJxwRp
26413,NA,#S-e6-5^13c,1970-01-20,@feature_4,18,NA,0,FALSE,FALSE,id-iT$Nmmp
26414,us+a-ge_26414,S-c1c6ca,1970-01-20,feat@ure_15,11,3588,1 ,FALSE,NA,id-_Yra@fIY
26415,u$sag$e_2(64@15,S-55aa8a,1970-01-20 ,feature_12,15,11243,NA,FALSE,FALSE,id-meovHq
26416,usage_2$6416,-S-^34512%a,1970-01-21,featu-re_18,13,3082,0,FALSE,FALSE,+id-Zectrs
NA,usage_2(6417,NA,1970-01-20,fe$ature_25,9,NA,0,FALSE,FALSE,NA
26418 ,usage_2@641!8,S-8d282%4,1970-01-21,feature_&36,6 ,269,0,FALSE,FALSE,NA
26419 ,usage_264)19,_S-%5480a7,NA,feat-ure_39,5 ,2912,0,NA,FALSE ,id-bypFgn
26420,usage_26420,S-c1d6cf ,1970-01-20,featu-re_%4,6,3391,0,NA,NA,i(d-rBtB&oJ
26421,usage_2642+1,S-842638 ,1970-01-20,feat.ure_10,12,3916,0,FALSE,FALSE,id-RByPCg
26422,usage_26422,NA,1970-01-20,!feature_32,4,2876,2 ,FALSE,FALSE,id-JUAA(aQ
26423,usag+e_264$23,NA,1970-01-20,feature_33,8,1155 ,1 ,TRUE,FALSE,i^d-glgwQk
26424,usage_264.24,S-9!92^c-2!a,1970-01-20,feat^ure_40,7,2484,0,FALSE,FALSE,id#-qdNV&iu
26425,usag%e_26#42*5 ,S$-668cdc,1970-01-20 ,NA,5,2104,0,FALSE,FALSE,id-_GYmLNN
26426,usage_26426,S-38(9426,1970-01-20,fe)ature_9,10,4210,0,FALSE,FALSE,id-hYBjKD 
26427,usa*ge_26427,S-7.f04$ec,NA,#feature_39,12,4801,0,FALSE,FALSE,id-Nq!Of*Vv
26428,usag(e_26$428,S-9d85^25,1970-01-20,fea^ture_13,15,3903,0,FALSE,FALSE ,id+-*U+rnr)D)Y
26429 ,usage_264)29,S-8e169$f,1970-01-20,feature_14,12,3031,0,FALSE,FALSE ,i^d-sWrIFK 
NA,usage)_*2&6430,S-fcb954,1970-01-20,fe@ature_3#3,10,1139,0,NA,FALSE,id-a@DiTvP
26431,usage_2643-1,S-a9bfe0,1970-01-20,NA,NA,5675,2,FALSE,NA,id-VxGyF^k
26432,usage_26432,S-+6587d8,1970-01-20,featu&re)_30,NA,1623,0,FALSE,FALSE,id-gLB@sSu
26433,usage_26433,S-2@574a3,1970-01-20 ,f*ea!ture_31 ,9,2102,1,FALSE,FALSE,id-nyhUgY
26434,usage_26434,S-951de6,1970-01-20,fea-ture(_10,9,1094,NA,NA,FALSE,id&-cmhVmb
26435,@usa&ge_26435,S-6e0386,1970-01-20,f_eature_13,9 ,1032,0,FALSE,NA,id-NcQiAK
26436,usage_26436,*S-7221.03,1970-01-20,feature_12,9,1223,0 ,FALSE,FALSE,id-eOyWjJ
26437,usa-ge_2643)7,s-9%c19fe,1970-01-20,fea_ture__6,NA,1210,0,false,false,id-@esdmyg
26438 ,.usage_26438,S-ffb6c!c,1970-01-20,feature_13,NA,486,0,NA,FALSE,id-fAQJCa 
26439,usa&ge_26_439,S-2574.a3 ,1970-01-20,feature_6,10,1676,0,FALSE,FALSE,NA
26440,usage_26_440,S-6b0789,1970-01-20 ,fe+atu^re+_38,8 ,5491,1,FALSE,FALSE,id-mscnuj
26441 ,usage_2644&1,S-07734f,1970-01-20,fe.ature_14 ,NA,3469 ,2,FALSE ,FALSE,NA
26442,NA,S-a2)e1dd,1970-01-20,feature_10,8,NA,0,FALSE,FALSE,id)-dqKPAd
26443,usa&g-e-_2&6443,+S-c85*5b0,1970-01-20,feature__32,7,NA,NA,NA,FALSE,id-PaMrvz
26444,NA,NA,1970-01-20,fe&a%ture_12,14,3551,0,FALSE,FALSE,id-WZjlFy
NA,usage_2)6445,S-c069ab,NA,feature_3,10,98,0,FALSE,FALSE,i&d-Vv%u#oIP 
26446,u&sage(_26446,)S-16b6dc,1970-01-20,feature_37,6,2999 ,0,FALSE,NA,id-RHpvJk
26447,usage_26447,(S-bf6d7b ,1970-01-20,feature_21,11,7109,0 ,FALSE,FALSE,_id-Vp$WjG@T 
26448,us$age_2$6448,S#-96383d,1970-01-20,NA,15,3765,0,FALSE ,FALSE,id!-BrrGJX
26449 ,usage_26449,S-0!3ac49,1970-01-20,feature_3,13,5391,2,FALSE,FALSE,&id-(FjUoJs
26450,usage!_2$6450,S-d2e00a,1970-01-21 ,feature_19 ,13,NA,1,FALSE,FALSE,id--ulEok)q
26451 ,NA,S-4fc5ca,1970-01-20,feature_17,10,2394,0,FALSE,FALSE,id#-veSj)ig
26452,us)age_26452,S-3#0bb47 ,1970-01-20,fea^ture_38,9,467,2,TRUE,NA,id-EvVyNJ
26453 ,usage_26&453,S-b-6)d200,1970-01-20,.fe*a.ture_22 ,13,6140,0,FALSE,FALSE,id-nsCoF*R
26454,usa_ge_26454,S-e9bcb2,1970-01-21,fe*ature_20,9,4131,0,NA,NA,(id-f-nSUTQ
26455,NA,.S-4473ec ,1970-01-20 ,feature_16 ,9,713 ,0 ,FALSE,NA,id-Xel%TBg
26456,usage_+26456,S-8b9889,1970-01-20 ,feature_12,11,4439,1,TRUE ,FALSE,^id-DlrpuP
26457,usage!_26457,s-02ec7!6,1970-01-20,_fea_t#ure_38,13,1705,0,false,false,id!-v@ngpaw
26458,usage_26458 ,NA,1970-01-20,feature_15,14,1505,1,FALSE,FALSE,id$-BYHB@Qz
26459,usage_26459,S-b2(3d8d,1970-01-20,f+e+ature_24 ,6,515,1,FALSE,FALSE ,id-Xzxoga
26460,usage_26460,S-00bb8)4,1970-01-20,featu-re_20,4 ,1073,0,FALSE,FALSE,i#d-oPLW-PI
NA,usage_26461,S-f43@35b,1970-01-20,feat!ure_6,NA,1713,NA,FALSE,FALSE,id-Om!PsYU
26462,us+age_*26462 ,S%-86d360,1970-01-20,fe_ature_3%9,13 ,6541,1,FALSE ,FALSE,id-QyZMne 
26463,usage_26463,S-f9ec.8f,1970-01-20,feat!ure%_1^6,8,638,0,FALSE,FALSE,id-Ph^EHHD
26464,usage_26464,^S-d6f3%1b,1970-01-21,featu+r#e_14,NA,2078,0,FALSE,FALSE,id-SHHy*By
26465,usa%ge_26465,S-a8*4@c8&2,1970-01-20,feature_#10 ,5,1855,1,FALSE,FALSE,id-hMPRln 
26466 ,usage_2646*6 ,+S-6102fe,1970-01-20 ,f+eature_6 ,10,NA,1,FALSE,FALSE,id*-wNJo!w.M 
26467,u_sage(_26467,S-a46dd4,1970-01-20,feature_4,NA,4073,2,FALSE,FALSE,id-sqYJtO
26468,usage_26#468,S-d!a0c62,1970-01-20,fe%atu#r%e_3@3,10,1494,0,FALSE,FALSE,&id-HwKDuu
26469,usa%ge__26469,S-6ce794,1970-01-20,^feature_31 ,9 ,1093,0,FALSE,FALSE,^id-Wjb%dTz
26470 ,@usage_26470,S-5fffe$8,1970-01-20,)feature_8 ,10,1201,0,FALSE,FALSE,id-aP(XFWM
