...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,usage_day,synthetic
21360,*U-27e64a,S-50334b,2023-10-08,NA,12,2760 ,0,NA,2023-10-08,NA
21361,U(-0)430ac,S-12.8f55,2024-05-15,feat*ure_22,14,3220,0 ,FALSE,2024-05-15,FALSE
NA,U-_8_0776a,S-096065,2023-11-03,feature_36,8,NA,0 ,FALSE,2023-11-03 ,NA
21363,U-00EFE9,S@-A1426B,2023-04-11,FEATURE_4,6,NA,0,FALSE,2023-04-11,FALSE
21364,U-9_b81ce,S-6!6a625,2023-05-13 ,featu*re_15,14,3360,0,FALSE,2023-05-13,FALSE
21365,U-#ba41b4,S-916876 ,2023-05-26,feature_40,12,5076,0,FALSE,2023-05-26,NA
21366,U-f&4f2e7,S-a8.6344,2024-08-30,feature_16,8,200,0,FALSE ,2024-08-30,FALSE
21367,U-039137,S-02.67b7,2023-05-15,feature_^3,10,4610,1,FALSE,2023-05-15 ,FALSE
21368,U(-9e92ec ,S-02!5bea,2024-02-02,feat*ure_.19,13,5993,0,FALSE ,NA,FALSE
21369,U-aa^2d1b,S-aef_80b,2024-09-10,feature_2-1,14,7644,2,FALSE,2024-09-10,FALSE
21370,U-9e0_bc^7,S-.388f70,2023-01-24,fea&ture_*35,10,1060,0,FALSE,2023-01-24 ,NA
21371,U-eed310,NA,2023-09-28,feat_ure_20,13,1001,0,TRUE,2023-09-28,FALSE
21372,U-ad4aa8,S-7f5316,2024-04-22,feature_3,21,10122 ,3,FALSE,2024-04-22,FALSE
21373,U-51ad12,S-972512 ,2023-09-04,feature_2,9,5031,0,FALSE,2023-09-04,FALSE
21374,U-CD3442,S-#30008C ,2023-10-30,FEATURE_2+6,14,5880,0,FALSE,2023-10-30,FALSE
21375,U-c9b11d,S-0f5@69)f,2023-06-10,feature_!40,10,5300,0,FALSE,2023-06-10,FALSE
21376,NA,S-93f835,2024-08-24,feat$u&re_39,10,4770,0,FALSE,2024-08-24,FALSE
21377,U-#40.7)43a,-S-9fae95,2024-06-15,feature_13,8,2872,0,FALSE,2024-06-15 ,FALSE
21378,U-a66$a3e,S-5f^75b@5,2024-10-17,feature_18,NA,2010,1,TRUE ,NA,FALSE
21379,U-7e3331,S+-0e9f1e,2024-10-11 ,featu%re_6,15,7275,0,FALSE,2024-10-11,FALSE
NA,NA,S-c847dc,2023-12-18,featu#re_4,NA,2816,1,NA,2023-12-18,FALSE
21381,NA,S-3e0c7b,2023-01-17,fe)ature_11,12,1044,0,FALSE,2023-01-17,NA
21382,U-ff1fe5,S-9c9700,2023-08-09,featu+re_2,8,NA,1,FALSE,2023-08-09,NA
21383,U!-adb5+10,S^-05314!2,2023-06-08,feature_*30,16,1136,0,FALSE,2023-06-08,FALSE
21384,U-fd0e2+0 ,S-8b4-074,NA,feature_5 ,11,726,0,NA,2024-06-26,FALSE
21385 ,U-e54#29@d,S-869978,2024-06-11,featur$e_17 ,14,3850,0,FALSE,NA,FALSE
NA,U-d+d8f0e ,NA,2023-11-21,fea^ture_9,9,2844 ,0,FALSE,2023-11-21,FALSE
21387,U-afc93f,S-8426e7,2024-07-27,feature_9 ,8,3528,2,FALSE,2024-07-27,FALSE
21388,U-fedb!d0 ,S-acf&8ce,2023-05-18,feature^_13,9,2619,1,FALSE,2023-05-18 ,FALSE
21389,NA,S-5fb9ab,2023-03-01,feature_20,13,624 ,2,FALSE,2023-03-01,FALSE
21390,U-30a4ff,S-a68b52,2023-08-13,featur)e_9,10,3610,2,FALSE,2023-08-13,FALSE
21391 ,U--0+f0482,S-5_56071,2024-07-31,feat!ure_24,18,7164,1,FALSE,2024-07-31,FALSE
21392,U-c07c5c,NA,NA,NA,13,2665,0,FALSE,2023-03-29 ,FALSE
21393,U-bcd896,S-507731,2023-06-13,feature_19,3 ,330,2,FALSE,2023-06-13,FALSE
21394,U-*edf432,S-1cf9b)0,2023-10-18 ,!feature_19,13,6097,0,FALSE,2023-10-18,FALSE
21395,U-(ffb209,&S-cb853a,2023-12-08,feature_+34 ,9,693,0,FALSE,2023-12-08,FALSE
21396,u-57a4af,s-dec1fb,2023-11-22,fea*ture_1,6,732,3,false,2023-11-22,false
21397,U-76384+2,S-834097,2023-01-21,featu!re_34,11,2365,0,FALSE,2023-01-21,FALSE
21398,NA,S-499ea3 ,2024-08-13,feature_!11,13,1365,1,NA,2024-08-13,FALSE
21399,U-54801a,NA,2024-02-25,feature_13 ,9 ,2502,1,FALSE,2024-02-25,NA
21400,U-556419,NA,2023-01-16,NA,7,2891,0,NA,2023-01-16,FALSE
21401 ,U-c2be!12,S-0d4*d11,2023-09-15,feature_-8,6,3246,0,FALSE,2023-09-15,FALSE
21402,U-a5b568 ,^S-(ed9451,NA,feature_33,NA,1420,0,FALSE ,2024-11-19,FALSE 
21403,U-5&407cc,S-a2aa-70,2024-09-19,NA,6 ,2598,0,FALSE,2024-09-19,FALSE
21404,U-2$2b973,S-3fb8$f4,2023-04-07,featur!e_&31,15,NA,0,FALSE,2023-04-07,FALSE
21405,U-8ca8d!1,S-%41ca59,2024-08-04,feat.ure_31,10,2270,0 ,FALSE,NA,FALSE
21406 ,U-151be9,S-09cdac,2023-04-25,featur!e_20,10,760,0,FALSE,2023-04-25 ,NA
21407,U-a57819,S-^e6cfc@1,2023-04-08,feature_3,7 ,2142,1,FALSE,2023-04-08,NA
21408,U-308c27,S-f3e5f9,2024-05-29,NA,14,168,0,FALSE,2024-05-29,FALSE 
21409,U-$f@e!da89,S-75fe32,2024-02-26,NA,9,5094,0,FALSE,2024-02-26,FALSE
21410,U-3c_3c4e,S-c2cc5c,2024-05-31,feature_27,15,4050,0,FALSE,2024-05-31,FALSE
NA,NA,s-0896bc,2023-03-02,feature_32,6 ,2424,0,true,2023-03-02,false
21412,%U-d07b61 ,S^-a33@2ba,2024-07-04,!feat$ure_20,11,638 ,1,FALSE,NA,FALSE
21413,U-57ae(2@2,S-9d8525,2023-07-10,f)eatu*re__7,NA,990,0,FALSE,2023-07-10,FALSE 
21414,U-adfda1,S-0c47c@b,2023-08-03,+feature_14,11,3135 ,0,FALSE,NA,FALSE
21415,NA,s-*f^965de,NA,NA,9,3717,0,false,2023-05-06,false 
21416,U)-55#792^5,NA,2023-08-10,feature_7,5,1200,NA,FALSE,2023-08-10,FALSE
21417,U-12.d4c7,S-7e8bd4,2023-08-02,_featur!e_15,14,6874,1,FALSE ,2023-08-02,FALSE
21418,u-e1c1df,s-3ff7!bb,2024-02-16,feature_5,3,1536,0,false,NA,false
21419,U-dc3ea4,S#-9_36fa3,2024-07-13,feature_#19,12,3276,0,NA,2024-07-13,FALSE
21420,U-8bdee6,S-f6ca9e,2024-08-17 ,feat.ure__3.9 ,NA,5720,NA,FALSE,2024-08-17,FALSE 
21421,U-20f91d,S-(fa0094 ,2024-01-16,+feat(ure_35,9,4554,1,TRUE,2024-01-16,FALSE
21422,NA,S-15d2d2,NA,feature_18,17,9248,NA,FALSE,2024-10-27,FALSE
21423,U-2e3c7f,S-1b7677,NA,+feature_8,13,1911,1,NA,2023-07-25,FALSE
21424,U-$c+b7c8e ,S-b2f038,2023-03-06,feature_*32,6,2328,0 ,FALSE,2023-03-06,FALSE
21425 ,U-458b35,S^-7ce677,2024-11-29,featur@e_27,9,2727,4,FALSE,2024-11-29,FALSE
21426,NA,S^-d8165b,2024-10-17,f+e@at$ure_40 ,NA,NA,0,FALSE ,2024-10-17,FALSE
21427 ,U-1e2b2%8,S-c@a1c2^1,2023-10-18,fea.ture_2^8,12,3792,1,FALSE,2023-10-18 ,FALSE
21428,U-1c885e ,NA,NA,feature_8,16,NA,0,FALSE,NA,FALSE
21429,U-910a27,S-189+8b*3,NA,feature_13,10,2600,NA,FALSE,2023-03-22,FALSE
21430,U-051218,S-e5d9(a4,2023-02-21,feature_3)7,8,2232,1,TRUE,2023-02-21,FALSE
21431,U-0+0B130,S-D837^89,2023-06-19,FEA!TURE_26,18,2646,1,FALSE,2023-06-19,FALSE
21432,U-EFA5B5,NA,2024-02-01,NA,6,444,NA,FALSE,2024-02-01 ,NA
21433,NA,S-94!fa70,2024-04-24 ,feature_30,9,3924,0,NA,2024-04-24 ,FALSE
21434,U-1b11d1,S-4daf2d,2023-12-27,feature^_30,NA,NA,4,FALSE ,2023-12-27,FALSE
21435,U-4050e1 ,S-3e5a@20,2023-12-25,fe(ature_21,9,NA,0,FALSE,2023-12-25,FALSE
21436,U-e68&00e,NA,2024-01-26,)featur!e_17,9,2250,0 ,TRUE,2024-01-26,FALSE
21437,U-B172F9,#S&-017&E33,2023-04-14,FEATURE_25,13,3822,2,FALSE,2023-04-14,FALSE
21438,U-be24ba,S-a2ee32,2023-05-24,f%eat-ure%_37 ,10,NA,0,FALSE,2023-05-24,FALSE
21439,NA,S^-d4!9a8f,2024-10-25,feature_11,10 ,3210,NA,FALSE,2024-10-25,FALSE 
21440,NA,S-a7(360b,2023-10-24,featur(e_32,12,444,0,FALSE,2023-10-24,NA
21441,U-b1f1cb,S-879b43,2023-11-13,$fe#ature_40,8,1440 ,3,FALSE,NA,FALSE
21442,U-bcd378,NA,NA,NA,8,448,0,FALSE,2024-08-09,FALSE
21443,NA,S%-e.c8b34,2024-01-21,feature_$40,NA,5160 ,0 ,FALSE,2024-01-21,FALSE
21444,U-5da5%c0,S-2940a5,2024-11-15,feature_10,16,8384,0,FALSE,2024-11-15,FALSE
21445,NA,S-8db104,2024-02-04,feature_26,10,5860,0,NA,NA,FALSE
21446,_U-2d2f1c,%S-22f848,2023-10-06,fe_ature_27,NA,3000,0,FALSE,2023-10-06,FALSE
21447,U-55(683A ,#S-04*0F03,2023-10-18,FEATURE_1*4,11,737,2,FALSE,2023-10-18,FALSE
21448,U-a43994,S-a175c2,2023-10-07 ,feature_4^0 ,10,4830 ,0,FALSE,2023-10-07,FALSE
NA,U-8a4f31,S-f+9469c,2024-03-16,feature_40,13,6695,NA,FALSE,2024-03-16,FALSE
21450,U-ee52a3,S-4781b1,2024-10-23 ,_feature_!7,NA,2952 ,0,NA,2024-10-23 ,FALSE
21451,U-2b648f,S!-713e06,NA,feature_3,9,3798,2,NA,2024-01-31,FALSE
21452,U-ded386,S-3c#ae45,2024-11-06 ,feat_ure_1,9,207,0,FALSE,2024-11-06,FALSE
21453,u-c075f8,s-bdf8bf,2023-06-28,fe+ature_36,12,312,0 ,true,2023-06-28,false
21454,U-5b&2461,^S-)11e29d,2023-05-27,feature_(20 ,11,2255,1,FALSE,NA,FALSE
21455 ,U_-44328a,NA,2024-07-23,feature_6,16,672,0,NA,2024-07-23,FALSE
21456,U-A.AFD61,NA,2024-09-19,FEATURE_33,11,1859,0,FALSE,2024-09-19,FALSE
21457,U-fc$4234,S-21393c,2024-12-15 ,NA,7,1561,0,TRUE,2024-12-15,FALSE
21458,U-%81b21c,$S-f973d4 ,2023-08-14,f^e)a#ture_26 ,7,2457,0 ,FALSE ,2023-08-14,FALSE
21459,U-#d72b2b,S-c%5e371,2024-04-03,NA,5,935,NA,FALSE,2024-04-03 ,FALSE
21460,U-e471e0,S-_1a2fbc,2023-05-07,feature_27,8 ,1544,0,FALSE,2023-05-07,FALSE
21461,U-2_ea5f7,S-dd*f5ff ,2024-01-28,feature!_22,8,4688,1,FALSE,2024-01-28,NA
21462,U-9#82.a1a,S%-006f!ed,2024-03-11 ,featur.e_30,12 ,7104,0,FALSE,2024-03-11,FALSE
21463,U-805&243,S-55d484,2023-03-06,feature_1.8,NA,4500,0,FALSE ,2023-03-06,FALSE 
21464 ,U-a294bf,S-916cca ,2024-01-16,feature_29 ,5,NA,0,FALSE ,2024-01-16 ,FALSE
21465,)U-598af3,S-718116,2023-11-04,feature_22,NA,1548,0,TRUE,2023-11-04,FALSE
NA,U--51bb5e,S-f52c97 ,2024-07-11,fe%ature_11 ,6,1992,1,TRUE,2024-07-11,NA
21467,U(-81467e,NA,2024-07-12,feature_15,10,2130,2,TRUE,2024-07-12,FALSE
21468,U-de4&e44,S-dd220e ,2024-04-21,feature_34,4,188,0,FALSE ,2024-04-21,FALSE
21469,U-!1dc^e31,S-b3613a ,2023-06-08,fe$atu+re_11,NA,3848 ,3,NA,2023-06-08,NA
21470,NA,S-9-21.f&19,2024-01-07,feat+ure#_23 ,11,6116,0,FALSE,2024-01-07,FALSE
NA,U-*4c33f4,S-f24%609,2024-08-18,feature_+31,12,5544,0,FALSE,NA,FALSE 
21472,U-3a*fd42,-S-4893cd,2024-09-26,feat-ure_33,9,4680,NA,FALSE,2024-09-26,FALSE
21473,U-1d#bd1d,S-32669@1,2023-06-04,feature_22,6,2556,0,FALSE,2023-06-04,FALSE
21474,U$-fd488!6,S-#00a%b51,2023-07-13,feature_31,12,3780,NA,FALSE ,2023-07-13 ,FALSE
21475,U-7825c4,-S-0e#f$f34 ,2024-07-06,!featur@e_2(5,7,NA,0,FALSE,2024-07-06,FALSE 
21476,U-.649cec,S-d54349,2024-12-25,feature_33,12,3456,2,FALSE,2024-12-25,FALSE
21477,u-17cbd.f ,s-.6%95$c1e,2024-01-07,feature_21,16,3520,0,false,NA,NA
21478 ,u-e$9958$7,s+-4ebd94,2023-07-04,feature_33,10,3860,1,true,2023-07-04,NA
21479,NA,S-b73fdf,2023-08-10,featu$re_37,NA,2250,0,FALSE,2023-08-10,FALSE
21480,U-1+96(1.fb,S-34553%e,2023-08-08,fea_ture_#20,10,50,0,TRUE,2023-08-08,FALSE
21481 ,NA,S-f2be88,2024-12-15,f&eatur.e_26,12,612,0,FALSE ,2024-12-15,FALSE
21482,U-!1e0dca,S-ccdc31,2024-11-13,f*eature_13,7,3521,0,FALSE,2024-11-13,FALSE
21483,u-3#fa3c!a ,NA,2023-03-23,f!eature_22,NA,NA,1,false,NA,false
21484,U-cf9e82,S-%6ce794,NA,feature_16,8,4368,3,FALSE ,2023-03-17 ,FALSE
21485,U-821)987,S-984f8b,2024-01-28 ,feature._18,10 ,500,0 ,NA,NA,FALSE
21486,U-d78*6b5,S-f6e14c,2023-07-07 ,-feat$ure_33,15,8115,0,FALSE,NA,FALSE
21487,U-%4D4F45,S-24796E,2024-05-19,NA,4,800 ,0 ,FALSE,2024-05-19,FALSE
21488,NA,S-BE42E1,2023-08-22 ,FE@ATURE_4,17,4981,0,FALSE,2023-08-22,FALSE
21489,^U-$3cfae5,NA,2023-10-25,feat_ure_32,8,2528 ,3,FALSE,2023-10-25,FALSE
21490,U-c.2cf^ed ,S-!5e6fc2,2024-03-08,feature_8,12,1944,0,FALSE,2024-03-08,FALSE
21491,U-d5ce6c,S-270e94,2024-02-22,NA,11,1892,1,FALSE,2024-02-22,FALSE
21492,NA,NA,2024-10-01 ,feature_13,13,2639 ,0,FALSE,2024-10-01 ,FALSE
21493,U-1eeb29,S-40+d87e,2024-11-14,featur*e_21,12,NA,NA,FALSE,2024-11-14 ,FALSE
21494,U-87b448,S-42-fb01,2024-04-04,featu&re_1.7,NA,1830,3 ,FALSE,2024-04-04,FALSE
21495,NA,S-806D7B,NA,FEATURE_11,11,4015,0,FALSE ,2024-07-06,FALSE
21496,U-2@0f02d ,S-dc8c2f,2023-10-02,f.eature_11,NA,3495,0,FALSE ,2023-10-02,FALSE 
21497,U-e276fd,NA,2024-04-07,feature_12,8,288 ,2,FALSE,2024-04-07,NA
NA,U-A2A036,S-3D6100,2023-08-29,FE_ATURE_37,16,3632,0,TRUE,2023-08-29,NA
21499 ,U-38c4!8d,NA,2023-12-04,feature_14,9,189,0,FALSE,2023-12-04,FALSE
21500,U-c4b8%36,S-8b0498,2024-09-21,feature_24,10,1090,2,FALSE,2024-09-21,FALSE
21501,U-c45e00,S-66f0d0,2023-10-12,feature_25,9 ,4995,0,FALSE,2023-10-12,FALSE
21502,U-F734A7,S-2DE283,2024-06-20,FEAT!URE_30,4,480,2 ,FALSE,2024-06-20,FALSE
21503,!U-5298bc,!S-5cce27,NA,feature_23,11,374,0,FALSE,2024-09-23,FALSE
21504,_U-88ebae,S-afa2a9,2024-11-25 ,!featur_e_34 ,15,5685 ,0,FALSE,2024-11-25 ,FALSE
21505,U-1cb637,S-f&c-7e8e,2023-08-05,feature_1%3,12,5268,0 ,FALSE,2023-08-05,FALSE
21506,U-dd8750,S-a%54f87,2023-12-29,.feature_3)4 ,5,390,0,NA,2023-12-29,FALSE
21507,U-40e4d0,S-b49c0a,2024-12-31,feat+ur@e_16 ,8,1440,2,FALSE,2024-12-31,FALSE
21508 ,U-435_7$92,$S-d0c34_4,2024-09-10,feature_25 ,11,4917,0,TRUE,2024-09-10,FALSE
21509,u-0b42#09,s-e6513c,2024-10-24 ,fe)ature_12,9,954,0,false,2024-10-24,false
21510,&U-f5^62d5,S-d0bb87,2023-06-24 ,feat-ure_21,9,4005,2,FALSE,2023-06-24,FALSE
21511,NA,S-$2328*1c,2023-12-15 ,featu)re_29,13,NA,0,FALSE,2023-12-15,FALSE
21512,U-fb5a62,S-765.a5f,2023-09-21,feature_14,12,NA,0,FALSE,2023-09-21,FALSE
21513,U-9847c6,S-322a59,NA,feature_36,6,2196,0,FALSE,NA,FALSE
21514 ,U-20a729 ,S-12b#f!c8,2024-07-15,NA,20,10520,0,FALSE,2024-07-15,FALSE
21515,!U-8ca8af,S-0a01c5,2023-03-07,feat(ure_3,12,3900,0,FALSE,2023-03-07,NA
21516,U_-acdc40,S-01b2dc,2023-06-05,feat(ure_27,5,1695,0,FALSE,2023-06-05,FALSE
21517,U-962139,S-deb65c ,2024-05-30,feature_17,NA,2863,0,FALSE,2024-05-30,FALSE
21518,U-(218f#cb,S-^2fe253,2023-11-29,feature*_38,10,4100,0,FALSE,2023-11-29,FALSE
21519,NA,S-43b6e9,2023-11-04,feature_15,11,6523,3,TRUE,2023-11-04,FALSE
21520,NA,S-18e_3a5,2023-01-22,feature_23,10,890,3,FALSE,2023-01-22,FALSE
21521 ,U-e069af,S-c27_134,2024-03-15,fe&atu.re$_24,12,5172,0,FALSE,2024-03-15,FALSE 
21522,U.-c+fbee0,S-b)9+3c11,2024-07-06,featu@re_25,5,2270,0,FALSE,2024-07-06,FALSE
21523 ,U-d27444 ,S-5e7357,2024-06-18,feat%ure_9,NA,2288,0,FALSE,2024-06-18,FALSE 
NA,NA,S-79ab7e,2023-12-08,feat^ure_2-3,17,9911,0,FALSE,2023-12-08 ,FALSE
21525,NA,S-f180b5,2024-11-10,feature_39,8,1760,0,FALSE,2024-11-10,FALSE
NA,U-2ed4f4 ,S-642365,2023-04-19,feature_9,5,1285 ,0,FALSE,2023-04-19,FALSE
21527,U.-3ae48e,_S-a0f3f7,2023-12-31,fea&ture_12,13,3315,0,FALSE,2023-12-31,FALSE
21528,U-3cf873,S-0*267-b7,2024-11-05,featur$e_2 ,10,3490,0,FALSE,2024-11-05,FALSE
21529,U-68b8d8,S-de9+ce0,2024-03-10,NA,12,4404,2,FALSE ,2024-03-10,FALSE
21530,U-b_5dfb5,S--e8776c,2023-08-02,feature_19,11,NA,0,FALSE,2023-08-02,FALSE 
21531 ,U-5292fe,S-@260d!1e,NA,feature_18,11 ,4301 ,NA,FALSE,2024-08-06,FALSE
21532 ,NA,S-.2ae5d8,2024-04-11,feature_19,NA,7476,0,FALSE,2024-04-11,FALSE
NA,U-952#5d6,$S-ab63e3,2024-03-05,)feature^_19 ,12,6300 ,0,FALSE,2024-03-05,FALSE
21534,U-dc%7973,S-8c-9649,2024-02-09,%featu@re_12,9,NA,0,FALSE,2024-02-09,NA
21535,U-9d01dc,S-07c2c2,2024-12-20,featur.e_8,NA,5202,0 ,FALSE,2024-12-20,FALSE
21536,U-ad5742,S-)239429,2023-12-06,NA,12 ,228,0,FALSE,2023-12-06,FALSE
21537,U-2c*7daa,S-5bb13f,2023-09-16,fe*ature_5,NA,1064,0,FALSE,2023-09-16,FALSE
21538,U-3^4&d038,NA,2024-03-15,f$eat)ure_12,7,2555 ,0,FALSE,2024-03-15,FALSE
21539,@U-6de40&6,S-de3170,2023-12-07 ,%fea@tu$re_18 ,11,1199,NA,NA,2023-12-07,FALSE
21540,U-639e3$9,S-a3e1e3,2024-05-28,NA,10,2870,1,FALSE,2024-05-28,FALSE
21541,U-07b4b0,S-cd$74b9,2023-01-09,fea.ture_22,14,4648,0,FALSE,2023-01-09 ,FALSE
21542 ,U-202f25,S-132103,2023-10-10,feature_4,13,455,0,FALSE,2023-10-10,FALSE 
21543,NA,S-78c(b5f,2023-11-09,feature_27,10,4690,0,FALSE,2023-11-09,FALSE
21544 ,U-0-2$1c3$8,NA,2024-06-22,featur@e_2,6,1716,0,FALSE,2024-06-22,FALSE
21545 ,U-55b113,S-d_bd6b_9,2023-04-01,f!eatu&re_20 ,19,6289,1,FALSE,2023-04-01,FALSE
21546,U-ac_52dc,S-4781b1,2024-01-13,feature_14,10,2320,1,FALSE ,2024-01-13,FALSE
21547,U-0fa408 ,S(-34512a,2023-12-04,$f@eature_5,11,4070,1,FALSE,2023-12-04,FALSE
21548,U-14adf#1,S-482962,2023-10-04 ,feature_28,8,168,1,FALSE,2023-10-04,FALSE
21549,U-d73582,S-6bab8f,2024-04-20 ,feature_33,7 ,217,0,FALSE,2024-04-20,NA
21550,U^-b28e72,S-9925b9,2023-07-15 ,^feature_6,17,3298,1,FALSE,2023-07-15,FALSE
21551,U-b34956,S-faf395 ,2024-03-20,feature_@23,7,NA,0 ,FALSE,2024-03-20,FALSE
21552,U-bf3586,S-b3bd43,2024-05-13,featu.r!e_10,9 ,NA,0,FALSE,2024-05-13,FALSE
21553,U-71f1a0,S-5a1d20,2024-08-07,feature_24,10,3480,0,FALSE,2024-08-07,FALSE
21554,U-f18d43,S-1f4d.b5,2023-03-12,featur(e_21,14,6454,0,TRUE,2023-03-12,FALSE
21555,U-e06268,S-1fd72a,2024-12-27,f&eature_15 ,16,1696,0,FALSE,2024-12-27,FALSE
21556,U(-4F1#26A,S-!7553FB,2024-07-25,FEATUR-E_36,6,NA,1,FALSE,2024-07-25,FALSE
21557,NA,S-c19*e74,2024-10-07,feature#_22,9,3402,2,FALSE,2024-10-07,NA
21558,U-3c^dd30,S-a0^af0a,NA,feature_27,7,3661,0 ,FALSE,2024-08-06,FALSE 
21559,U-105e53,S-3d6100 ,2023-05-01 ,f(eature_1(3,8,4576,0,TRUE,2023-05-01 ,FALSE
21560,+U-D56078 ,S-3F48A5,2023-05-13,FEATU@RE_34,6,3390 ,0,FALSE,2023-05-13,FALSE
NA,U-25bc85,S-c5bec0,2024-04-21,feature_22,13,NA,0,FALSE,2024-04-21,FALSE
21562,U-47)852e,S-36f8c0,2024-12-23,feature_40,8,160,0,NA,2024-12-23,FALSE 
21563,U-dc00ee,S-127d%0b,2023-11-18,feature_26,NA,1080,0,FALSE,2023-11-18,FALSE
NA,)U-37cfff,S-9686c6,2023-06-07,feature_35,9,1827,1 ,FALSE,2023-06-07,FALSE
NA,U-d6e!66e,S-00fcc5,2023-05-17,fe)ature@_3+3,13,6058,0,FALSE,NA,FALSE
21566 ,U-2ffde%3,%S@-9780e9,2024-11-13,feature_31,8,2728,0,FALSE,2024-11-13,FALSE
NA,U-a2a5)2f,S-_373490,2024-03-18,feature_31,12,2712,0,FALSE,2024-03-18,FALSE
21568,NA,S-c3cb12,NA,feature_35,9,2520,0,FALSE,2024-01-14,FALSE
21569 ,U-37c-039,S-52b9a9,2024-04-22,featu-re_7,9,2565,0,FALSE,2024-04-22,FALSE
21570 ,U-.179f75,NA,2024-09-20,f_eature_25,6,3450,0,FALSE,2024-09-20,FALSE
21571,U#-5&47573,S-$43b6-e9,2023-03-24,feature_39,7,84,0 ,FALSE,2023-03-24,FALSE
21572,U-806392,S-d83789,2024-02-12,)f-eature_+24,8 ,1016,0,FALSE,2024-02-12 ,NA
21573,U-&4dde5f,S-+32e881,NA,feature__2,10,2220,0,FALSE,2023-05-26,FALSE
21574,U-b40785,S-947b62,2023-02-03,feature_33 ,11,2530,NA,TRUE,2023-02-03,FALSE
21575,U-7121f3 ,S-52687+4,2024-06-22,fea_t.ure__27,6,204,0,TRUE,2024-06-22,FALSE
21576,NA,NA,2024-04-29,feature_34,13,3679,3,FALSE,2024-04-29 ,FALSE
21577,U-772494,NA,2024-08-24,f&eatu)re_27,14,NA,2,TRUE,2024-08-24,FALSE
21578,U-de@e1dc,S!-a10eb2,2023-05-06,featur_e_16,13,4940,1,FALSE ,2023-05-06,FALSE
21579,NA,S-b9c6ce,2024-10-07,NA,NA,1936,1,FALSE,2024-10-07,NA
21580 ,.U--95ba2_2,S-16dfaf ,2024-12-04,f!ea)ture__1,4,108,0,TRUE,2024-12-04,FALSE
21581 ,U!-6858bd,S-63c794 ,2024-09-02,feature_36,11 ,1738,0,TRUE,2024-09-02,FALSE
21582,U-^9(ac186,S-329a60,2024-09-06,fea-ture_10,10,640,0,FALSE,2024-09-06,FALSE
21583,NA,S-a4d121,2023-10-19,f)ea#ture_2-1,12,432,1,FALSE,2023-10-19,FALSE
21584,U-627eee,(S-e505&f2 ,2024-01-26 ,feature_12,11,3333,0,FALSE,2024-01-26,FALSE 
21585,u-828441,s-4#4c2*c1 ,2024-02-18 ,feature_18,15,NA,0,false,2024-02-18,false
NA,U-8b7264 ,NA,NA,feature_!38,16,8928,0,FALSE,2024-11-29,FALSE
21587,.U-c6bf68,S-fc44ed,2023-12-22,feature_38,14,NA,1 ,FALSE,2023-12-22,FALSE
21588,U-1c9917,S-c8ba)3e,2024-10-14,NA,10,4980,1,NA,2024-10-14,FALSE
21589,U-168163,S.-bb47b9,2023-09-09,feature_19,7,399,NA,FALSE,NA,FALSE
21590,U-01fe)df,S-6ba6&08,2023-03-23,featu-re)_40,12,6108,0,FALSE,2023-03-23,FALSE
21591 ,U-8e690a,S-c8a9@83,2023-06-23,feature_2,10,4290,0,NA,2023-06-23,FALSE
21592,U-e13368,S-87e8d3 ,2023-10-02 ,featur#e_34,14,2982,0,NA,2023-10-02,FALSE
21593,U-&59%e092,S-f039f9,2023-08-17,NA,11,5819,0,TRUE,NA,FALSE
21594,U#-E128AD,S-14F&39F,2023-07-19,NA,10,930,NA,FALSE,2023-07-19,FALSE
NA,U-77d7@6(1 ,S-7ab68f,2023-06-16,feature_7,11,2409,0,FALSE,NA,FALSE
21596 ,NA,^S-2c53ad,NA,featur%e_31,7,2268 ,0,FALSE,2024-03-07,FALSE
21597,U%-5f324b,NA,2024-10-19,feature_29,3,NA,0,FALSE,2024-10-19,FALSE
21598,NA,S-cc4bf0 ,2023-11-07,feature_33,11,4015,1 ,FALSE,2023-11-07,FALSE
21599,NA,S-b#2d472,2024-04-21,feature_5,8,NA,0 ,TRUE,2024-04-21,FALSE
21600,U-dcda5_f ,S-64dd-bc,2023-09-14,feature+_22,6 ,2442,NA,TRUE,NA,FALSE
21601,U-17.fd43,_S-79e254,2023-10-15,featu_re_24,8,NA,1,NA,NA,FALSE 
21602,U-776bd0 ,S-1-8565e,2023-04-01,feature_28,11,1848,NA,FALSE,NA,FALSE
21603 ,u-b5!6508,s)-f4a4c8,2024-05-30,_feat&ure_18,17,3893,0 ,false,2024-05-30,false
21604,U-2b9a+19,S-2c3b-6d,NA,featur#e_40,8,1816,0 ,TRUE,2024-06-06,FALSE
21605,U-3c878f,S-abddce,2024-12-11 ,featur$e_3,7 ,1834,1 ,FALSE,2024-12-11,FALSE
21606,U_-c70491,S!-ea3c2c,2024-08-01,fe!ature_35,NA,666,0,FALSE,2024-08-01,FALSE
21607 ,NA,S-649bb6,2024-12-15,NA,9,2979,1,FALSE,2024-12-15,FALSE
21608 ,U-d5996d,S-6!cb3d7,2023-04-26,fe#ature_10,7,1561,1,FALSE,2023-04-26,FALSE
NA,U-81d@5dd ,NA,2024-11-25,featu@re_26,13 ,6110,NA,TRUE,2024-11-25,FALSE
