ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
t-65d099,a-e60f9d,2024-02-09,2024-02-11 22:00:00,70,u.rg.ent,81,NA,NA
T-5cedd$b,A-4d1e75,2024-07-10,2024-07-10 03:00:00,3 ,medium,173,4 ,FALSE
t-4579d9 ,a-7)6#fa4d,2023-06-23,2023-06-24 05:00:00,29,medium ,57,5,false 
T%-4669d1,NA,2024-03-08,2024-03-09 06:00:00,30,low,101,3 ,FALSE
NA,A-8145a0,2023-08-08,NA,19 ,(high,85,NA,FALSE
T-2+84720,A-cc102e,2024-04-11 ,2024-04-11 01:00:00,1,lo#w,93 ,3,NA
T-20d740 ,A-8-145a0,2024-02-02,2024-02-03 14:00:00,38,medium,NA,NA,FALSE
T-df87ef,NA,2023-03-03,2023-03-05 20:00:00,68 ,high,7,5,FALSE
T-9def1^e,A*-ffc04f,2023-02-23,NA,4 ,high,18,4,FALSE
t-0bc38a,a-c70870,2023-07-08,2023-07-08 19:00:00,19,low,NA,5,false
T-0DE7F1 ,NA,2024-09-22,2024-09-23 01:00:00,25 ,LO$W,NA,NA,FALSE
+T-d4805c,A-1b!9609,2023-06-22,2023-06-22 16:00:00,16,low,42,NA,FALSE
T-b3507#0,A-39b19f,2023-04-01,2023-04-03 19:00:00,67,high,NA,NA,FALSE
T-73d14f,A-)726cfa,NA,2023-08-24 13:00:00,61,NA,142,4,FALSE
t-035748,a-e98302,2023-09-25,2023-09-27 08:00:00 ,56,urgent,133,4,false
T.-b918db,@A--f&2@5.5!09 ,2024-05-08,2024-05-08 21:00:00,21,low,162,5,FALSE 
T-3c%deb2,A-600734,2024-09-09,2024-09-11 17:00:00,65,medium,88,NA,FALSE
NA,A-c_cabf0,2024-04-18,2024-04-19 19:00:00 ,43,medium,NA,NA,FALSE
NA,@A-09316c,2024-12-20,2024-12-22 21:00:00,69,NA,81,3,NA
T-a32dd.4,A-6a7c9d,2024-04-27,2024-04-28 03:00:00,NA,high,13,NA,FALSE
T-e41&8_43,NA,2023-07-22,2023-07-23 06:00:00,30,high ,119,4,FALSE
T(-81a9e7,A-.712f1c,2024-02-27,2024-02-28 19:00:00,43,me#dium,108,4,FALSE
*T-38714f,A-f(e79a5,2024-12-25,2024-12-25 07:00:00,7,high,63,NA ,FALSE
T-322072,A-8e47ca ,2023-02-17 ,2023-02-18 11:00:00,35,high,130,NA,FALSE
T-99b0b8,NA,2023-10-17,2023-10-19 11:00:00,59,low,148 ,3 ,FALSE
T-+98@be5$1 ,A(-5790f4,2024-07-07,2024-07-09 22:00:00,70,medium,13 ,4,FALSE
T-^bb7fa9,NA,2024-09-17 ,2024-09-19 09:00:00,57,hi-gh,81,4,FALSE
T-0a3847,A-49b828,2024-10-04 ,2024-10-04 09:00:00 ,9,medium,20 ,NA,NA
T-6dbff1,A-b&cbe98,2024-05-27,NA,52 ,medium,11,3,TRUE 
T-8b-e779,A-139c^3b,2023-10-26,2023-10-26 21:00:00,21,lo-w,5,NA ,FALSE
T-791d-c9,*A-(0aaf6e,2023-03-29,2023-03-30 20:00:00,44,low ,127,NA,FALSE
T-b25f66,A-f3ff05 ,2023-12-17,2023-12-19 03:00:00,NA,low,104 ,NA,FALSE
T-99.2.cf*9,A-c9bb3e,2024-12-14,2024-12-14 16:00:00,16,medium ,21,4,FALSE
T-d72@e-3b,A-bd4708,2024-11-15,2024-11-15 05:00:00,5,medium,34,3,FALSE
T+-e46e.71,A-9badbd,2023-10-19,2023-10-19 17:00:00,17,urgen@t ,125,NA ,FALSE
T-c5+ffb0,^A-ce66f8 ,2024-05-27,2024-05-28 13:00:00,37,ur.gent,139,NA,FALSE
T-cb3efb,A-e7beab,2023-09-16 ,2023-09-16 19:00:00,19,high,28,5,NA
T-88_5f5b,A-4e9&60a ,2023-08-08,2023-08-08 13:00:00 ,13,low,141,4,FALSE
T#-a45f3e,A-d792a6,2024-02-11,2024-02-12 21:00:00,45,urgent,174,4,NA
T-e834-e7,A-#310452,2024-12-29,2024-12-30,24,mediu%m,NA,4,FALSE
T-d-df662,A-&5247b3,2024-01-14,2024-01-15 09:00:00,33,high,NA,NA,FALSE
)T-210819,NA,2024-09-13,2024-09-13 11:00:00,11,m(ed-ium,87,4,FALSE
NA,A-b9ee#d+8,2023-11-10,NA,24,NA,114,3,FALSE
T_-7cdb82,$A-bd4513 ,2023-04-26,2023-04-28 23:00:00,71,med$iu%m ,NA,4,FALSE
T-c9f3f0,A-309e5(4 ,2024-07-19,NA,26 ,high,145,NA,FALSE
T-45239b,A-7f6b86,2024-10-28,NA,65,high,29 ,NA,FALSE
T-a61785,A-7#56192,2023-04-03,2023-04-05 11:00:00,59,urgent,17,NA,NA
T-1_12307,A-9badbd,NA,2023-10-14 08:00:00,56,NA,NA,5,FALSE
T-8!a14a4,A-(ac8+5cd,2023-11-19,2023-11-21 13:00:00,61,medium,128,3,FALSE 
T-4cf1f9 ,A-d79-2a6,2024-12-29,2024-12-29 14:00:00,14,urgent,125,NA,FALSE
T$-ae29f6,A-*9&a5-32a,2023-09-12,2023-09-13 21:00:00,45,h#i.gh,NA,NA,FALSE
T&-a_5de10,A-ce(550$d,2024-06-03,2024-06-04 12:00:00,36,medium,98,4,FALSE
T-1ab$00a,(A-d922bf,2024-01-25,NA,52,l_ow,30,NA,FALSE
T-.1b7db9,&A-*71$2533,2024-05-05,2024-05-06 16:00:00,40,l@ow,145,5 ,FALSE
T-2b2d2d,A-39_868b,2024-01-21,2024-01-23 07:00:00,55,medium,40 ,3 ,FALSE
T-66d5a0,A-671f31,2024-03-01,2024-03-01 17:00:00,17,urge(nt,153,NA,FALSE
t-056486,a-86902e,2023-05-01,NA,34,medium,7,NA,false
T-afa224,A-bcbe98 ,2024-05-23,2024-05-25 10:00:00,58,@u.rge^nt,1,NA,FALSE
T-6#2614c,A-89ee83,NA,2023-08-02 11:00:00,11,urgent,NA,NA,FALSE
T-abeb6+5,%A-c70870,2024-07-07,2024-07-09 07:00:00,55,low,10,NA,FALSE
T-_C16@052 ,A-%0@5D3B3,NA,2023-09-15 22:00:00,46,HI$GH ,70,NA,FALSE
NA,A-91.23ac,NA,2024-08-03,NA,me#dium ,169,NA,FALSE 
T-347ab6 ,A-cc1_02e,2023-05-18,2023-05-18 07:00:00,7,high,36,NA,FALSE
T-3d947@f ,A--3932_db,2023-02-27,2023-03-01 20:00:00,68,l-ow,26,NA,FALSE
T-921bf)4 ,A-f97b9a,2024-06-10,2024-06-11 03:00:00,27,medium,109,NA,FALSE
T-6b83&1b,A-_92)08f0,2024-12-12,2024-12-14 19:00:00,67,_low,57,3,FALSE
T-c59e1a,_A%-40906c,NA,2024-10-21 13:00:00,37,low,127,3,FALSE
T-abd0a8,A-0!354fe,2024-11-30,2024-11-30 01:00:00,1,high,107,3,FALSE
T-1e6dde,A-ac9111,2024-05-05 ,2024-05-06 16:00:00 ,40,urgent ,89,NA,FALSE
T-94b38c,A-#503d5%a,2023-09-28,2023-09-29 02:00:00,26,high,128 ,NA ,FALSE
%T-399e29,NA,2024-02-25,2024-02-25 01:00:00,1,high,67,NA,FALSE
T-8f-d002 ,A-2d103&6,2023-03-30,2023-04-01,48,low,53,4,FALSE
NA,A-1ac5e0,2024-09-03,2024-09-04 09:00:00,NA,medium,50,4,FALSE
T-e062e2,%A-378b99,2024-08-19,2024-08-20 15:00:00,39,NA,106,3,FALSE
t-880bce,a-54d94a,2024-05-16,NA,71,NA,118,4,false
T-7B0%9D9,A-E19FF6,NA,2024-01-09 09:00:00,9,HI(GH,162,5,FALSE
NA,A-b*b3bd4,2023-12-05,2023-12-07 09:00:00,NA,me^dium,21,NA ,FALSE
T-9e2480,A-328b%d(0,2024-08-24 ,2024-08-26 22:00:00,70,hig(h,26,NA,FALSE
T-a)f5765,A-3c1a3f,2024-03-09,2024-03-09 19:00:00,19,low,44,3,FALSE
T.-b60d)4d,A-4(1)7d2f,2024-02-01 ,2024-02-03 04:00:00,NA,high ,20,5,FALSE
T(-e!33b(60,A-c3_7-6-01,2024-02-26,2024-02-28 05:00:00 ,53,low,23,NA,FALSE
T@-!44$E08C ,A-45C.E7A ,2024-12-14,2024-12-16 02:00:00,50,MEDIU@M,101,NA,FALSE
T-^8c6169,A#-7dacce,2023-07-14,2023-07-14 07:00:00,7,high,135,3,FALSE
_T-@baf332,A-)8#145a0,2023-01-09,2023-01-09 18:00:00,18,medi@u^m,98 ,NA,FALSE
t-e6d8dd,a-(e4b&f5*6,2024-08-10,2024-08-10 22:00:00,22,urgent,175,5 ,false
T-52a5(7e,NA,2024-03-24,2024-03-24 02:00:00,2,urgent ,2,3,FALSE
T-8f8c19,A-&309!e54,2023-05-30,2023-05-30 03:00:00,3,low ,87 ,NA,FALSE
T-5d^46d9,A-fdfc-91,NA,2023-06-13 11:00:00,NA,high,148,NA,FALSE
T-bc+6+854,A-d3c88e,2023-12-15,2023-12-17 01:00:00,49,high,98,NA,FALSE
T(-141b01,A-3*37bc1,2024-12-01,2024-12-01 19:00:00,19,me)diu)m,136,NA,FALSE
T-b37+39a ,A-2f6a32,2023-12-27,2023-12-28 01:00:00,25,medium,139,3,FALSE
T-*fa0eed,A-f25$509,2024-05-30,2024-06-01 01:00:00,49,high,68,NA,FALSE
T-bc6799,A-9f9299,2023-04-12,2023-04-14 23:00:00,71 ,NA,146,NA,FALSE
T-90b3-36,A-d26ab4 ,2023-09-28,2023-09-30 04:00:00,52,urgent,148,4,FALSE
T-1ecc39,A--c7e58b,2024-12-01,2024-12-01 04:00:00,4,high,28,4,FALSE
T-4ecb7+b,A-acb7f7,2023-08-19,2023-08-21 02:00:00,NA,.low,98,NA,FALSE
T-76c48#6,A-089363,2023-11-06,2023-11-07 01:00:00,25 ,low,153 ,3,FALSE
T)-200*65b,A-1e1&b80,NA,2023-05-16 09:00:00,57 ,high,54,4,FALSE 
T-161f9c,A-6c093d,2024-07-11,2024-07-12 03:00:00,27,hi-gh,6,NA,FALSE
T-1e8229,A-5790f4,2023-08-21,2023-08-21 04:00:00,4 ,medium,3,NA,FALSE
T-aa.c2%c$a,A-187#93f,NA,2023-03-05 14:00:00 ,38,low,155,4,FALSE
T-B6D936,A-CB6CC6 ,NA,2024-03-11 18:00:00,18,NA,NA,4 ,FALSE
T-6d8b81 ,A-1@17171,2023-11-04,2023-11-05 20:00:00,44,hi^gh,52,NA ,TRUE 
NA,A-e40f4^5,2023-02-16,2023-02-18,48,high,157,NA,FALSE
T-0*1e321,A-3ce5b8,2024-06-01,2024-06-02 22:00:00,46,NA,80,4,FALSE
T-cd5725,A-f6b2fb,2023-10-26,2023-10-29,72,h+ig*h,155,NA,FALSE
T-e727*f3,A-398(68b,2023-01-27,2023-01-29 12:00:00,60 ,medium,122,4,FALSE
NA,A-6f50a-e,NA,2024-08-08 21:00:00,NA,low,105,5,FALSE
T-533!b28,A-1b96&09,2024-10-22,2024-10-24 17:00:00,65,%high,26,NA,FALSE
T-14571c,A-#02f+a_c6,2023-11-01,2023-11-02 12:00:00 ,36 ,low,176 ,NA,FALSE
T-71AB14,A-F97B9A,2023-01-31,2023-02-01 19:00:00 ,43,M^ED&IUM,39,4,FALSE 
T-7&dca41,A-b48-f73,2023-05-13,2023-05-14 22:00:00,46,low,62,NA,FALSE
T!-777bf4 ,A-0f6450,2023-01-20,2023-01-20 02:00:00,2,low,NA,5,FALSE
T-d5f2dd,A-0%532a9 ,2023-06-30,2023-07-01 14:00:00,38,high,86,3,FALSE
T-!0fc8f9,A-fda07f,2023-11-28,2023-11-29 06:00:00,30,med!ium,110,3,FALSE
T-db2c10 ,A-0aaf6e ,2024-10-13,NA,59 ,low,47,5,FALSE
T-8&9d6c4,A-40de06,NA,2023-11-24 16:00:00,16,m)ed#i^um ,111,4,FALSE
T-4c383b,A-993085,2024-12-09,2024-12-10 13:00:00,37,low,109,3,NA
T-cce7ba ,NA,2024-08-14,2024-08-16 05:00:00,53 ,urgent ,150,NA,FALSE 
T-2651ec,A-8e47ca,2024-02-18,2024-02-18 10:00:00,10,high ,21,NA,FALSE
T-673852,A#--4e44e8,2024-09-15,NA,2 ,low,10 ,3,FALSE
T-!d7%5ceb,A-9b_9fe9,2024-07-26,2024-07-27 09:00:00 ,33,urgent,158,3,NA
-T-(49a11d,A-6c093d,2024-05-08,2024-05-09 12:00:00 ,36,medium,123,5,FALSE
T-2&74cf7,$A--781cc0,2024-01-28 ,2024-01-30 23:00:00,71,low,9,3,FALSE
T@-3%102)1c,A-65a46c,2023-10-14,NA,NA,-low,116,3,NA
T-37d585,A-0f7d77,NA,2023-11-25 04:00:00,52,high,138,5,FALSE
T-d80a44,A-5.8b9ff,2023-02-04,2023-02-06 19:00:00,NA,medi+um,38 ,NA,TRUE
T-1e968e,A-^484819,2023-12-10,2023-12-10 15:00:00,15,urg!ent ,127,NA,FALSE
T-+e1d30&5,A^-14^9a69 ,2023-06-16 ,2023-06-17 22:00:00,46,urg@ent,114 ,3,FALSE 
T-74d3f4,A-038089,2024-05-25,2024-05-26 17:00:00,41,low,102,NA,FALSE
T-b3cd04,%A-52$47b3,NA,2024-09-10 16:00:00,64,medium,51,5,FALSE
t-0cf3^e3,a-0!be*015,2023-03-23,2023-03-25 18:00:00 ,66,m#ediu!m,53,4,false
T-b57da5,#A-65a46c,2024-06-22,2024-06-22 03:00:00,3,urgent,107,NA,FALSE
T-f59d6e,A-3+c1a3f,2023-09-25,2023-09-27 10:00:00,58,low,99,4,NA
T-7(772d$1,A-1$04f1a,2024-03-26,2024-03-28 08:00:00,56,l)ow,40,4,FALSE
T-c895a0,A-5a92e7,2024-10-10,2024-10-10 22:00:00,22 ,mediu%m,3,3,FALSE
T-19ea5b,A-d4ac0e,2024-09-08 ,2024-09-08 18:00:00,18,lo(w,15,NA,FALSE
NA,A-bc4d48,2024-01-22,2024-01-22 12:00:00,12,hig&h,129 ,NA,FALSE
T-3ca62f,A-(3b3.7d9,2023-03-29,2023-03-29 16:00:00,16,urge*nt,103,4,FALSE
t-6684a4,a&-cc8c8f,2023-11-19,2023-11-19 22:00:00,22 ,urgent,103,3,false
T-d0a@540,A-+e5d6ab,2024-09-17,2024-09-19 06:00:00,54 ,NA,11,NA,FALSE
T-b456f1 ,A-c4ea6%0,2023-11-05,2023-11-05 05:00:00,5,low ,22 ,5,FALSE
T-79975c,A-10b^8f2,2023-12-26 ,2023-12-28 20:00:00,68,low,116,5,NA
T-1c3d56,A-3cc791,2024-06-16,2024-06-16 17:00:00,17 ,mediu-m,151,4,TRUE
(T-5fc181,A-a7bd4b,2023-05-06,NA,36,low,109,NA,FALSE
T-$4220fc,A-0f6450,2023-06-06,2023-06-07 03:00:00,27,low,70,NA,TRUE
T-ddd1a5,A-ae05*2&e,2023-04-02,2023-04-03 07:00:00 ,31,l%ow,62,5,FALSE
T^-bf2ee1,A-$b2af2e,2023-08-20,2023-08-20 14:00:00,14,me&dium,99,4,FALSE 
t-4a7bb7,a-6c093d,2023-02-27,2023-03-01 10:00:00,NA,high,76,na ,true
T-ed85f6,A%-05d3b3,2023-08-23,2023-08-23 14:00:00,14,me-dium,40,4,FALSE
T--601022 ,A-39b19f,NA,2024-10-05 19:00:00,43,low,32,5,TRUE
T-8027c4,A-+66224b,NA,2024-03-01 04:00:00,28,+low,113,3,FALSE 
T-eed292,A_-bb2)f49,2024-03-29,2024-03-29 18:00:00,18,&low,100,NA,FALSE
T-779cd9,A-b1#1cd0,2024-01-11,2024-01-12 21:00:00,45,low,160,NA,FALSE
T-1bf8d6,A-cc102@e,2023-10-31,2023-11-02 16:00:00,64,medium,130,5,NA
T-a7d132,A-!503d5a,2024-03-10,2024-03-10 19:00:00,19,low,41,NA,FALSE
T-8ccee6,A-6e08f3,2023-04-07,2023-04-08 02:00:00,26,NA,NA,3,FALSE
#T-c8afc^4,A-#19b2c8,2023-11-28 ,2023-11-29 ,24,medium,29,5,FALSE
T-cdfd3!1,NA,2024-12-11,2024-12-11 05:00:00,NA,h&igh,96,NA,FALSE
T-(13718e,@A-a7bd4b,NA,2023-07-22 16:00:00,NA,high,14,3,FALSE
T-2c$8cf7,@A-940b8b,2023-09-17,2023-09-19 14:00:00 ,62,u-rgent,57,3,FALSE
T-134&994,A-0a62f5,2023-11-05,2023-11-07 11:00:00,59 ,high,NA,NA ,FALSE
T-9F9F2D,+A-4814A3,2023-11-02,2023-11-03 03:00:00,NA,MEDI!UM ,57,NA,TRUE
T-+8_b1e89,A(-cbbe1(2,2024-03-21,2024-03-23 05:00:00,53,high,7,3,FALSE
T!-3804b%6,A*-e!98302,2023-06-28,2023-06-28 03:00:00 ,3,high,40,5,FALSE
T-862af5,NA,NA,2023-03-01 02:00:00,2,low,NA,NA,FALSE
T.-09ee@a1,A-3%28bd0,2024-02-18,2024-02-19 16:00:00,40,medium,106,4,FALSE
T!-e00e0a,A-6e782+7,2024-11-17,2024-11-19 19:00:00,67,medium,81,4,FALSE
NA,a.-94d3da,2024-08-06 ,2024-08-06 14:00:00,14,lo!w ,NA,5,false 
t-e4b58_1,a-ef84cf ,2024-11-02,2024-11-02 16:00:00 ,16,low,11,4,true
T-21d-a91,A%-b9f5b1,NA,2024-08-10 08:00:00,32,low,121,3,FALSE
T-09e88!f,A-bb2f4_9,2023-01-28,2023-01-28 14:00:00,14,u+rgent ,45 ,4,FALSE
T+-085_4a1,A-0354fe,2024-04-11,2024-04-13 14:00:00,62,hig#h,78,NA,FALSE
T-f93%2f6,A-ef%84+cf,2023-08-07,2023-08-07 03:00:00,3,urgent,91,4,FALSE
T-CA7D9*E,A-20736A,NA,2024-12-15 16:00:00,40,HI&GH,145,3,FALSE
T-c2e25a,NA,2023-08-12,2023-08-12 16:00:00,16,medium ,142,5,FALSE
T-f7e86b ,A-1_0b8da,2023-09-23,2023-09-24 ,24,high,32,NA,FALSE
T-6a7af.3,NA,2024-05-15,2024-05-15 05:00:00,5,urgent,134 ,5,FALSE
T-b656%57,A-f9279%2,2024-11-24,2024-11-24 20:00:00,20,!medium,84,NA,FALSE 
T-7df5b2,A-b78@b!f8,2024-12-01,2024-12-01 06:00:00,6,medium ,161,5,FALSE
T-30fb5@e ,A-34ea2f,2023-12-20,2023-12-20 11:00:00 ,11,low,158,3,FALSE
T-0cd0f4,A-f6b2fb ,2023-01-26,2023-01-27 16:00:00,40,high,56,NA,NA
T-72295c,*A-^ad64c6,2024-04-20,2024-04-20 04:00:00 ,4,NA,60,NA,FALSE
T$-bf6b9b,A-35083d,2023-10-02,2023-10-04 04:00:00 ,52,high ,87 ,5,NA
T%-d7%ff1e,A-558c72,2024-05-03,2024-05-05 23:00:00,71,urgent,91,4,FALSE
NA,A-68f37c,NA,2023-11-02 02:00:00,NA,m$edium,169 ,NA,FALSE
T-4cc0d7,A^-558c72,2023-09-08,2023-09-10 12:00:00,60,mediu*m,NA,5,TRUE
T-6b7933,A-b7ef83,2024-01-24 ,2024-01-25 04:00:00,28,NA,88,4,FALSE
T-970$3b6,A@-7d$f7a7,2023-07-04,2023-07-04 08:00:00,8,u_rgent,NA,4,FALSE
T-f10d70,A-fda07_f,2024-09-01,NA,6,hi)gh,3,4 ,FALSE
T-f09@f22,A-ef84cf ,2024-10-27,2024-10-29 14:00:00,62,urge&nt ,54,5,NA
T-5ab106,A-f97b9a ,2024-11-14,2024-11-15 19:00:00,43,low,45,NA,FALSE
T-%d*67&e21 ,@A-4814a$3,2023-05-31,2023-05-31 12:00:00,12,low,150,NA,FALSE
T-3991)0e,A-01$9782,NA,2024-09-09 10:00:00 ,10,urgen*t,166,NA,FALSE 
T-0e1c0e,A$-69%b156,2024-07-06,2024-07-08 16:00:00,64 ,hig(h,161,5,FALSE
T#-e4%96a8,A-117171,2024-08-22,2024-08-22 22:00:00,22 ,medium,34,NA,FALSE
T-1DBFC1,A-C42F1#F,2023-01-08,2023-01-10 22:00:00,70,NA,67 ,NA,FALSE
T-de489a,A-(692f18,NA,2024-07-30 07:00:00,NA,high,96,NA,FALSE
T-fd80a1 ,A-b_cbe#98,2023-09-24,2023-09-26 01:00:00,49,urgent,122,NA,NA
T-0e39f9,A-726cfa,2024-08-05,2024-08-05 09:00:00,9,NA,93,4,FALSE
NA,A.-474ad4,2024-05-03 ,2024-05-03 18:00:00 ,18,me.dium ,76,5,FALSE
T-324459,A-51)ec1b,2023-08-20,2023-08-22 10:00:00,58 ,high,105,5,FALSE
T-2b0805,A-202b67,2024-07-28,2024-07-29 11:00:00,35,urgent,179,NA,FALSE
T-1f5%562,A#-86902!e,2023-01-25,2023-01-27 17:00:00,65,medium,69,NA ,FALSE
T-c2a8^c2,A-$779e(4e,2023-07-11,2023-07-11 15:00:00,15,NA,86,5,NA
T-dbe987,A-4+63db0,NA,2023-02-24 21:00:00,69,NA,25,NA,FALSE
T-17b048,A-443b7%c,2023-08-23,2023-08-24,24,urgent,44,3 ,NA
NA,A-f17767,2023-03-13,2023-03-15 13:00:00,61 ,high,88,NA,TRUE
T-3716d2,A-e61e*98,2023-10-17,2023-10-19 23:00:00,71,medium,127,5,FALSE
^T-c160*96,A--e08cd3,2024-12-26,2024-12-28 09:00:00,57,urgent,148,4,FALSE
T-07968b ,A*-068fc6,2023-04-04,2023-04-06 14:00:00,NA,lo_w,123,NA,FALSE
T(-c6d16e,A-00bed1,2024-03-13,2024-03-14 04:00:00,28,urgent,107,4,FALSE
T+-0088b7,A-ce550d,2024-05-15 ,2024-05-17 17:00:00,NA,medium,173,3,TRUE
T-3a75b1,A-3be56b,2024-02-13,2024-02-15 12:00:00,60,low,61,4,FALSE
T-6a9@9e2,A-c42f1%f,2024-09-28 ,2024-09-30,48,low,37,5,FALSE
T-646e6d,A-019782,2024-12-01,NA,10,urgent ,48,3,FALSE
T-e81350,A-cea1f0,2024-09-02 ,2024-09-04 01:00:00 ,49 ,urgent,172,5,FALSE
NA,A--f4^46b6,2023-12-20,2023-12-20 22:00:00 ,22,NA,106 ,4 ,FALSE
NA,NA,2023-07-19,2023-07-19 21:00:00,NA,l!ow,143,NA ,FALSE 
NA,A(-f51f16,2023-04-23,2023-04-23 15:00:00,15,urgent,109,NA,FALSE
T-911d71,A-dcc3f1,2024-03-20,2024-03-21 16:00:00,NA,urgent,3,3,FALSE
T-861!A59,A-3B3+7D9 ,2024-09-23,2024-09-24 04:00:00,28,MEDIUM,39,NA,FALSE
NA,A-503D(5A,2023-11-06 ,2023-11-08 10:00:00,NA,MEDIUM,116,NA ,FALSE
T!-8132dc,NA,NA,2023-09-14 09:00:00,33,urgent,11 ,NA,FALSE
#T$-ad(07#7a,NA,2023-10-16,2023-10-17,24,urg)ent,12,3,FALSE
T-09f4bd,A-ce66f8,2023-09-11,2023-09-12 10:00:00,34,medium,75,3,FALSE
T-c^d1aee,A-1ac5e0,2023-08-05,2023-08-05 06:00:00,6,high,99,3,FALSE
T-ff7*78b,A-9badbd,2024-10-12,2024-10-12 16:00:00,16,l^ow,NA,NA,FALSE
T-3090a7,A-f19409,2023-03-09,2023-03-09 05:00:00,5,m)ed.ium,NA,NA ,FALSE
T-e67195,A-3c.e5b(8,2024-10-25,2024-10-27 02:00:00,50 ,l)ow,156 ,3,FALSE
T-0c9932,A-eb.2fdc,2023-10-18,2023-10-18 16:00:00,16,m&edium,50,5,FALSE
T$-b#88fe0,A-&3!4ea2f,2023-11-08,2023-11-08 07:00:00,7,NA,42,NA,FALSE
T-e63e72 ,+A-396e5*f,2024-06-02,2024-06-02 21:00:00,21,high,NA,NA,FALSE
T-ae7b6e,A#-4e.44e8,2023-02-18,NA,NA,@ur_gent,45,3,NA
T-+963409,A-5a92e7,2023-04-01,2023-04-01 17:00:00,NA,urgent,127,4,FALSE
T-7faf10 ,A+-60073(4,2023-09-01,NA,52,NA,79,NA,FALSE
T-b9f162,A-20736a,NA,2024-12-03 09:00:00,57,#high,131 ,4,FALSE
-T%-2-9acb7,NA,2023-05-07,2023-05-07 21:00:00,21,urgent,76,NA,FALSE
T@-1+a05b7 ,A-2446e3,2024-02-08,2024-02-08 06:00:00,6,urgent,NA,3,FALSE
NA,A_-17^939a,NA,2023-12-31 10:00:00,34,me%dium,7,NA,FALSE
T-c4!4351 ,A-4d1e75,2024-04-29,2024-04-30 03:00:00,27,medium,24,4,FALSE 
T-5c1ed!6,A-de58ca,2023-05-08,2023-05-08 12:00:00 ,NA,low,148,3,FALSE
T-e2e929,A.-b(07b5%6,2023-04-30,2023-05-01 04:00:00,28,high,43,3,FALSE
NA,#A@-378+b99,2023-12-01,2023-12-02 04:00:00,28,l+o.w,110,NA,FALSE
T-ffc8ec,A-43a9e$3,2024-06-26,2024-06-27 11:00:00,35,medium,41,3,FALSE
NA,A-0354fe,NA,2024-11-07 15:00:00,15,@medium ,14,NA,FALSE
t-3@b6d69,a-ba65#16,NA,2024-06-26 12:00:00 ,60,NA,90 ,4,false
T-dd2_6_74,A-3932#db,2024-01-28,2024-01-28 19:00:00 ,19,h+igh,158,5,FALSE
T-@ae22ba,A-bb3#bd4,2023-10-14,2023-10-14 03:00:00,3 ,low,178,4 ,FALSE
T-34421f,A-02fa.c6,2024-05-18,2024-05-18 16:00:00,16,high,179,3,FALSE
T-10&18b1,A-1619f8,2024-02-12,2024-02-12 20:00:00,20 ,mediu^m,NA,NA,FALSE
T-+47-4619,NA,2023-10-08,2023-10-08 03:00:00,3,m_edium,NA,5,FALSE
T--f925c6 ,A-4#2)5e76,2023-02-14,2023-02-14 16:00:00 ,16 ,high,162 ,4,TRUE 
T-b6^63_3c ,A-02fac6,2024-02-18,NA,34,.ur&g.ent,107,NA,FALSE 
(T-7_dd$fa5 ,NA,2023-09-30 ,2023-10-02 08:00:00,56,h^igh,NA,NA,FALSE 
NA,A)-798a3f,2024-10-30,2024-10-30 07:00:00,7,u$rgent,34,4,FALSE
T-$5d.bf5b,A-7cfe77 ,2023-03-15,2023-03-16 14:00:00,38,h_igh,NA,NA,FALSE
T-ecf597,A-d42431,2023-01-29,2023-01-29 10:00:00 ,10,NA,174,3,FALSE
!T--cb)2104,A-fb186e,2023-06-03,2023-06-03 09:00:00,9,low,6,5,FALSE
T-*235e0a,A-ce66f8,2023-05-17,2023-05-19 22:00:00,70,%me)di#um,107 ,NA,FALSE
T-9369c9 ,A-e351e1 ,NA,2024-08-19 17:00:00,41,urgent,51,3,FALSE
T-86a1f6,A-!bb2f49,2024-01-20,2024-01-21 11:00:00,35 ,high,162 ,NA,FALSE
T-1ba7(3b,NA,2023-11-20,2023-11-20 03:00:00,3,NA,75,3,FALSE
T-c863$f8,A-94f+8c+9,2023-11-12,2023-11-14 21:00:00,69,low,141,5,FALSE
T-1ea354,A-ae052e,NA,2023-12-07 12:00:00,12 ,urgent,48,NA,FALSE
T-611c1e,A-8e47ca,2023-03-09,2023-03-09 04:00:00 ,4,(hi.gh,17,3,FALSE
T-6&047ED,+A-C45B_23,2024-04-23,2024-04-25 13:00:00,61,HIGH,25,NA,FALSE
T-47ef6b ,A-71242)6,2023-10-17,2023-10-17 01:00:00,1 ,mediu*m ,43,NA,FALSE
t-2e8d9d,a)-9ee962,2023-04-15,2023-04-15 08:00:00,8,lo*w,31,NA,false
NA,A-7f6b86,2023-05-18,2023-05-18 15:00:00,15,NA,39,NA,FALSE
T-520606,A^-43a9e.3,2023-01-15,2023-01-15 15:00:00,15,ur%gent,89,NA,FALSE
T-3f*5174,A-a7bd4.b,2024-06-07,2024-06-08 18:00:00,42,high,98,3,FALSE
T-3a9f01,A-038089,2023-10-10,2023-10-12 13:00:00,61,)urgent,32,3,NA
(T-91bbd.1,A-427b69,NA,2024-05-08 09:00:00,57,.urgent,120,3 ,FALSE
T*-*72bc99,A-ff3c73,2023-03-08,2023-03-08 05:00:00,NA,urgent,116,4,FALSE
