subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-61c27e,A-158f4.e,2023-06-02,NA,Basic,61,1159,13908,FALSE,NA,FALSE,FALSE,monthly,TRUE
S-a7d^34e,A-a7bd4b,2024-05-31,NA,Pro,51,2499,29988,FALSE,NA,FALSE,FALSE,annual,TRUE
S-0EBA5A,A-FB1@86E,2024-12-22,NA ,ENTERPRISE,29,NA,69252,NA,FALSE,FALSE,FALSE ,NA,TRUE
S-1d66%1c ,A-9c18c4,2023-11-30,NA,Enterprise,12,2388,28656,FALSE,TRUE,FALSE,FALSE,annu$al,TRUE
s-6$a!56f1,a--684255,2024-10-17,NA,NA,NA,588,7056,false,false,false,false,ann$ua#l,false
NA,A-f03140,2024-10-04,NA,E!nterprise ,NA,5373,64476 ,FALSE,TRUE,FALSE,FALSE,month%ly,TRUE
NA,A$-b48f73,2024-12-06,NA,Ente&rprise ,80,0,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-+d53c0a,A-(8+e47ca,2024-03-28,NA,Enterprise,19,3781,45372,FALSE,TRUE,FALSE,FALSE,annual,FALSE
S-22cb*b3,A-92a3af ,2024-10-30,NA,Pro,77,3773,45276,FALSE,FALSE,TRUE ,FALSE,m@ont_hly,FALSE
NA,A-e%40f45,NA,NA,Enterprise,21,4179,NA,FALSE,FALSE,FALSE,NA,m.onthl+y,TRUE
S-#d8fa45,A*-5a215a,2024-10-18,NA,Basic,87,1653,19836,FALSE,FALSE,FALSE,FALSE,monthl$y,TRUE
S-2-4d19a,A-34ea2f ,2024-09-10 ,NA,Pro,8 ,392 ,4704,FALSE,FALSE ,FALSE ,FALSE,a(nn%ual,FALSE
S-c8739&1 ,A-fe79a5,2024-12-08,NA,&Pro ,9,NA,0,TRUE,FALSE,FALSE,NA,month$ly,TRUE
S-a9952f,A-0aaf$6e ,2024-08-18,NA,P+r@o,11,0,0,TRUE,FALSE,FALSE,FALSE ,monthly,TRUE
S-3867d6 ,A-e60f9d ,2024-12-23,NA,Pro,29,0,0,TRUE,FALSE,FALSE,NA,annual,TRUE 
S-6.0cb51,A-4c38bc,2024-04-21,2024-10-25,Bas@ic,36,684,8208,FALSE,FALSE,FALSE,TRUE,monthly ,FALSE 
s-8(ba974,a-cc98bc,2024-07-03,2024-08-23,p$ro,32,1568,18816,false,false,false,true,a*nn*u.al,NA
@S-f7e)37-f,A-_7)94a0b,2023-08-07,NA,Pr_o,23,0,0 ,TRUE,FALSE,FALSE,FALSE,annua@l,TRUE
S-ff1b11,NA,2024-11-30,NA,Bas@ic,32,608 ,7296,FALSE,FALSE,FALSE,FALSE ,annual,FALSE
S-f6e(1^16,A-4d(1e75,2024-10-31 ,NA,$Pro,20,980,11760,FALSE,FALSE,TRUE,FALSE,monthly,TRUE
NA,A-533452,2024-11-21,NA,P(ro,25,1225,14700,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-27^e42e,A-600734,2024-03-02,NA,Pro,29,1421 ,17052,FALSE,FALSE,NA,FALSE,m+on_thly,TRUE
S-bd3e24,A-ffc@04f,2024-12-21,NA,Pro,13,637,7644 ,FALSE,FALSE,FALSE,NA,annual,TRUE
S%-9e64bd,A-+c7*e*58+b,2024-09-07,NA,Pr#o ,16,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-ad5d94,A-35083d,2023-11-30,NA,Basic,19,0,0,TRUE ,FALSE,FALSE,FALSE ,annual,FALSE
S-44#483e ,A-bbc346,2024-09-30,2024-10-22,Ent&erpr.ise,19,0,0,NA,FALSE,TRUE,TRUE,monthly,TRUE
S-b75a31,A-a8b49c,2023-11-10 ,NA,Pr%o,7,NA,4116,FALSE,FALSE,FALSE,FALSE,annual,NA
S-731ee3,A-9077b$0,2024-11-09,2024-12-07,!En)terprise,14,2786,33432,FALSE ,FALSE,FALSE,TRUE,annua$l,TRUE
S-0$c91.c4,A-27)89e-3,2024-10-11,NA ,NA,11,2189,26268,FALSE,FALSE,TRUE,FALSE ,a-nnual,TRUE
S-*1*48506,A-3-A5AD8 ,2024-01-01,NA,BASIC,9,171,2052,FALSE,FALSE,FALSE,FALSE,ANNUAL,TRUE
S-23d802 ,A-ad64c6,NA,NA,Basic,54,0,0,TRUE,FALSE,NA,FALSE,m.onth(ly,TRUE
S-3e3033,A&-e60f9d,2024-12-11,NA ,Pro,31,0,0,TRUE,FALSE,FALSE,FALSE,annu-al,TRUE
S--d5ac8c,NA,2024-05-22,NA,En$terp-rise,34,6766,81192,FALSE,FALSE,FALSE,FALSE,ann-ual,TRUE
S)-AD^31B0,NA,2024-12-29,NA ,PRO,22,1078,NA,FALSE,NA,FALSE,FALSE,MONTHLY,TRUE
NA,*A-8bde$0c,2024-12-24,NA,Enterprise,12,2388,28656,NA,TRUE,FALSE,FALSE,monthly,TRUE
S-467d4a,A#-1b7*5$77,2024-11-14,NA,P-ro,9,441,5292,FALSE,FALSE,FALSE,FALSE,an%nu*al ,TRUE
S-e1dc0b,A-e5d6ab,2023-09-16,NA,Pro,17,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE 
S-4b7873,A-0651a4,2024-11-25,NA,Ba(sic,16,304,3648,FALSE,FALSE,FALSE,FALSE,annual,TRUE
s-9f57f5,&a-96e141,2024-05-04,NA,enterprise,14,2786,33432,false,false,false,false,monthly,true
S-a8$247_3,A-f)da07-f ,2024-09-12,NA,Enter&p+rise,16,3184,38208,FALSE,FALSE,FALSE,FALSE ,annual,TRUE
S-15582c,A-600.734,2024-09-05,NA,Ba*sic,29,551,6612,FALSE,FALSE,FALSE,FALSE,(month+ly,TRUE 
S-caca4f,&A-e839#38,2024-12-06 ,NA,Basi$c,54,1026,12312,FALSE,FALSE,FALSE,FALSE,annu!al,NA
s-4911f9 ,a*-$bb2f49,NA,na ,basic ,8,152,1824,NA,NA,false,false,annua.l,true
S-f7f6d7 ,A-425e76,2024-05-07,NA,Basic,NA,266,3192,FALSE,FALSE,FALSE,FALSE,m$onth@ly,NA
S^-1!a0f22,A-d26ab4,2024-12-20,NA,En(terprise,18,3582,42984,FALSE,FALSE,FALSE,FALSE,monthly ,TRUE
S-_3037ab,A-b9eed8 ,2024-08-27,NA,Basi.c,17,323,NA,FALSE,NA,TRUE,FALSE,ann-ual,TRUE
*S-7_22@103,)A-a09355,2024-10-27 ,NA,Enter.pr#ise ,14,0 ,0,TRUE,NA,FALSE,FALSE,monthly,TRUE
-S-ca1cb9,A-5a215a,2024-09-16 ,2024-11-13,Enterp)rise,87,17313,207756 ,FALSE,FALSE ,FALSE,TRUE,annua%l,NA
NA,A-41-0.e86,2024-12-02,NA,Pro,24,1176,14112,FALSE,FALSE,FALSE,FALSE,annu@al,NA
^S-3236ee,A-0b0d6d,2024-12-31,NA,Basic ,13,247,2964,FALSE,NA,FALSE,FALSE,monthly,NA
.S)-5c#b8@7c,A-e89151,2024-04-20,NA,NA,24 ,1176,NA,NA,FALSE,FALSE,FALSE,mon!thly,TRUE
S-3BA&F90,A-5!A3EB9,2024-06-19,NA,BASIC ,40,760,9120,FALSE,FALSE,FALSE,FALSE,NA,FALSE 
s-3!110d9,a-692f18,2024-08-20,na ,enterpri$se,17 ,3383 ,40596,false,false,true,false,annu@al,false
NA,A-6.a7c9d,NA,NA,Enterpris!e,26,5174,62088,NA,FALSE,FALSE,FALSE,mont#hl(y,TRUE
S-fc2bf2,A-f3ff05,2024-08-01,NA,_Bas#ic,28,532,6384,FALSE,FALSE,FALSE,FALSE,mo*nthly,TRUE
S-^9c67ab,A-c62e-55 ,2024-04-04,NA,@Basic,NA,152,1824,FALSE,NA,FALSE,FALSE,annua*l,TRUE
S-f22b7!f,A-b^44e3e ,2024-12-27,2024-12-27,Enterpri@se,40,NA,95520,FALSE,FALSE,FALSE,TRUE,an@nua)l,TRUE
S-71d31c,A-bd4708,2024-12-16,NA,Basic,37,0,0,TRUE,FALSE,FALSE,FALSE,annual,FALSE 
S-64d8c9,A-34ea!2f,NA,NA,Basic,41,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA
S@-f4335b,A-0#75-038,2024-08-19,NA,Enterprise,17 ,3383,40596,FALSE ,FALSE,FALSE,FALSE,annual,FALSE
(S-1ad9cb ,A-$4d1e75,NA,NA,Pro,20,980 ,11760,FALSE,FALSE,FALSE,FALSE,monthly,TRUE
S-(866608,A-88c6(ca,2024-12-23,NA,Pro,23,NA,13524,NA,FALSE,FALSE,FALSE,annual,TRUE
S-fccc09,A-1f0ac7,2024-12-20,NA,Pr+o ,24,1176,NA,FALSE,TRUE,FALSE,FALSE,monthly,TRUE
S-19858@e,*A-92a3af ,2024-09-17,NA,&Pro,30 ,1470,17640,FALSE,FALSE,TRUE,FALSE,annual,TRUE
%S-db0f41 ,A-af$a50^5,NA,NA,Enterprise,NA,13930,167160,FALSE,FALSE,NA,NA,monthly,FALSE 
s-897d69,a-0a2&82f,2024-12-20,NA,pro,55,2695,NA,false,false,false,false,mon+thly,true
S-b57dcd,A-e5d6ab,2023-05-11,NA,Basic,NA,95,NA,FALSE ,FALSE,FALSE,FALSE,annual,TRUE
S-6d3477,A-&cd458b,2024-10-25,NA ,Enterpri^se,47,9353,112236,FALSE,FALSE,FALSE,NA,*a(nnua&l,TRUE
NA,NA,2024-06-24 ,NA,Ent.erpr+ise,40,7960,95520 ,FALSE,FALSE,FALSE,FALSE,annua$l,TRUE
S-503^34b,A-f17767,2024-08-21,NA,Pro,12,NA,7056,FALSE,FALSE,FALSE,FALSE,mont^hly,TRUE
S-9f9dfe,A-c62e#5&5,2024-11-28,NA,Pro,30,1470,17640 ,FALSE ,FALSE,FALSE,FALSE,mon_t&hly,NA
S-FA2170 ,A-AD3ABD,2024-10-14,NA,PRO,44,2156,25872,FALSE,NA,FALSE,FALSE ,MONT*H@LY ,TRUE
NA,A-c58f!49,2024-11-07,NA,Enterprise,70,13930 ,NA,FALSE,NA,FALSE,FALSE,monthly,TRUE
NA,A-C222AB,2024-12-27,NA,PRO,32,1568,18816,NA,FALSE,FALSE,NA,MON)THLY,TRUE
S-51dd23,A-7c6b6b,2024-12-14,NA,Basic,6,114,1368,FALSE,FALSE,FALSE,FALSE,monthl.y,NA
S!-532e80,A-993085,2023-09-30,NA,E_nterpr@is)e,31,6169,74028,FALSE,FALSE,FALSE,FALSE ,annua_l,FALSE
S-1682-d4,A-c16b8+8,2024-12-26,NA,En@terprise ,23,4577,54924,NA,FALSE,FALSE,FALSE,*annual,FALSE
S-dcbf4+5,A-0f3e8$8 ,2024-01-01,NA,&Pro,22,1078,12936,FALSE ,TRUE ,FALSE,NA,monthly,TRUE 
s-7151d9,a-eb7c38 ,NA,na ,basic,102,1938,23256,false ,true,NA,false,annu$al,true 
S-523cce,A-1&b9609,2024-08-28,NA ,NA,30,5970,71640,FALSE,FALSE,NA,FALSE,monthly,TRUE 
S-c069ab ,_A-95^6988,2024-12-05,NA,En-terprise,55,NA,131340,FALSE,FALSE,FALSE ,FALSE,annual,TRUE
NA,_A-6c093d,2023-08-25,NA,Pro ,13,637,7644,FALSE,NA,FALSE,FALSE,ann-ual,TRUE
&S-6f75be,A-+65a46*c ,2024-03-05,NA,Enterprise,78,15522,NA,FALSE,FALSE,FALSE,FALSE,+monthly,TRUE
S-e#a3d54,A-.439b2f,NA,NA,Enterprise,1,199,2388,FALSE,FALSE,FALSE,FALSE,monthly,FALSE 
S-@dc6a2a,A-309e54,2024-12-21,NA ,P(ro,15,NA,NA,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
NA,A-50f3f7,2024-02-02,NA,Basi+c,31,589,7068,FALSE ,FALSE,FALSE,NA,mont!hly,TRUE
S-6cfb27,A-a8d89d,NA,NA,Basic,13,247,2964 ,FALSE,NA,FALSE,FALSE,monthly,TRUE
NA,A@-40906c,2024-05-28,NA,NA,92,0,0,TRUE,FALSE,FALSE,FALSE,mo*n!t)hly,NA
NA,A@-3932)db,2024-02-15,NA,NA,19,361,4332,FALSE,TRUE ,TRUE,FALSE,month_ly,TRUE
S%-af4%30c,A-1b7577,2024-12-29,NA,Pro,11,539 ,6468,FALSE,FALSE,FALSE,FALSE,NA,TRUE
S-E2C20A ,A@-3BE_56B,2023-12-16,NA,@PRO,62,3038 ,NA,FALSE,FALSE,FALSE,FALSE,MONTHLY,TRUE
.S-cbfd@83,A-fa2041,2024-06-16 ,NA,Pro,52,NA,30576,FALSE,FALSE,FALSE,FALSE,monthl$y,TRUE
S.-86415)7,A+-039727,2024-12-15,NA,Pro,25,1225 ,14700,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-*d9d6ac,A-054577,2024-07-17 ,NA ,Enterprise,3,597,7164,FALSE,FALSE ,TRUE,FALSE,%an*nual ,TRUE
S-67da25,A-5a92e7,2024-07-22,NA,Basic,7,133,1596,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-8&0!016a,A-1b+9609,2024-01-11,NA,Enterpris.e,NA,995 ,11940,FALSE,FALSE,FALSE,FALSE,month.ly,NA
S-817c(f0,A-378b%99,2024-10-14,NA,P#ro,9,441,5292,FALSE ,FALSE,FALSE,FALSE,annual,TRUE
NA,A-dcc3f1,2024-10-29,NA,En#terprise,21,4179 ,50148 ,NA,FALSE,TRUE,FALSE,monthly,TRUE 
S-49B0DA,A-F!E79A5 ,2024-11-14,NA,NA,NA,1791,21492,FALSE,FALSE,FALSE,FALSE,ANNUAL,TRUE
s-765100,a$-b7ef.83,2024-06-29,NA,ba.sic,43,817,9804,false,false,false,false,mon$thly,true
S-62fb8e,A-&ef84cf,2024-03-12,NA ,En-t$erprise,8,0 ,0 ,TRUE,FALSE,FALSE,FALSE,month)l*y,TRUE
*S-3e0382,A-425e76,2024-05-24,NA,Basic,27,513,6156 ,FALSE,NA,FALSE,FALSE,m!onthly,TRUE
S-F$C4AC6,A-AC1@4BB,2024-02-22,2024-06-13,BA-SIC,21,399,4788,FALSE,FALSE,FALSE,TRUE,NA,TRUE
S-79-8707,A-6e7827,2023-08-02,NA,Pro,8,392 ,4704,FALSE,TRUE ,NA,FALSE,annual,NA
S-039a8e,A-3314-2_4,2024-02-16,2024-08-12,Basic,11,209,2508,NA,FALSE ,FALSE,TRUE,(annual,NA
+S-d9f51-8,A-0+9540c,NA,NA,Pro,67,NA,39396,FALSE,FALSE,FALSE,FALSE ,an.nual ,TRUE
S-+eb23(dd,A*-4#ef964,2024-09-27,2024-10-29,NA,38,722,8664,FALSE,NA,FALSE,TRUE,monthly,TRUE
S-81635+4,A-186a44,2024-05-20,NA,Pro,NA,0,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
S-*4e4b10,@A-4e^631b,2024-08-22,NA ,B-a&sic ,NA,418,5016 ,FALSE,FALSE,FALSE,FALSE,monthly ,FALSE
S-2fd486,A-18793f,2024-12-29,NA,Pro ,148,NA,87024,FALSE,FALSE,NA,FALSE,annual,TRUE
NA,A-bc)b^e98,2024-11-20,NA,#Pro,46,2254,27048,NA,TRUE,FALSE,FALSE,NA,TRUE
S-3bb8a2,A-659280,2024-04-28,NA,NA,19,3781,45372,FALSE,FALSE ,FALSE,FALSE,monthly,FALSE
S-b0e@6*21,NA,2024-11-23,NA,Pro,3,147,1764,FALSE,FALSE ,FALSE,FALSE,monthl^y,NA
NA,A+-62(5d0b,2024-10-17,NA,Pro,42,2058 ,24696,FALSE,FALSE,FALSE,FALSE ,monthly,FALSE
S-32657^7,A-FDA07F,2024-09-22,NA,BASIC,7,133,NA,FALSE,FALSE ,FALSE,NA,AN%NUAL,TRUE
S-26de.eb,A-8ade(dc,2024-09-07,NA,Pro,68,3332,39984 ,NA,NA,FALSE,FALSE,annua.l,TRUE
S-59c612,A-aa+951.1 ,2023-10-25,NA,Basic,23,437,5244,NA,FALSE,FALSE,NA,(mo)nthly,TRUE
S-d933e7,A-fdf(c91,NA,NA,Pro,29,1421,NA,FALSE,FALSE,FALSE,FALSE ,monthly,TRUE
(S-45ee20,A-1619f8,2024-07-21,NA,+Basic,29,551,6612,FALSE,FALSE,FALSE,FALSE,)monthly,TRUE
NA,A-c9bb%3e,2024-09-30,NA,Pro,10,490,5880,FALSE,NA,FALSE,FALSE,monthly,FALSE
S-83.b-708 ,A-2d.1036,2024-09-02 ,NA,Basic,69 ,1311,15732,FALSE,FALSE,FALSE,FALSE,mo*nthly,TRUE 
S-f84a6f,A-d27f50 ,2024-07-22,2024-10-14 ,^Enterp*rise,44,8756,105072,FALSE,FALSE,FALSE,TRUE,*monthly,TRUE
S-369495,NA,2024-10-20,2024-11-18,Pr#o,8,392,4704,FALSE,FALSE ,FALSE,NA,monthly,TRUE
-S-6F0AA3,A-1986$CA,2023-11-16,NA ,EN&TER^PRISE,20,0,0,TRUE ,FALSE,FALSE,FALSE,MON!THLY ,TRUE
NA,A-b0734_6,NA,NA,Ba%sic,51,969,NA,FALSE,FALSE ,FALSE,FALSE,NA,TRUE
s*-(c0a7d8,a%-0dbdc6,2024-10-26,NA,enterprise,30,5970,71640,false,false,NA,false,m(onthly,true
*S-b6aefa,A#-6da^850,2024-09-01,NA ,Pro,5,245,2940,FALSE,FALSE,FALSE,NA,annual,TRUE
S-d(19#216,A-1-79*39a,2024-12-28,2024-12-29,Basic,86,1634,19608,FALSE,FALSE,FALSE,TRUE ,NA,TRUE
S-330457,A-ad3abd ,2024-07-20,NA,Pro,44,2156,25872,FALSE,NA,FALSE,FALSE,monthly,FALSE
S-495d33 ,A-50f.3f7,NA,NA,Basic,31,589,7068,NA,FALSE ,FALSE,FALSE,mont-hly,TRUE
NA,A-de24^d5,2024-11-15 ,NA,En(terprise,17,3383,40596,NA,FALSE ,FALSE,FALSE ,NA,TRUE
S-a543!81,A-14_9a69,2024-12-05 ,NA,Basic ,NA,646,7752,FALSE,FALSE,FALSE,NA,monthly,FALSE
S-2#1b68e,-A-4f18f0,2024-04-25,NA,Enterprise,25 ,0 ,0,TRUE,FALSE,FALSE,FALSE,monthly,TRUE
s-4040a.9,a^-6f50ae,2024-05-14 ,NA,pro,19,931,11172,false,false,false,false,monthly,false
S-8966c9,)A-cd4$58b,2024-09-26,NA,Basic,27,513,6156,FALSE,NA,FALSE,FALSE,monthly,TRUE
S-7027$5b,A-f4&5426,2024-08-09 ,NA,Basic,20,380,4560,FALSE ,FALSE,TRUE,FALSE,annual,TRUE 
S-6$cff$51,A-&c37601,2024-12-23,NA ,Pro,28,1372,16464,FALSE,FALSE,FALSE ,FALSE,annu(al,TRUE
S-0185ce,A-50f3f7,2024-06-01 ,NA,Pro,31,0 ,0,NA,FALSE ,NA,FALSE,&annual ,FALSE
S-e5b&ed6,A-05f0e5,2024-11-23,NA,Pro ,58,2842,34104,FALSE,FALSE,FALSE,FALSE ,annual,TRUE
+S%-3e45_3b,A-883b7d ,2024-04-21,NA,Pro,17,833,9996,FALSE,FALSE,FALSE,FALSE ,an$nual,FALSE
S-c$341e%1,A-bb2f49,NA,NA,Pro,NA,NA,8232,FALSE,NA,FALSE,FALSE,!month%ly,TRUE 
S-2bef13,A.-c16b88,2024-06-10 ,NA,En^terprise,45 ,NA,107460,NA,FALSE,FALSE,FALSE,)monthly,FALSE
NA,A#-956988,2024-12-14,NA,Basic,1 ,19 ,228,FALSE,FALSE,FALSE,FALSE,&monthly,FALSE
NA,A-9b9fe9,2023-11-20,NA,P+ro,9,441,5292,FALSE,FALSE,TRUE,NA,NA,TRUE
S-927235,NA,NA,NA,Ba^sic ,19,361,NA,FALSE,FALSE,NA,NA,monthly,TRUE
S-$0FF1EB,NA,2024-09-30,NA,NA,33,6567,78804,NA,NA,FALSE,FALSE,MONTHLY,TRUE
S-&c28&7ef,A-6dee43,NA,NA,Basic,23,437,5244,FALSE,FALSE,FALSE,FALSE,NA,FALSE
S-^8&eb95&5 ,%A-bcbe_98,2024-08-09,NA,NA,46,874,10488,FALSE,FALSE,FALSE,FALSE,mon)t)hly,TRUE 
S-0891f1,A-e1b9c(d,2024-01-03,NA,Basic,40 ,NA,NA,FALSE ,FALSE,TRUE,FALSE,annua.l,FALSE
NA,A*-794#a0b,2024-06-24 ,NA,Pro,23,1127,13524,FALSE ,FALSE,FALSE,FALSE,monthl.y,TRUE
S#-e50f43,A-4a4c2d,2023-09-20 ,NA,En$t(e&rprise,54,NA,128952,FALSE,FALSE,FALSE,FALSE,an.nua^l ,TRUE
S-3647aa,A-94d3da,NA,NA,Pro,41,0,0,TRUE,FALSE,FALSE,NA,mon#thly,TRUE 
)S-cfb886,A-54d94a,2024-12-19,NA,Pro,27,1323,15876,FALSE ,FALSE,FALSE,NA,annual,NA
S-15d2&d2,A-96bbc6,2024-06-07,NA,&Enterprise,39,NA,93132,FALSE,FALSE,FALSE,FALSE,monthl*y,TRUE
+S-462bd2,_A-e7a1e2,2024-10-23,NA,^Enterpris_e ,3,0,NA,TRUE ,FALSE,NA,FALSE,ann#ual,TRUE
S-83e7bb,A-781cc0,2024-10-09,NA,Pro,16,0,0,NA,NA,FALSE,FALSE,NA,TRUE
S-5178de,A-e61e98,2023-12-06,NA,&Pro,40,1960,23520,NA,FALSE,FALSE,FALSE,.ann%ual,FALSE
NA,a-d4ac0e ,2024-06-01,NA,pro,NA,1225,NA,false,false,false,false,monthly ,true
(S-2c5e1.c,A.-4814a3,2024-12-08 ,NA,En&terprise,87,17313,207756,FALSE,FALSE,TRUE,FALSE,NA,TRUE
S!-(8-4e146,A-d8(2ef9,2024-07-21 ,2024-11-24,NA,53,1007,12084,FALSE,NA,FALSE,TRUE,_mo)nthly,TRUE
S-5fea89,A-2e3bad,2023-08-19,NA,Enterprise ,61,12139,145668,FALSE,FALSE,FALSE,FALSE,month%ly,TRUE
NA,-A-0954)0c,2024-12-22,NA,Pro,67,3283 ,39396,FALSE,FALSE,FALSE,FALSE,mo!nthly,TRUE 
S-41d4ca,A-90a8c8,2024-09-19,NA,Pro,NA,0,0,TRUE,TRUE,FALSE,FALSE,monthly,NA
S-c6acda,A-1e1b8.0,NA,NA,Enterprise,50,0,0,TRUE,FALSE,FALSE,FALSE,#annua^l,TRUE
S-918151,A-855a4(8,2024-05-29,NA,Enterprise,27,5373,64476,FALSE,NA,FALSE,FALSE,an@nual,NA
S-38a5f&b,A-$6843f2,2024-12-14,NA,En*ter$prise,21,4179,50148,FALSE,FALSE,NA,FALSE,)monthly,TRUE
S-dea1f5,A-bb1e^aa ,NA,NA,Basic,21,399,4788,FALSE,FALSE,TRUE,FALSE,annual,TRUE
S-fee7b!2,A-1(986c*a,2024-05-07,NA,Enterp+rise,31,NA,NA,FALSE,TRUE,FALSE ,FALSE,.monthly,NA
S-8.75645,A-2d1036,2024-09-24,NA ,Basic,NA,1311,15732,FALSE,FALSE,FALSE,FALSE,!monthly ,TRUE
S-f018+e9,A-019(782,2024-06-25,NA,Basic,14,266,3192,FALSE,NA,FALSE,FALSE,annual ,TRUE
S-8a74bb,A-ac9111,2024-10-30,NA,Enterprise,36,NA,0,TRUE,FALSE,FALSE,FALSE ,NA,TRUE
S-2aa395,)A-c45b2#3,2024-07-31,NA ,Basic,5,95,1140,FALSE,FALSE,FALSE,FALSE,monthly,FALSE
NA,A-f!1+7767,2023-02-15,2023-08-25,Pro,14,686,8232,NA,FALSE,FALSE,TRUE ,annual,TRUE
&S-f2ccdd,A-95%6988,NA,NA,Enter^prise,32,6368,76416,FALSE,FALSE,FALSE,FALSE,annu#al,TRUE
S-e2fd7_1,A-158f)4e ,2023-11-29 ,NA,Basic ,61,1159,13908,FALSE,FALSE,FALSE,FALSE,mont.hl^y,TRUE 
$S-9@b493e,A%-5b051a,2024-11-23,NA,Ba_sic,22,418,5016,FALSE,FALSE,FALSE,FALSE,NA,NA
S-74&2e23 ,A-&aa9511,2024-06-23,NA,P_ro,23,NA,NA,FALSE,FALSE,FALSE,FALSE,annual,TRUE
S-e7fe6f,A)-3_508&3d,2024-07-22,NA,NA,42,2058,24696,FALSE,TRUE,NA,FALSE,annual,TRUE
S-2940a5,A-b22$25d,2024-04-02,NA,Enterprise,47,0 ,0,TRUE,FALSE,TRUE,FALSE ,annual,FALSE 
NA,A-5fe118 ,NA,NA,Basic,39,741,8892,FALSE,FALSE,FALSE,FALSE,#annual,FALSE
S-81a#509,A-8)b25f2,2024-09-10,NA ,Basi$c,11,209,2508,FALSE,TRUE,NA,NA,NA,TRUE
S-62f5b1,A-2073&6a,2024-11-23,NA,Enterp+rise,50,9950,NA,FALSE,TRUE,FALSE,FALSE,ann^ual ,TRUE
S-a801d1,A-4c38bc,2024-04-03,NA,Enterpr(ise,36,7164,85968,FALSE,FALSE,FALSE,FALSE,mont@hl-y,TRUE
S-ad1e4a,A-d3c8!8e,2024-11-01,NA,Basic,16 ,NA,0 ,TRUE,TRUE ,FALSE,FALSE,-monthly,TRUE
S-ad3ef7,A-3&5083d,2023-06-03,NA,Enterprise,19,NA,0,TRUE,FALSE,FALSE,FALSE,annual,TRUE
S-a5a40b,A-180abf,2023-09-16,2023-11-06,En-terprise,64,12736,152832,FALSE,FALSE,FALSE,NA,an$nual,FALSE
S-0+5b245,A-e61@e98,2024-09-01 ,NA,Ent)erprise ,34,6766,81192,FALSE,FALSE,FALSE,FALSE,annua_l,TRUE
NA,A-3be56b,2024-05-14,NA,B(asic,7,NA,1596,FALSE,TRUE,NA,FALSE ,NA,FALSE
%S$-f973d4,A-#5!247b3,2024-07-27 ,NA,Pro,NA,1176,14112,FALSE,TRUE ,FALSE,FALSE,monthly ,TRUE
S-f25e72,A-66%224*b,2024-11-13,NA ,NA,92,4508,54096,FALSE,FALSE,FALSE,FALSE,NA,TRUE 
S-4*f81c2,A-ed510f,2024-09-18,NA,Pro,NA,2058,24696,FALSE,FALSE,FALSE,FALSE,month&ly,FALSE
*S-b65ff3,A-c376$01 ,2024-11-11,NA,Enterpr@ise,NA,NA,14328,FALSE,NA,FALSE,FALSE,NA,TRUE
S-5F5B3-6,A-%D$4(2431,2024-08-26,NA,ENTERP.RIS*E ,22,4378,52536,FALSE ,FALSE,FALSE,FALSE,MONTHLY,TRUE
S-e5c35c,A-66224b,2024-11-27,NA,Enterprise,92,18308,219696,FALSE ,FALSE,FALSE,FALSE,!monthly,TRUE
S-bc66af,A-157070,2024-02-12,2024-10-02,Pro,18,882,10584,FALSE ,FALSE,FALSE,TRUE,month&ly,TRUE
S-eff!39c,A-118f&1c,NA,NA,Ente$rprise,32,6368,76416,FALSE,FALSE,FALSE,FALSE,annu+al,TRUE 
S-3c0075,A-9123ac,NA,NA,Basic,11,209,2508,FALSE,FALSE,NA,FALSE,+monthly,TRUE
S*-aaa%a+83,A-712%533,2024-04-26,NA,Basic,45,0,0,TRUE,FALSE ,FALSE,FALSE,monthly,TRUE
S-a09141,A-e3bd71,2023-04-03,NA,(Enterprise,31,6169,74028,FALSE,FALSE,FALSE,FALSE,annual,FALSE
S-19edee,A-55f257,2024-08-19,NA,E$nterprise,21,4179,50148,NA,NA,NA,FALSE,monthly,FALSE
NA,A-86cdb)4,2024-10-23 ,2024-11-06,Pro,3,147,1764,FALSE ,FALSE,FALSE,TRUE,monthly,TRUE 
S-bfdb45 ,A-cb6cc6,2023-04-20,NA ,E+nterprise,13,0,0,TRUE,FALSE,FALSE,FALSE ,a*nnu.al,NA
NA,A-1d5444,2024-05-13,NA,Enterprise,41,8159,97908,FALSE,TRUE,FALSE,FALSE ,NA,TRUE
s-68adfa,a-7&f29a7,2024-10-06,NA,basic,41 ,0,0 ,true,false,false ,false,monthly ,true
S-fcd!231 ,A-712426,2024-12-31,NA,E$nterp(rise,63,0,0,TRUE,FALSE,NA,FALSE,annual,TRUE
