churn_event_id,account_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
C-7)85e8e,@A-f(25509,2024-11-10,features ,0,FALSE,FALSE ,FALSE ,NA
C!-2886a.c,A-bcbe98 ,2024-11-25,c$ompetitor,0,FALSE,FALSE,FALSE,mi@ssing features
C)-a40fa4,A-4c6f11,NA,co_mpeti@tor ,0,FALSE ,FALSE,FALSE,too exp$ens!i)ve 
C$-965#d90,A-d%f10db ,NA,compe.titor,0 ,FALSE,FALSE,FALSE,missing features 
C-6a6ed3,A-c1dfe1,2023-09-21,pricing,0,TRUE,FALSE,NA,missing* features
C-.9c89ca,NA,NA,unknown,0,FALSE,NA,FALSE,missing feat#ures
C-1dce6d,A-751c+58,2024-12-16 ,bu_dget,0,FALSE,FALSE,FALSE,t^oo expensive 
C-0d5e99,A-68f37c,NA,unknown,0,FALSE,FALSE,TRUE,to%o( expensive 
C-0(5bc56,A-533452 ,2024-11-17,NA,0,FALSE ,TRUE,TRUE,missing features
C-887a+83,A-0baac2 ,2024-07-15,u_nk$no!wn,0,TRUE ,FALSE ,FALSE,missing features
C-84f039,A-b7724f,2024-01-01,support ,78.25,TRUE,FALSE,FALSE,missing &features
C-aad0f7,A-0dbdc6,2023-11-26,sup#port,NA,FALSE,TRUE,FALSE,missing features
C.-6ab303,A-4c6f11,NA,co)mpetito*r,0 ,FALSE,NA,FALSE,t)oo expensive
C-4a3e8e,A-54ecc2,2024-11-23,support,0,TRUE,FALSE,FALSE,NA
C-F67026,A-B7EF83,2024-07-24,BUD_GET,60.25,TRUE,FALSE,FALSE,MISSI_NG. F@EATURES
C-c6@f6fe,A-92210&9,2024-12-17,NA,0 ,FALSE,FALSE,FALSE,NA
C-374d5d,A-(c43359,2024-12-12,unknown ,0,NA,FALSE,FALSE,too expensive
C-8!ae2f$5,NA,2024-05-17,fe_a-t.ures,0,FALSE ,FALSE,TRUE,NA
c-c66a6c,a-02cd81,2024-04-30,pricing,0,false,false ,false,na 
c-7007_f0,a(-67be.9@4,2024-05-28 ,support,74.55,false,false,false,miss+ing fea*tures
C-b411ad,#A--ba6516,NA,NA,0,NA,FALSE,FALSE,NA
C-ca1379,A-ee42db ,2024-11-12,unknow!n,NA,NA,FALSE,FALSE,NA
NA,A-ccb686,NA,unkno.wn ,0,FALSE,FALSE,FALSE,sw$itched to co-mpetitor
C-db2e8d,A-&b772)4f,2023-08-25,unknown,52.88 ,FALSE,FALSE,FALSE,missing features
NA,A-&5A3EB9,2024-04-14,*FEATURES,NA,TRUE,FALSE,FALSE,NA
.C-e20d30,A-fd7a_d3,2024-12-31,unknown,0,TRUE,FALSE,FALSE,NA
C-e42d29,A-a865bd,2023-11-26,NA,0,FALSE,FALSE,FALSE ,missing (features
!C-CD8FB&A,A-B7EF83,2024-06-01 ,UNKNOWN ,0,FALSE,FALSE,TRUE,^TOO EXPENSIVE
C_-2d!e33*9,$A-e83938 ,2024-12-29,bud_get,13.5,FALSE,FALSE ,FALSE,NA
C-ec)714a,A-533@452,2024-12-16,support,15.23,FALSE,FALSE,FALSE,miss#i%ng feat_ures
C-a6+a)a23,A-ee42db,2023-10-13,su#pport,0,FALSE,TRUE,FALSE ,mi)ssing featu@re@s
C-3b4085,A+-4f18f)0,2024-05-27,features,0,TRUE,NA,FALSE ,NA
)C-437da0,A-f6b2fb,2024-07-11,suppo!rt,0 ,TRUE,FALSE ,NA,NA
C-92da55,A-d26+ab4,2024-12-26,pricing ,86.02,FALSE,FALSE,FALSE,too exp@ensive
C-30767+6,A-&05f0e5,2024-01-14,unknown,NA,TRUE,FALSE,FALSE,NA
C-22d_30d,A-d3c8^8e,2024-11-18,NA,0,FALSE,FALSE,FALSE,too expensive 
C-a4@a4a7,$A-+104f1a ,2024-09-09,feature(s,0,NA,FALSE,FALSE ,NA
C-16ddba ,A-b&2225d,2024-05-16,s&upport,0,TRUE,NA,FALSE,switch#ed^ @to! competito&r
C-e8f3f5,A-5790f4,2024-12-31,NA,NA,TRUE,FALSE,FALSE,too e&xpensi@ve
C_-6b!9_663,A--104f1.a,NA,unkn@own,0,FALSE,FALSE,FALSE,m!issi.ng features
_C-65cff3,A--c$cc747,2024-08-07,b@udget,104.25,TRUE,FALSE,FALSE,NA 
C-a860c5,A-5f778+1 ,2024-12-25,pricing,0 ,FALSE,FALSE,FALSE,NA
.C(-3792-9d,A-e1b9c_d,2024-10-01,unknown,0,FALSE,FALSE,FALSE,#switched to compe_titor
C-efe%5bb,A-7_98!8d1,2024-01-06,budget,0,FALSE ,FALSE,FALSE ,too expensive
C-*2%48550,A-2922b6,2024-12-25,.competit_or ,0,FALSE,FALSE,FALSE,NA
C-38EF8E,A-0BAAC2,2024-09-30,PRICING,0,FALSE,FALSE,FALSE,TOO EXPENSIV_E 
C-885a34,&A-71$61&5e,2024-07-16,pr%ici-ng ,0,TRUE,FALSE,FALSE,_mis#sing fea_tu(res 
C-&c4582f,A-$9f0!b-68 ,2024-11-01,prici%ng,0 ,TRUE,FALSE,FALSE,NA
C-37(0175,NA,NA,competitor,0,NA,FALSE,FALSE,missing features
C-a529cf,NA,2024-05-30 ,NA,0,TRUE,FALSE ,FALSE,missing f!e*atures 
C-.cc0&058,A-f3%ff%0*5,2024-10-20,&unknown,0,FALSE ,FALSE,FALSE,too )expensive 
NA,A-4&25e76,2024-10-22,competitor,0,FALSE,FALSE,NA,switched @to competitor 
C-5&9$499c,A-+fd7a#d3,2024-11-12,pr*icing,70.03,FALSE,FALSE,FALSE,swi!tch$ed to $co^m$pe-titor
C-b56$a35,A-702032,2024-06-14,compe%titor,0,FALSE,NA,FALSE,switche^d to compe@titor
C-7e7822,A-dbc825,2024-02-03,b)udget,0,FALSE,FALSE,FALSE,NA
C-4+84fba,NA,2024-12-31 ,suppor&t,62.66,FALSE,TRUE,FALSE,$to#o _e%x(pen^sive
C*-22f536,A-e5d6ab,2024-05-11,c$o.mpetit#or,0,TRUE,FALSE ,FALSE,NA 
C^-5e0b68,A-1f559b,2024-09-28,features,0 ,FALSE,FALSE,FALSE,NA
