ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-da0863,A-1e6fc3,2023-12-30 ,2023-12-30 22:00:00,22,high ,2,5,FALSE
T-65d09-9,A-e60+f9d,NA,2024-02-11 22:00:00,70,urgent,81,NA ,FALSE 
NA,A-4)d1e7_5,2024-07-10,2024-07-10 03:00:00,NA,medium,173,4 ,NA
T--4579d9 ,)A-76f+a4d ,2023-06-23 ,2023-06-24 05:00:00,29,med@ium,57,5,FALSE
T-4(6.69d1,A-4ae22#a,2024-03-08,NA,30,.low,101,3,FALSE 
T-1ac-c04,A-8145a0,2023-08-08,2023-08-08 19:00:00,19,high,85,NA,FALSE 
!T-28)4720,A-cc!102e,2024-04-11,2024-04-11 01:00:00,1,NA,93,3,FALSE 
T-20d740,A-81_45a0,2024-02-02,2024-02-03 14:00:00,38,med^i.um,119,NA,FALSE
T-d-f87e!f,NA,2023-03-03,2023-03-05 20:00:00,68 ,NA,7,5,FALSE
T-&9de@f1e,A-ffc04f,2023-02-23,2023-02-23 04:00:00,4 ,hig!h ,18,4,FALSE
T-0bc3^8a,A-c70870,2023-07-08,2023-07-08 19:00:00,19,low,159,5,FALSE
NA,A-e7be@ab,2024-09-22,NA,25,low,172,NA,FALSE
T-d4805c,A-!1b9609,2023-06-22,2023-06-22 16:00:00,16,@lo+w,42,NA,FALSE
T-b35070,A-3^9b19f,2023-04-01,2023-04-03 19:00:00,NA,high,133 ,NA,FALSE
T-7^3d1-4f,A-726#cfa,2023-08-22,NA,61,low,142,4 ,FALSE
NA,NA,2023-09-25,2023-09-27 08:00:00,56,NA,133,4,FALSE
NA,A-f25509,2024-05-08,2024-05-08 21:00:00,21,low,162,5,FALSE
T-3c.deb2,A-60-0734,2024-09-09,2024-09-11 17:00:00,65,m(edium,88,NA,FALSE
T-73@09d6,A-c)cabf0,2024-04-18,2024-04-19 19:00:00,NA,me@dium ,43,NA,FALSE
T!-2795e4,A-09316c,NA,2024-12-22 21:00:00,69,low,NA,3,FALSE
T-A32DD4,NA,2024-04-27,2024-04-28 03:00:00 ,27,NA,13,NA,FALSE 
T-e41843,A-c9bb3e,2023-07-22,NA,NA,high,119,4,FALSE
T-81a9e7,A-7_12f!1c,2024-02-27,2024-02-28 19:00:00 ,43,m!e+dium,108,4,FALSE
T-_38714f,A-f*e^79a5,2024-12-25,2024-12-25 07:00:00,NA,high ,63,NA,FALSE
T-322072,A-(8&e47ca,2023-02-17,2023-02-18 11:00:00,35 ,h-igh ,130,NA,FALSE
T-99b0b8,A-!a0c*a4e,2023-10-17,2023-10-19 11:00:00,59 ,low,148,NA,FALSE
T-98be51,A-5790f4,2024-07-07,2024-07-09 22:00:00,70,medium,13 ,4,FALSE
T-bb7fa9,@A-7f6b!86,2024-09-17,2024-09-19 09:00:00,57,high,81,4 ,FALSE
@T-0a3_8^47,A-49b-828,2024-10-04,2024-10-04 09:00:00,9,NA,20,3,TRUE
T-6dbff1,&A-bc)be98,2024-05-27,NA,52,med$i*um,11,3,TRUE
T-8be779,A(-139!c3b,2023-10-26,2023-10-26 21:00:00,21,low,5,NA,FALSE
%T-791dc9,NA,2023-03-29,NA,44,low,127,NA,FALSE 
T-b25f6.6,A--f3ff05,2023-12-17,2023-12-19 03:00:00,51,low,104 ,4,FALSE
T-99!2cf9 ,A-c9bb$3e,2024-12-14,2024-12-14 16:00:00,16,medium,21,4,FALSE
T-d7&2e3b,A-bd4*708,2024-11-15,2024-11-15 05:00:00,5 ,NA,34,NA,FALSE
T--e46(e71,A-9badbd ,2023-10-19 ,2023-10-19 17:00:00,17 ,urge%nt,125,NA,FALSE
T-c5ffb0,A-ce66f8,NA,2024-05-28 13:00:00,NA,urgent,139,NA,FALSE 
T-cb&3e$fb,A-e7beab,2023-09-16,2023-09-16 19:00:00,19,high,28,5,FALSE
T-88^5f5b,A-4e960a ,2023-08-08,2023-08-08 13:00:00,13,low,141,4 ,FALSE
T-a45f3e,A$-d792a%6,2024-02-11,2024-02-12 21:00:00,45,urgen.t,174,4,FALSE
$T-e834e7,A--310452,NA,2024-12-30,24,med(ium ,46 ,4,FALSE
T-ddf662 ,A-524!7b3,2024-01-14,2024-01-15 09:00:00,33,h.igh,NA,NA,FALSE
T-210819,A-ed510f,2024-09-13,2024-09-13 11:00:00,11,mediu%m,87,4,FALSE
#T-+416fb5,A-b9ee#d8,2023-11-10,2023-11-11,24,m.edium,114 ,3,FALSE
T-7c-db82 ,A-bd4513,2023-04-26 ,2023-04-28 23:00:00,71,medium,37,4,NA
NA,A--_309e54,2024-07-19,NA,26,NA,145,NA,NA
T-45239b,A-7f6^b86,2024-10-28,2024-10-30 17:00:00,65,high ,29,NA,FALSE
NA,A-75#6192 ,NA,2023-04-05 11:00:00,59,urgent,17,NA,FALSE
T-112#307,A-9ba-dbd,2023-10-12,2023-10-14 08:00:00,NA,urg@en&t,37,5,FALSE
T-8a1%4a4,A-)ac85cd,2023-11-19,2023-11-21 13:00:00,61,medium ,128,3,FALSE
T-4+cf1f9,A-d792a6,2024-12-29,2024-12-29 14:00:00,14 ,urge^n$t,125,NA,FALSE
T-#ae2-9f6,A%-9a532a,NA,2023-09-13 21:00:00,45,high,176,NA,NA
T-a#5de10,A-ce550^d,2024-06-03,2024-06-04 12:00:00,36,me!dium,NA,4,FALSE
$T-1ab00a,A-d92^2bf,2024-01-25,2024-01-27 04:00:00,52,l)o#w,30,NA,FALSE
T-1b7db9 ,A-71)2533,2024-05-05,2024-05-06 16:00:00,40,@low,145,5 ,FALSE
T-2b2d2_d,.A-39868b,NA,2024-01-23 07:00:00,55 ,medium,40,3,FALSE
T-66d(5a0,A-671f31,2024-03-01,2024-03-01 17:00:00,17,urgent,153,NA,FALSE
T-0564.86,A-86902e,2023-05-01 ,2023-05-02 10:00:00,34 ,medium,7,NA,FALSE
T-afa224,A-bc.be9.8,2024-05-23,2024-05-25 10:00:00,58,#urgent,1,NA,FALSE
T+-@62614c,A-89ee83,2023-08-02,2023-08-02 11:00:00,11,ur)gent,32 ,NA,FALSE
T-ab@eb65,A-c7087(0,2024-07-07,2024-07-09 07:00:00,55,low,10,NA,FALSE
NA,A-05.d3b3,2023-09-14,2023-09-15 22:00:00,46,NA,70,NA,FALSE
!T-5fff*6a ,A-9123ac,2024-08-02,2024-08-03,24,NA,169,NA,FALSE
T-$347AB6,A-CC102E,2023-05-18,2023-05-18 07:00:00 ,7,NA,36,NA,FALSE
T-3d947f,A-3.932db,2023-02-27,2023-03-01 20:00:00,68,+low ,26,5,FALSE
T-921bf4,A-f97b9a ,2024-06-10,2024-06-11 03:00:00,27,medium,109,NA,FALSE
T-6b831b,A-9208f0,2024-12-12 ,2024-12-14 19:00:00 ,67,low,57,3,FALSE
T-c59e^1a,A-&40$906c,NA,2024-10-21 13:00:00,37,low,127,3,FALSE
T-abd0a8,NA,NA,NA,1 ,high,107,3,FALSE
T-$1e@6dde,A-ac9111,2024-05-05,2024-05-06 16:00:00,40,urgent,89,NA ,FALSE 
T-94B38C ,+A-503D5A,2023-09-28,2023-09-29 02:00:00,26 ,HIGH,128 ,NA,FALSE
T-399e29,A-bb1eaa,2024-02-25 ,2024-02-25 01:00:00,1,high,67,NA,FALSE
T-8fd002,A*-)2d103_6,2023-03-30 ,2023-04-01,48,(low,NA,4,FALSE
t-7b*b8d5,a-%1ac5e0,2024-09-03,2024-09-04 09:00:00,33 ,medium,50,4 ,false 
T-e06+2)e2,A-378b+9!9,2024-08-19,NA,NA,high,106,3,FALSE
T-880bce,NA,2024-05-16 ,NA,71,low,NA,4,FALSE
T-7b0%9d9,A-e19ff6,2024-01-09,2024-01-09 09:00:00,9,high,162,5,FALSE
T-306781,A-bb3bd4,2023-12-05,2023-12-07 09:00:00,57 ,medium,21,NA,FALSE
T-9e2*480,A&-32-8bd0,NA,2024-08-26 22:00:00,70,high,26,4,FALSE
^T-af57*6#5,A-3c1a3f,2024-03-09,2024-03-09 19:00:00,19,low,44,3,FALSE
NA,A-417d2f,2024-02-01,2024-02-03 04:00:00 ,52,high,20,5,FALSE
T-e+33b60,A-c3760&1,2024-02-26,NA,53,low,23,3,FALSE
T-44e0_8c,A--45ce7a,2024-12-14,2024-12-16 02:00:00,50,medi.um,NA,NA,NA
NA,A-7DACCE,2023-07-14,2023-07-14 07:00:00,7,H#IGH,135,3,FALSE
@T-b)af332,NA,NA,2023-01-09 18:00:00,NA,med#i&um,98,NA,FALSE
T-e6d8dd,A-#e4bf56,2024-08-10,2024-08-10 22:00:00,22,ur(gen)t,175 ,5,FALSE
T-52a5&7e,NA,2024-03-24,2024-03-24 02:00:00,2,ur(gent,2,3,FALSE
T-8^f8c19,A-309e54,2023-05-30,2023-05-30 03:00:00,3,low,87,NA,FALSE
NA,NA,2023-06-13,2023-06-13 11:00:00,NA,*high,NA,NA,false
t-bc6854,a-d3c88e,NA,2023-12-17 01:00:00,49,high,98 ,NA,false 
T-141b01,A-337bc1,2024-12-01,2024-12-01 19:00:00,19,medium,136,NA,FALSE
(T-b3739a ,A-2f6^a32,2023-12-27,2023-12-28 01:00:00,25,_medium,139,3,FALSE 
NA,A-f25509,2024-05-30,2024-06-01 01:00:00,49,h^ig_h,68,NA,FALSE
T-bc6799,A-9f9299,NA,2023-04-14 23:00:00,71,medium ,146,NA,FALSE
T-90b336,A-d26ab4,2023-09-28 ,NA,52,$urgent,148,4,FALSE
@T-1+ecc@39,NA,2024-12-01,2024-12-01 04:00:00,4,high,NA,4,FALSE 
NA,A-acb7f7 ,2023-08-19,2023-08-21 02:00:00 ,50,low,98,NA,FALSE
T-76c48(6,A-089363,2023-11-06,2023-11-07 01:00:00,25,low,153,3,FALSE
T-20065b,A-!1e1b80,2023-05-14,2023-05-16 09:00:00,57,high,54,4,NA
T-161!f9c,A-6*c093d,2024-07-11,2024-07-12 03:00:00,27,high,6,NA ,FALSE
T-.1e8229,A--5790f4 ,2023-08-21,2023-08-21 04:00:00,4,medium,NA,NA,FALSE 
NA,NA,NA,2023-03-05 14:00:00,NA,low,155,4,FALSE
!T-b6^d936,A-c(b6cc6,2024-03-11,NA,18,high,135,4 ,FALSE
T-6d8$b%81,A-117171,NA,2023-11-05 20:00:00,44,hig-h,NA,NA,TRUE
T-2006d9,NA,2023-02-16,2023-02-18,48,high,157,NA,NA
T-01e321,A-3@ce5b8 ,2024-06-01,2024-06-02 22:00:00 ,46,me-dium,NA,4,FALSE 
T%-cd572)5,)A-f&6b2fb,2023-10-26,2023-10-29,72,high,155,NA ,FALSE
T-e727f3,A-39868b ,2023-01-27,2023-01-29 12:00:00,60,medium,122,4 ,FALSE
T-22c308 ,A-6f5%0ae,2024-08-07 ,2024-08-08 21:00:00,45,low ,105,5,FALSE
-T-533$b28,A-1b9609,2024-10-22,2024-10-24 17:00:00,65,high,26,NA,FALSE
@T-14571.c,@A-02fac6,2023-11-01,2023-11-02 12:00:00,36 ,low,176,NA,FALSE 
T-71ab14,A-f97b9*a,2023-01-31,2023-02-01 19:00:00,43,medi.um ,NA,4,NA
T-#7dca41,A-b48f73,NA,2023-05-14 22:00:00,46,low ,NA,NA,FALSE
T--777bf4,A-0f6450,2023-01-20,2023-01-20 02:00:00,2,NA,54,5,FALSE
T-d5f2dd,A-0532a9,2023-06-30,2023-07-01 14:00:00,38,high ,86 ,3,FALSE
)T-0%fc8f9,(A_-fda@07f,2023-11-28,2023-11-29 06:00:00 ,30,medium,110 ,3,FALSE
T-db2*c10,A-0a(af6e ,2024-10-13,2024-10-15 11:00:00 ,59 ,low,47,5,FALSE
)T-89D6C4,A-40DE06,2023-11-24,2023-11-24 16:00:00,16,(MEDIUM,111,4,FALSE
T-4)c383b,A-993085,2024-12-09,2024-12-10 13:00:00,37,low,109,3,FALSE
T-cce7ba,A-1793#9a,2024-08-14,2024-08-16 05:00:00,53,NA,150,NA,FALSE
NA,A-*8e47+ca,2024-02-18,2024-02-18 10:00:00,10,h#igh,21,NA,NA
T-.673852,A-&4e44e8,2024-09-15,NA,NA,low,10 ,3,FALSE
T-d75ceb,A-9b9fe9,2024-07-26,2024-07-27 09:00:00,NA,NA,158,3 ,FALSE
!T-49a11d,A.-6c0!93d,2024-05-08,2024-05-09 12:00:00,36,medium,123,5,FALSE
T-274cf7,A-781_c^c0 ,2024-01-28,2024-01-30 23:00:00,71,+low,9,3,FALSE
T-310*2$1!C,NA,2023-10-14,2023-10-16 14:00:00,62,L$O+W,116,3,FALSE
T-(37d585,A-0f7d77,2023-11-23,2023-11-25 04:00:00,52,high,138 ,5,FALSE
NA,A-58b9ff,NA,2023-02-06 19:00:00,67,medium,NA,NA,TRUE
NA,)A-@484819,2023-12-10,2023-12-10 15:00:00,15,urgent,NA,NA,FALSE
T#-e1d305,A-1$49a69,2023-06-16,2023-06-17 22:00:00,46,urgent,114,3,FALSE
T-74d3f4,A-+0)38089,2024-05-25,2024-05-26 17:00:00,NA,low,102,NA,FALSE
T-)b3c@d04,A-52@47b.3,2024-09-08,2024-09-10 16:00:00,64,medium,51,5,FALSE
T-0cf3+e3,NA,2023-03-23,2023-03-25 18:00:00,66,medium,53,4,NA
T-b57d%a5,A-65a46c,NA,2024-06-22 03:00:00,3,urgent,NA,NA,FALSE
NA,A-3c1a3f ,2023-09-25 ,2023-09-27 10:00:00 ,58 ,low,99,4,FALSE
T-@7772d1,A-104f1a,2024-03-26,2024-03-28 08:00:00 ,56,low,40,4,FALSE
T-c89&5a0,A-5a9@2#e7,2024-10-10,2024-10-10 22:00:00,22,medium,3,3,FALSE
T-19ea5b,.A-d4ac0e,2024-09-08,2024-09-08 18:00:00 ,18,NA,15,NA,FALSE
T-c8%e3-2b,A-bc4d48,2024-01-22,2024-01-22 12:00:00,12,hi%g-h ,129,NA,FALSE
T-3c_a62f,NA,2023-03-29,2023-03-29 16:00:00,16,urgent ,103 ,4,FALSE
T-6684a4,A-cc8c8f,2023-11-19,2023-11-19 22:00:00,22,urgent ,103,3,FALSE
T-d0a540 ,A-e5d6ab,2024-09-17,NA,NA,high,11,NA ,FALSE
T-b456f1,A-c4ea6%0,NA,NA,NA,l_ow,22,5 ,NA
T-79975c,-A-$1@0b8f)2,2023-12-26,2023-12-28 20:00:00,NA,low,116 ,5,FALSE
T-1c+3d+56,A.-3cc791,2024-06-16,2024-06-16 17:00:00,17,NA,151,4 ,TRUE
T-5fc181,NA,2023-05-06,2023-05-07 12:00:00,36,low,109,NA,FALSE
NA,a-0f*6450,2023-06-06,NA,27,low,70,3,true 
T-ddd1a5,A--ae05%2e,2023-04-02,NA,31,NA,NA,5,FALSE
T-)bf2e@e1,A-b2af2e,2023-08-20,2023-08-20 14:00:00,NA,medium ,99,4,FALSE
T-4a7.bb7,A-$6c093d,2023-02-27,2023-03-01 10:00:00,NA,high,76,NA,NA
T-ed-85%f6,A-05d%3_b3,NA,2023-08-23 14:00:00,14,NA,40,NA,FALSE
NA,A-39b19@f,2024-10-04 ,2024-10-05 19:00:00,43,NA,32,5,TRUE
T-8027c4,A-66224b,2024-02-29,2024-03-01 04:00:00,NA,NA,113,NA,FALSE
T-eed2@92,A-bb2f49,2024-03-29,2024-03-29 18:00:00,18,(low,100,NA,FALSE 
T-779CD9,A-B11CD0,2024-01-11,2024-01-12 21:00:00,45,NA,160,NA,FALSE
T-1bf8d6,A-c*c102!e,2023-10-31,2023-11-02 16:00:00 ,64 ,medium ,130,5,NA
%T-@a7d132,A-503d5a,2024-03-10,2024-03-10 19:00:00,19,low ,41,NA,FALSE 
T-8&ccee6,A-6e^08f3 ,2023-04-07,NA,26,u_rge+nt,122,3,FALSE
T-c8%a%fc4,A(-19b2c8,2023-11-28,2023-11-29,24,me#dium,29,5 ,FALSE 
)T-cdf)d31,A-1d5444 ,2024-12-11 ,2024-12-11 05:00:00,5,high,96,NA,FALSE
T-#13718e,A-a7bd4b,2023-07-20,2023-07-22 16:00:00,64,high,14,3,FALSE
T-2c8cf7,A-940b8b,2023-09-17,2023-09-19 14:00:00,62,)urgent,57,3 ,FALSE
T-13*4994,A-0a62f5,2023-11-05,NA,NA,high,153,NA,FALSE
NA,A-4814a3,2023-11-02,2023-11-03 03:00:00,27,NA,57,NA,TRUE
+T-8b1e89,&A-cbbe12,2024-03-21 ,2024-03-23 05:00:00,53,hi(gh,7,3,FALSE
+T-3804b6,A-e98)302,2023-06-28,2023-06-28 03:00:00,3,NA,40,5,FALSE
T@-86(2af5,#A-e7beab,2023-03-01,2023-03-01 02:00:00,2,low,139,NA,FALSE
T-09+eea1,A-328bd0,2024-02-18,2024-02-19 16:00:00,40,NA,106,4,FALSE 
T-e00e)0a,A-6#e7827,2024-11-17,2024-11-19 19:00:00,67,_medium,81,NA,FALSE
T-7.d8c37 ,A-94d3d!a,2024-08-06,2024-08-06 14:00:00,14,low,4,5,FALSE 
T-e4b581,A-e*f84cf,2024-11-02,2024-11-02 16:00:00,16,low,11,4,TRUE
T-2(1DA91,A-B9F5B1,2024-08-09,2024-08-10 08:00:00,32,*LOW,121,3,FALSE
T-09_e88f,A-bb2f49,2023-01-28,2023-01-28 14:00:00,14,urgent,45,4,FALSE
T-0(854a1,A-0354fe,NA,2024-04-13 14:00:00,62,high,78,NA,FALSE
T-f(9_32f6,#A-ef84cf ,2023-08-07,2023-08-07 03:00:00,3,urgent,91,4,FALSE
T-ca.7d9e,*A-2073-6a,2024-12-14,2024-12-15 16:00:00,40,high,145,3,FALSE
T-c2e2+5*a,A-50%bb9+f,2023-08-12,2023-08-12 16:00:00,NA,medium,NA,5,FALSE
NA,A-10b8&da,2023-09-23,2023-09-24,24,high,32,4,FALSE
T-6a7af!3,A-d49cc5,2024-05-15,2024-05-15 05:00:00,5,urg$ent,NA,5,FALSE
T-b65657,(A-f92792,2024-11-24,2024-11-24 20:00:00,20,medium,84,NA,FALSE
T-7df5b)2,A-+b78bf8 ,2024-12-01,2024-12-01 06:00:00,6,medium,161,5,NA
NA,A)-!34ea2f,2023-12-20,2023-12-20 11:00:00,11,(lo-w ,158,3,FALSE
T-0cd0f4,NA,2023-01-26,2023-01-27 16:00:00,40,h%ig%h,NA,NA,FALSE
T-72295c,A-ad64c6,2024-04-20,NA,4,mediu&m,60,NA,FALSE
T-BF#6B9_B,A-35083D,2023-10-02,2023-10-04 04:00:00,52 ,HIGH,87,5,FALSE
NA,A-^558c72,2024-05-03,2024-05-05 23:00:00,71 ,urgen.t,91,4,FALSE
T-a2760f,A-68f37*c,2023-11-02,2023-11-02 02:00:00,NA,medium,169 ,NA,FALSE
T-4CC0D7,A-558C*7!2,2023-09-08,2023-09-10 12:00:00,60,NA,113,5,TRUE
T-6b7933,A-b7ef83,2024-01-24,2024-01-25 04:00:00,28,urgent,88,4,FALSE
T-9703b6,A-#7df7a7,2023-07-04 ,2023-07-04 08:00:00,8,urgent,142,NA,FALSE
T-f10d7%0 ,A-fd@a07f,NA,2024-09-01 06:00:00,6,h(i*gh,3,4,FALSE
T%-F_09F)2_2,&A-EF+84CF,2024-10-27,2024-10-29 14:00:00,62,UR%GE)NT,54,5,FALSE
T-5ab106,A-f9+7b9a,NA,2024-11-15 19:00:00,NA,low,45 ,NA,FALSE
#T-d67#e21,A-4814(a3,2023-05-31,2023-05-31 12:00:00,12,low,150,NA,FALSE
T-.39910e ,A-0^1&978!2,2024-09-09,2024-09-09 10:00:00,10,NA,166,NA,FALSE
NA,A-69b156,2024-07-06,2024-07-08 16:00:00,64 ,NA,161,5,NA
T-e496a8,A-117171,2024-08-22,2024-08-22 22:00:00,22,medium ,NA,NA,FALSE
T*-1$dbfc1,A-c42f1f,2023-01-08,2023-01-10 22:00:00,NA,high,NA,NA,NA
T-de489a,A-692f-18,2024-07-28,2024-07-30 07:00:00,55 ,NA,96,NA,FALSE
T-_f$d8*0a1 ,A-!bcbe98,NA,2023-09-26 01:00:00,NA,urgent,122,NA,FALSE
T-0e39f9,A-726cfa,2024-08-05,2024-08-05 09:00:00,NA,high,93,4,NA
T-0&27331,A-474ad4,2024-05-03,2024-05-03 18:00:00 ,18,medium,76,NA,FALSE 
T-@324459 ,NA,2023-08-20,2023-08-22 10:00:00,58,high,105,5,NA
T-2b0805,A-202b67,NA,2024-07-29 11:00:00,35,urgent,179 ,NA ,FALSE
NA,a-86902e,2023-01-25,2023-01-27 17:00:00,65,medium,69,na ,false
T-c2a8c2,A-779(e4e,2023-07-11,2023-07-11 15:00:00,15,urgent,86,NA,FALSE
T-dbe*987,A-463db0,2023-02-22 ,2023-02-24 21:00:00,69,medi^u)m,25,NA,FALSE
NA,-A-443b7(c,2023-08-23,2023-08-24,24,urgent,44,NA,FALSE
T-d3a@c-82,NA,2023-03-13,2023-03-15 13:00:00,61,hi@g+h ,88,NA,TRUE
T-3716d2,NA,2023-10-17,2023-10-19 23:00:00,71,medi(um,127,NA,NA
T-c16096,&A-e08cd3 ,2024-12-26,2024-12-28 09:00:00,57 ,urgent,148,NA,FALSE
T-07968b,A-068fc-6,2023-04-04,2023-04-06 14:00:00,62 ,lo#w,123,NA,FALSE
T-c(6d16e,A.-00bed1,2024-03-13,2024-03-14 04:00:00,NA,urgent,107,4,FALSE
T-008-8b7,A-ce550d,2024-05-15,2024-05-17 17:00:00,65,medium,173,3,TRUE
T*-3*a^75b1,A%-3be56b ,NA,2024-02-15 12:00:00,60,low,NA,4,FALSE
T-6a99e2,A-c42f1f,2024-09-28,2024-09-30,48,NA,37,5 ,FALSE
T-646e6d,A-019(782,2024-12-01,2024-12-01 10:00:00,10,NA,48,3,FALSE
T%-e813_5$0,A(-cea1f0,2024-09-02,2024-09-04 01:00:00,49,ur*g*ent,172,5,FALSE
_T-866db3,A-f446b(6,NA,2023-12-20 22:00:00,22,l@ow,106,4,FALSE
t-faf9c4,a#-40a5+57,2023-07-19,NA,21 ,low,NA,NA,false
T+-b475e9,A-f51f%16,2023-04-23,2023-04-23 15:00:00,15,urgent,109,NA,FALSE
T-$911d71,A-_d(cc3f1,2024-03-20,2024-03-21 16:00:00,40,urgent,3,3,FALSE
T-861a59,A-*3b37d9,2024-09-23,2024-09-24 04:00:00,NA,me_di(um,39,NA,NA
T-ad1e6)e,A!-503d5a,2023-11-06,2023-11-08 10:00:00,58,medium,NA,NA,FALSE 
&T-8132dc ,A!-474ad4 ,2023-09-13,2023-09-14 09:00:00,33,NA,11,NA,NA
T-ad077a,A-6dee43,2023-10-16,2023-10-17,24,ur%gent,12,3,FALSE
NA,A-ce66f8,2023-09-11,2023-09-12 10:00:00,NA,NA,75,3,FALSE
T-cd1aee,A-1ac5e0,2023-08-05,2023-08-05 06:00:00,6,high,99,3,FALSE
T-ff778b,A-9^badb)d,2024-10-12,2024-10-12 16:00:00,16,low,47,NA,FALSE 
t-3090_a7,NA,2023-03-09,2023-03-09 05:00:00,5,medium,175,NA,false
T--e6+7195,A-3ce5b8 ,2024-10-25,2024-10-27 02:00:00,50,%low,156 ,3,FALSE
NA,NA,2023-10-18,NA,16 ,m!edium,50 ,5,FALSE
T#-b88fe0 ,A-&34ea2f,2023-11-08,NA,NA,medium ,42,NA,FALSE
T-e63e72,A-3*96$e5f,2024-06-02,2024-06-02 21:00:00,NA,NA,125,NA,FALSE
#T-ae7b6e,A-4e44e8,2023-02-18,2023-02-18 21:00:00,21,u!rge(nt,NA,3,FALSE
T-963.409,A-5*a92e7,NA,2023-04-01 17:00:00,17,urgent,127,4,FALSE
T-7faf10,A-600734,NA,2023-09-03 04:00:00,52,me!dium,79,NA,FALSE
T-_b9f16^2,A-2073!6a,NA,2024-12-03 09:00:00,NA,high,131 ,4,FALSE
t-29a$cb7,NA,2023-05-07,2023-05-07 21:00:00,21,u)rgent,76,NA,false
T-1+a05b)7,A-2446e3,NA,2024-02-08 06:00:00 ,6,urgent,111,3,FALSE
)t-$202a(0d ,a-17939a ,2023-12-30,2023-12-31 10:00:00,34,medium,7,NA,false
T-c443)51,A-4d1e75,2024-04-29,NA,27,medium,NA,4,FALSE 
T-5c1ed6,A-de58ca,2023-05-08,2023-05-08 12:00:00,12,l-ow,148,3,FALSE
T-e2e929,A-b07b56,2023-04-30,2023-05-01 04:00:00,28,high,NA,3,FALSE 
T--99e0@a1,A-378b99,2023-12-01 ,NA,28,lo^w,110,NA,FALSE
%T-FFC8EC,A-43@A9E3,2024-06-26,2024-06-27 11:00:00,35,M*EDIUM,41,3,FALSE 
*T-12b388,A-0!354fe,2024-11-07,2024-11-07 15:00:00,NA,NA,14,NA,NA
-T-3b6d69,A-ba6)516,NA,2024-06-26 12:00:00,60,mediu+m,90,4,FALSE
T-+dd2674,A-3932db,2024-01-28,2024-01-28 19:00:00,19,high,158,5,FALSE
T-&ae22_ba ,A-bb3bd4,2023-10-14,2023-10-14 03:00:00 ,3,low,178,4,FALSE
NA,NA,2024-05-18,NA,16,+high,179,NA,NA
T-1+018b1,NA,NA,2024-02-12 20:00:00 ,20,m!e_dium,89,NA,FALSE
T-474619,A-13&9c3b,NA,2023-10-08 03:00:00,3,m-e(dium,NA,NA,FALSE
T$-^f9)25c)6,A-42$5e76,2023-02-14,2023-02-14 16:00:00,16,high,162,4,TRUE
T-b6633c,A-02fac6,2024-02-18,2024-02-19 10:00:00,34,urge@nt,107,NA,FALSE
T-7ddfa5,A-97_7(ca0,2023-09-30,2023-10-02 08:00:00 ,56,high,117,NA,FALSE
T-0a1945 ,A-798a&3f,2024-10-30,2024-10-30 07:00:00,NA,urgent,34,4,FALSE
T-5dbf5b,NA,2023-03-15 ,2023-03-16 14:00:00,38,high,154,3,FALSE
T-ecf597,A-d42431,2023-01-29,2023-01-29 10:00:00,10 ,NA,174 ,3,FALSE
T-%cb.2104,A-fb18^6e,2023-06-03,2023-06-03 09:00:00,9,low,6,5,NA
+T-&2*35e0a,A-*ce66f8,2023-05-17,2023-05-19 22:00:00,70,medium,107 ,NA,FALSE
T-9369c9,A-e351e1,2024-08-18,2024-08-19 17:00:00,41,+urgent,51,3,FALSE
T-8.6a1f^6,A-b$b2f)49,NA,2024-01-21 11:00:00,35,NA,162,4,FALSE
T-1b)a73b,A-e40f45,2023-11-20,2023-11-20 03:00:00,3,medium,NA,3,FALSE
T-c863f8,+A-9^4f8c9,2023-11-12,2023-11-14 21:00:00,69,low,141,5,FALSE
T-1e)a354,A-ae052e,2023-12-07,NA,12,ur#gen*t,48,NA,FALSE
NA,NA,2023-03-09,2023-03-09 04:00:00,4,high,17,3,FALSE
T-6047ed,NA,2024-04-23,2024-04-25 13:00:00 ,61,h-igh,25,NA,FALSE
(T-47ef6b ,-A-71&2426,2023-10-17,2023-10-17 01:00:00,1,medium,43 ,NA,FALSE
T-2@e8d9d,A-9ee962,2023-04-15,2023-04-15 08:00:00,8,low,31 ,NA,FALSE
NA,A-7f6b86,NA,2023-05-18 15:00:00,15,high,39 ,NA,FALSE
T-520606,A-43a9(e3,2023-01-15,2023-01-15 15:00:00,15,urge+nt,NA,NA,FALSE
T-3f5174,A-a7b_d4b ,2024-06-07,2024-06-08 18:00:00,NA,high,98,3,FALSE
T-3a9f0*1,A^-038089,2023-10-10,2023-10-12 13:00:00,61,urgent,32,3,FALSE
T-91bbd1,A-427b69,NA,2024-05-08 09:00:00,57,urgent,NA,3,FALSE
NA,A-ff3c73,2023-03-08,2023-03-08 05:00:00,5,u%rgent ,116,4,FALSE
#T-f29fb2,A-$186a44,NA,2024-04-01 05:00:00,53,m@edium,103,NA,FALSE 
T*-a01218,A*-075038,2023-03-18,2023-03-20 02:00:00,50,high,104,3 ,FALSE
T-463295,A%-3a7284,2023-02-14 ,2023-02-16 13:00:00 ,61,urgent ,NA,3,FALSE
T-464084,A-1f0!6!3&6,2024-04-27,2024-04-29 12:00:00,60,NA,82,NA,FALSE
